"","Unit","plot","treatment","veg_type","tube","temp","Date","Time","doy"
"547110","C","E","removal","meadow","58",7.506,"2014-06-15","07:34:00",166
"54726","C","E","removal","meadow","58",7.506,"2014-06-15","08:34:00",166
"54736","C","E","removal","meadow","58",7.506,"2014-06-15","09:34:00",166
"54746","C","E","removal","meadow","58",7.506,"2014-06-15","10:34:00",166
"54756","C","E","removal","meadow","58",7.506,"2014-06-15","11:34:00",166
"54766","C","E","removal","meadow","58",7.506,"2014-06-15","12:34:00",166
"54776","C","E","removal","meadow","58",8.8,"2014-06-15","13:34:00",166
"54786","C","E","removal","meadow","58",8.8,"2014-06-15","14:34:00",166
"54796","C","E","removal","meadow","58",8.8,"2014-06-15","15:34:00",166
"54806","C","E","removal","meadow","58",8.8,"2014-06-15","16:34:00",166
"548110","C","E","removal","meadow","58",8.8,"2014-06-15","17:34:00",166
"54826","C","E","removal","meadow","58",8.8,"2014-06-15","18:34:00",166
"54836","C","E","removal","meadow","58",8.8,"2014-06-15","19:34:00",166
"54846","C","E","removal","meadow","58",8.8,"2014-06-15","20:34:00",166
"54856","C","E","removal","meadow","58",8.8,"2014-06-15","21:34:00",166
"54866","C","E","removal","meadow","58",7.506,"2014-06-15","22:34:00",166
"54876","C","E","removal","meadow","58",7.506,"2014-06-15","23:34:00",166
"54886","C","E","removal","meadow","58",7.506,"2014-06-16","00:34:00",167
"54896","C","E","removal","meadow","58",7.4,"2014-06-16","01:34:00",167
"54906","C","E","removal","meadow","58",7.4,"2014-06-16","02:34:00",167
"549110","C","E","removal","meadow","58",7.4,"2014-06-16","03:34:00",167
"54926","C","E","removal","meadow","58",7.4,"2014-06-16","04:34:00",167
"54936","C","E","removal","meadow","58",6.502,"2014-06-16","05:34:00",167
"54946","C","E","removal","meadow","58",6.502,"2014-06-16","06:34:00",167
"54956","C","E","removal","meadow","58",6.502,"2014-06-16","07:34:00",167
"54966","C","E","removal","meadow","58",6.502,"2014-06-16","08:34:00",167
"54976","C","E","removal","meadow","58",6.502,"2014-06-16","09:34:00",167
"54986","C","E","removal","meadow","58",6.502,"2014-06-16","10:34:00",167
"54996","C","E","removal","meadow","58",7.4,"2014-06-16","11:34:00",167
"55006","C","E","removal","meadow","58",7.4,"2014-06-16","12:34:00",167
"550110","C","E","removal","meadow","58",7.4,"2014-06-16","13:34:00",167
"55026","C","E","removal","meadow","58",6.502,"2014-06-16","14:34:00",167
"55036","C","E","removal","meadow","58",6.502,"2014-06-16","15:34:00",167
"55046","C","E","removal","meadow","58",6.502,"2014-06-16","16:34:00",167
"55056","C","E","removal","meadow","58",6.502,"2014-06-16","17:34:00",167
"55066","C","E","removal","meadow","58",6.502,"2014-06-16","18:34:00",167
"55076","C","E","removal","meadow","58",6.502,"2014-06-16","19:34:00",167
"55086","C","E","removal","meadow","58",6.502,"2014-06-16","20:34:00",167
"55096","C","E","removal","meadow","58",6,"2014-06-16","21:34:00",167
"551010","C","E","removal","meadow","58",6,"2014-06-16","22:34:00",167
"551110","C","E","removal","meadow","58",6,"2014-06-16","23:34:00",167
"55127","C","E","removal","meadow","58",6,"2014-06-17","00:34:00",168
"55136","C","E","removal","meadow","58",5.498,"2014-06-17","01:34:00",168
"55146","C","E","removal","meadow","58",5.498,"2014-06-17","02:34:00",168
"55156","C","E","removal","meadow","58",5.498,"2014-06-17","03:34:00",168
"55166","C","E","removal","meadow","58",5.498,"2014-06-17","04:34:00",168
"55176","C","E","removal","meadow","58",5.498,"2014-06-17","05:34:00",168
"55186","C","E","removal","meadow","58",5.498,"2014-06-17","06:34:00",168
"55196","C","E","removal","meadow","58",5.498,"2014-06-17","07:34:00",168
"55206","C","E","removal","meadow","58",5.498,"2014-06-17","08:34:00",168
"552110","C","E","removal","meadow","58",5.498,"2014-06-17","09:34:00",168
"55226","C","E","removal","meadow","58",5.498,"2014-06-17","10:34:00",168
"55236","C","E","removal","meadow","58",5.498,"2014-06-17","11:34:00",168
"55246","C","E","removal","meadow","58",5.498,"2014-06-17","12:34:00",168
"55256","C","E","removal","meadow","58",5.498,"2014-06-17","13:34:00",168
"55266","C","E","removal","meadow","58",5.498,"2014-06-17","14:34:00",168
"55276","C","E","removal","meadow","58",5.498,"2014-06-17","15:34:00",168
"55286","C","E","removal","meadow","58",5.498,"2014-06-17","16:34:00",168
"55296","C","E","removal","meadow","58",5.498,"2014-06-17","17:34:00",168
"55306","C","E","removal","meadow","58",5.498,"2014-06-17","18:34:00",168
"553110","C","E","removal","meadow","58",5.498,"2014-06-17","19:34:00",168
"55326","C","E","removal","meadow","58",5.498,"2014-06-17","20:34:00",168
"55336","C","E","removal","meadow","58",6,"2014-06-17","21:34:00",168
"55346","C","E","removal","meadow","58",6,"2014-06-17","22:34:00",168
"55356","C","E","removal","meadow","58",6,"2014-06-17","23:34:00",168
"55366","C","E","removal","meadow","58",6,"2014-06-18","00:34:00",169
"55376","C","E","removal","meadow","58",6,"2014-06-18","01:34:00",169
"55386","C","E","removal","meadow","58",6,"2014-06-18","02:34:00",169
"55396","C","E","removal","meadow","58",6,"2014-06-18","03:34:00",169
"55406","C","E","removal","meadow","58",5.498,"2014-06-18","04:34:00",169
"554110","C","E","removal","meadow","58",5.498,"2014-06-18","05:34:00",169
"55426","C","E","removal","meadow","58",5.498,"2014-06-18","06:34:00",169
"55436","C","E","removal","meadow","58",5.498,"2014-06-18","07:34:00",169
"55446","C","E","removal","meadow","58",6,"2014-06-18","08:34:00",169
"55456","C","E","removal","meadow","58",6,"2014-06-18","09:34:00",169
"55466","C","E","removal","meadow","58",6,"2014-06-18","10:34:00",169
"55476","C","E","removal","meadow","58",6.502,"2014-06-18","11:34:00",169
"55486","C","E","removal","meadow","58",6.502,"2014-06-18","12:34:00",169
"55496","C","E","removal","meadow","58",6.502,"2014-06-18","13:34:00",169
"55506","C","E","removal","meadow","58",6.502,"2014-06-18","14:34:00",169
"555110","C","E","removal","meadow","58",6.502,"2014-06-18","15:34:00",169
"55526","C","E","removal","meadow","58",6.502,"2014-06-18","16:34:00",169
"55536","C","E","removal","meadow","58",7.4,"2014-06-18","17:34:00",169
"55546","C","E","removal","meadow","58",7.4,"2014-06-18","18:34:00",169
"55556","C","E","removal","meadow","58",7.4,"2014-06-18","19:34:00",169
"55566","C","E","removal","meadow","58",7.4,"2014-06-18","20:34:00",169
"55576","C","E","removal","meadow","58",7.4,"2014-06-18","21:34:00",169
"55586","C","E","removal","meadow","58",6.502,"2014-06-18","22:34:00",169
"55596","C","E","removal","meadow","58",6.502,"2014-06-18","23:34:00",169
"55606","C","E","removal","meadow","58",6.502,"2014-06-19","00:34:00",170
"556110","C","E","removal","meadow","58",6.502,"2014-06-19","01:34:00",170
"55626","C","E","removal","meadow","58",6.502,"2014-06-19","02:34:00",170
"55636","C","E","removal","meadow","58",6,"2014-06-19","03:34:00",170
"55646","C","E","removal","meadow","58",6,"2014-06-19","04:34:00",170
"55656","C","E","removal","meadow","58",6,"2014-06-19","05:34:00",170
"55666","C","E","removal","meadow","58",6,"2014-06-19","06:34:00",170
"55676","C","E","removal","meadow","58",6,"2014-06-19","07:34:00",170
"55686","C","E","removal","meadow","58",6,"2014-06-19","08:34:00",170
"55696","C","E","removal","meadow","58",6,"2014-06-19","09:34:00",170
"55706","C","E","removal","meadow","58",6,"2014-06-19","10:34:00",170
"557110","C","E","removal","meadow","58",6.502,"2014-06-19","11:34:00",170
"55726","C","E","removal","meadow","58",6.502,"2014-06-19","12:34:00",170
"55736","C","E","removal","meadow","58",7.4,"2014-06-19","13:34:00",170
"55746","C","E","removal","meadow","58",7.4,"2014-06-19","14:34:00",170
"55756","C","E","removal","meadow","58",7.4,"2014-06-19","15:34:00",170
"55766","C","E","removal","meadow","58",7.4,"2014-06-19","16:34:00",170
"55776","C","E","removal","meadow","58",7.506,"2014-06-19","17:34:00",170
"55786","C","E","removal","meadow","58",7.506,"2014-06-19","18:34:00",170
"55796","C","E","removal","meadow","58",7.4,"2014-06-19","19:34:00",170
"55806","C","E","removal","meadow","58",7.4,"2014-06-19","20:34:00",170
"558110","C","E","removal","meadow","58",7.4,"2014-06-19","21:34:00",170
"55826","C","E","removal","meadow","58",7.4,"2014-06-19","22:34:00",170
"55836","C","E","removal","meadow","58",7.4,"2014-06-19","23:34:00",170
"55846","C","E","removal","meadow","58",6.502,"2014-06-20","00:34:00",171
"55856","C","E","removal","meadow","58",6.502,"2014-06-20","01:34:00",171
"55866","C","E","removal","meadow","58",6.502,"2014-06-20","02:34:00",171
"55876","C","E","removal","meadow","58",6.502,"2014-06-20","03:34:00",171
"55886","C","E","removal","meadow","58",6,"2014-06-20","04:34:00",171
"55896","C","E","removal","meadow","58",6,"2014-06-20","05:34:00",171
"55906","C","E","removal","meadow","58",6,"2014-06-20","06:34:00",171
"559110","C","E","removal","meadow","58",6,"2014-06-20","07:34:00",171
"55926","C","E","removal","meadow","58",6,"2014-06-20","08:34:00",171
"55936","C","E","removal","meadow","58",6,"2014-06-20","09:34:00",171
"55946","C","E","removal","meadow","58",6,"2014-06-20","10:34:00",171
"55956","C","E","removal","meadow","58",6.502,"2014-06-20","11:34:00",171
"55966","C","E","removal","meadow","58",6.502,"2014-06-20","12:34:00",171
"55976","C","E","removal","meadow","58",6.502,"2014-06-20","13:34:00",171
"55986","C","E","removal","meadow","58",6.502,"2014-06-20","14:34:00",171
"55996","C","E","removal","meadow","58",6.502,"2014-06-20","15:34:00",171
"56006","C","E","removal","meadow","58",6.502,"2014-06-20","16:34:00",171
"560110","C","E","removal","meadow","58",6.502,"2014-06-20","17:34:00",171
"56026","C","E","removal","meadow","58",6.502,"2014-06-20","18:34:00",171
"56036","C","E","removal","meadow","58",6.502,"2014-06-20","19:34:00",171
"56046","C","E","removal","meadow","58",6.502,"2014-06-20","20:34:00",171
"56056","C","E","removal","meadow","58",6.502,"2014-06-20","21:34:00",171
"56066","C","E","removal","meadow","58",6.502,"2014-06-20","22:34:00",171
"56076","C","E","removal","meadow","58",6.502,"2014-06-20","23:34:00",171
"56086","C","E","removal","meadow","58",6,"2014-06-21","00:34:00",172
"56096","C","E","removal","meadow","58",6,"2014-06-21","01:34:00",172
"561010","C","E","removal","meadow","58",6,"2014-06-21","02:34:00",172
"561110","C","E","removal","meadow","58",6,"2014-06-21","03:34:00",172
"56127","C","E","removal","meadow","58",6,"2014-06-21","04:34:00",172
"56136","C","E","removal","meadow","58",6,"2014-06-21","05:34:00",172
"56146","C","E","removal","meadow","58",6,"2014-06-21","06:34:00",172
"56156","C","E","removal","meadow","58",5.498,"2014-06-21","07:34:00",172
"56166","C","E","removal","meadow","58",5.498,"2014-06-21","08:34:00",172
"56176","C","E","removal","meadow","58",6,"2014-06-21","09:34:00",172
"56186","C","E","removal","meadow","58",6,"2014-06-21","10:34:00",172
"56196","C","E","removal","meadow","58",6,"2014-06-21","11:34:00",172
"56206","C","E","removal","meadow","58",6,"2014-06-21","12:34:00",172
"562110","C","E","removal","meadow","58",6.502,"2014-06-21","13:34:00",172
"56226","C","E","removal","meadow","58",6.502,"2014-06-21","14:34:00",172
"56236","C","E","removal","meadow","58",6.502,"2014-06-21","15:34:00",172
"56246","C","E","removal","meadow","58",6.502,"2014-06-21","16:34:00",172
"56256","C","E","removal","meadow","58",7.4,"2014-06-21","17:34:00",172
"56266","C","E","removal","meadow","58",7.4,"2014-06-21","18:34:00",172
"56276","C","E","removal","meadow","58",7.4,"2014-06-21","19:34:00",172
"56286","C","E","removal","meadow","58",7.4,"2014-06-21","20:34:00",172
"56296","C","E","removal","meadow","58",7.4,"2014-06-21","21:34:00",172
"56306","C","E","removal","meadow","58",7.4,"2014-06-21","22:34:00",172
"563110","C","E","removal","meadow","58",6.502,"2014-06-21","23:34:00",172
"56326","C","E","removal","meadow","58",6.502,"2014-06-22","00:34:00",173
"56336","C","E","removal","meadow","58",6.502,"2014-06-22","01:34:00",173
"56346","C","E","removal","meadow","58",6.502,"2014-06-22","02:34:00",173
"56356","C","E","removal","meadow","58",6.502,"2014-06-22","03:34:00",173
"56366","C","E","removal","meadow","58",6.502,"2014-06-22","04:34:00",173
"56376","C","E","removal","meadow","58",6,"2014-06-22","05:34:00",173
"56386","C","E","removal","meadow","58",6,"2014-06-22","06:34:00",173
"56396","C","E","removal","meadow","58",6,"2014-06-22","07:34:00",173
"56406","C","E","removal","meadow","58",6.502,"2014-06-22","08:34:00",173
"564110","C","E","removal","meadow","58",6.502,"2014-06-22","09:34:00",173
"56426","C","E","removal","meadow","58",6.502,"2014-06-22","10:34:00",173
"56436","C","E","removal","meadow","58",6.502,"2014-06-22","11:34:00",173
"56446","C","E","removal","meadow","58",6.502,"2014-06-22","12:34:00",173
"56456","C","E","removal","meadow","58",6.502,"2014-06-22","13:34:00",173
"56466","C","E","removal","meadow","58",6.502,"2014-06-22","14:34:00",173
"56476","C","E","removal","meadow","58",6.502,"2014-06-22","15:34:00",173
"56486","C","E","removal","meadow","58",7.4,"2014-06-22","16:34:00",173
"56496","C","E","removal","meadow","58",7.4,"2014-06-22","17:34:00",173
"56506","C","E","removal","meadow","58",7.4,"2014-06-22","18:34:00",173
"565110","C","E","removal","meadow","58",7.4,"2014-06-22","19:34:00",173
"56526","C","E","removal","meadow","58",7.4,"2014-06-22","20:34:00",173
"56536","C","E","removal","meadow","58",7.4,"2014-06-22","21:34:00",173
"56546","C","E","removal","meadow","58",7.4,"2014-06-22","22:34:00",173
"56556","C","E","removal","meadow","58",7.4,"2014-06-22","23:34:00",173
"56566","C","E","removal","meadow","58",7.4,"2014-06-23","00:34:00",174
"56576","C","E","removal","meadow","58",7.4,"2014-06-23","01:34:00",174
"56586","C","E","removal","meadow","58",7.4,"2014-06-23","02:34:00",174
"56596","C","E","removal","meadow","58",6.502,"2014-06-23","03:34:00",174
"56606","C","E","removal","meadow","58",6.502,"2014-06-23","04:34:00",174
"566110","C","E","removal","meadow","58",6.502,"2014-06-23","05:34:00",174
"56626","C","E","removal","meadow","58",6.502,"2014-06-23","06:34:00",174
"56636","C","E","removal","meadow","58",6.502,"2014-06-23","07:34:00",174
"56646","C","E","removal","meadow","58",6.502,"2014-06-23","08:34:00",174
"56656","C","E","removal","meadow","58",6.502,"2014-06-23","09:34:00",174
"56666","C","E","removal","meadow","58",7.4,"2014-06-23","10:34:00",174
"56676","C","E","removal","meadow","58",7.4,"2014-06-23","11:34:00",174
"56686","C","E","removal","meadow","58",7.4,"2014-06-23","12:34:00",174
"56696","C","E","removal","meadow","58",7.506,"2014-06-23","13:34:00",174
"56706","C","E","removal","meadow","58",7.506,"2014-06-23","14:34:00",174
"567110","C","E","removal","meadow","58",8.8,"2014-06-23","15:34:00",174
"56726","C","E","removal","meadow","58",8.8,"2014-06-23","16:34:00",174
"56736","C","E","removal","meadow","58",8.8,"2014-06-23","17:34:00",174
"56746","C","E","removal","meadow","58",8.8,"2014-06-23","18:34:00",174
"56756","C","E","removal","meadow","58",8.8,"2014-06-23","19:34:00",174
"56766","C","E","removal","meadow","58",8.8,"2014-06-23","20:34:00",174
"56776","C","E","removal","meadow","58",8.8,"2014-06-23","21:34:00",174
"56786","C","E","removal","meadow","58",8.8,"2014-06-23","22:34:00",174
"56796","C","E","removal","meadow","58",8.8,"2014-06-23","23:34:00",174
"56806","C","E","removal","meadow","58",8.8,"2014-06-24","00:34:00",175
"568110","C","E","removal","meadow","58",7.506,"2014-06-24","01:34:00",175
"56826","C","E","removal","meadow","58",7.506,"2014-06-24","02:34:00",175
"56836","C","E","removal","meadow","58",7.506,"2014-06-24","03:34:00",175
"56846","C","E","removal","meadow","58",7.506,"2014-06-24","04:34:00",175
"56856","C","E","removal","meadow","58",7.506,"2014-06-24","05:34:00",175
"56866","C","E","removal","meadow","58",7.4,"2014-06-24","06:34:00",175
"56876","C","E","removal","meadow","58",7.4,"2014-06-24","07:34:00",175
"56886","C","E","removal","meadow","58",7.4,"2014-06-24","08:34:00",175
"56896","C","E","removal","meadow","58",7.506,"2014-06-24","09:34:00",175
"56906","C","E","removal","meadow","58",7.506,"2014-06-24","10:34:00",175
"569110","C","E","removal","meadow","58",7.506,"2014-06-24","11:34:00",175
"56926","C","E","removal","meadow","58",8.8,"2014-06-24","12:34:00",175
"56936","C","E","removal","meadow","58",8.8,"2014-06-24","13:34:00",175
"56946","C","E","removal","meadow","58",8.8,"2014-06-24","14:34:00",175
"56956","C","E","removal","meadow","58",8.509,"2014-06-24","15:34:00",175
"56966","C","E","removal","meadow","58",8.509,"2014-06-24","16:34:00",175
"56976","C","E","removal","meadow","58",8.509,"2014-06-24","17:34:00",175
"56986","C","E","removal","meadow","58",8.509,"2014-06-24","18:34:00",175
"56996","C","E","removal","meadow","58",8.509,"2014-06-24","19:34:00",175
"57006","C","E","removal","meadow","58",8.509,"2014-06-24","20:34:00",175
"570110","C","E","removal","meadow","58",8.509,"2014-06-24","21:34:00",175
"57026","C","E","removal","meadow","58",8.509,"2014-06-24","22:34:00",175
"57036","C","E","removal","meadow","58",8.8,"2014-06-24","23:34:00",175
"57046","C","E","removal","meadow","58",8.8,"2014-06-25","00:34:00",176
"57056","C","E","removal","meadow","58",8.8,"2014-06-25","01:34:00",176
"57066","C","E","removal","meadow","58",8.8,"2014-06-25","02:34:00",176
"57076","C","E","removal","meadow","58",7.506,"2014-06-25","03:34:00",176
"57086","C","E","removal","meadow","58",7.506,"2014-06-25","04:34:00",176
"57096","C","E","removal","meadow","58",7.506,"2014-06-25","05:34:00",176
"571010","C","E","removal","meadow","58",7.506,"2014-06-25","06:34:00",176
"571110","C","E","removal","meadow","58",7.4,"2014-06-25","07:34:00",176
"57127","C","E","removal","meadow","58",7.506,"2014-06-25","08:34:00",176
"57136","C","E","removal","meadow","58",7.506,"2014-06-25","09:34:00",176
"57146","C","E","removal","meadow","58",7.506,"2014-06-25","10:34:00",176
"57156","C","E","removal","meadow","58",7.506,"2014-06-25","11:34:00",176
"57166","C","E","removal","meadow","58",8.8,"2014-06-25","12:34:00",176
"57176","C","E","removal","meadow","58",8.8,"2014-06-25","13:34:00",176
"57186","C","E","removal","meadow","58",8.8,"2014-06-25","14:34:00",176
"57196","C","E","removal","meadow","58",8.8,"2014-06-25","15:34:00",176
"57206","C","E","removal","meadow","58",8.8,"2014-06-25","16:34:00",176
"572110","C","E","removal","meadow","58",8.8,"2014-06-25","17:34:00",176
"57226","C","E","removal","meadow","58",8.8,"2014-06-25","18:34:00",176
"57236","C","E","removal","meadow","58",8.8,"2014-06-25","19:34:00",176
"57246","C","E","removal","meadow","58",8.8,"2014-06-25","20:34:00",176
"57256","C","E","removal","meadow","58",8.8,"2014-06-25","21:34:00",176
"57266","C","E","removal","meadow","58",8.8,"2014-06-25","22:34:00",176
"57276","C","E","removal","meadow","58",8.8,"2014-06-25","23:34:00",176
"57286","C","E","removal","meadow","58",7.506,"2014-06-26","00:34:00",177
"57296","C","E","removal","meadow","58",7.506,"2014-06-26","01:34:00",177
"57306","C","E","removal","meadow","58",7.4,"2014-06-26","02:34:00",177
"573110","C","E","removal","meadow","58",7.4,"2014-06-26","03:34:00",177
"57326","C","E","removal","meadow","58",7.4,"2014-06-26","04:34:00",177
"57336","C","E","removal","meadow","58",7.4,"2014-06-26","05:34:00",177
"57346","C","E","removal","meadow","58",7.4,"2014-06-26","06:34:00",177
"57356","C","E","removal","meadow","58",7.4,"2014-06-26","07:34:00",177
"57366","C","E","removal","meadow","58",7.4,"2014-06-26","08:34:00",177
"57376","C","E","removal","meadow","58",7.4,"2014-06-26","09:34:00",177
"57386","C","E","removal","meadow","58",7.4,"2014-06-26","10:34:00",177
"57396","C","E","removal","meadow","58",7.506,"2014-06-26","11:34:00",177
"57406","C","E","removal","meadow","58",7.506,"2014-06-26","12:34:00",177
"574110","C","E","removal","meadow","58",7.506,"2014-06-26","13:34:00",177
"57426","C","E","removal","meadow","58",8.8,"2014-06-26","14:34:00",177
"57436","C","E","removal","meadow","58",8.8,"2014-06-26","15:34:00",177
"57446","C","E","removal","meadow","58",8.8,"2014-06-26","16:34:00",177
"57456","C","E","removal","meadow","58",8.8,"2014-06-26","17:34:00",177
"57466","C","E","removal","meadow","58",8.8,"2014-06-26","18:34:00",177
"57476","C","E","removal","meadow","58",8.8,"2014-06-26","19:34:00",177
"57486","C","E","removal","meadow","58",8.8,"2014-06-26","20:34:00",177
"57496","C","E","removal","meadow","58",8.8,"2014-06-26","21:34:00",177
"57506","C","E","removal","meadow","58",8.8,"2014-06-26","22:34:00",177
"575110","C","E","removal","meadow","58",7.506,"2014-06-26","23:34:00",177
"57526","C","E","removal","meadow","58",7.506,"2014-06-27","00:34:00",178
"57536","C","E","removal","meadow","58",7.506,"2014-06-27","01:34:00",178
"57546","C","E","removal","meadow","58",7.4,"2014-06-27","02:34:00",178
"57556","C","E","removal","meadow","58",7.4,"2014-06-27","03:34:00",178
"57566","C","E","removal","meadow","58",7.4,"2014-06-27","04:34:00",178
"57576","C","E","removal","meadow","58",6.502,"2014-06-27","05:34:00",178
"57586","C","E","removal","meadow","58",6.502,"2014-06-27","06:34:00",178
"57596","C","E","removal","meadow","58",6.502,"2014-06-27","07:34:00",178
"57606","C","E","removal","meadow","58",6.502,"2014-06-27","08:34:00",178
"576110","C","E","removal","meadow","58",7.4,"2014-06-27","09:34:00",178
"57626","C","E","removal","meadow","58",7.4,"2014-06-27","10:34:00",178
"57636","C","E","removal","meadow","58",7.506,"2014-06-27","11:34:00",178
"57646","C","E","removal","meadow","58",7.506,"2014-06-27","12:34:00",178
"57656","C","E","removal","meadow","58",7.506,"2014-06-27","13:34:00",178
"57666","C","E","removal","meadow","58",8.8,"2014-06-27","14:34:00",178
"57676","C","E","removal","meadow","58",8.8,"2014-06-27","15:34:00",178
"57686","C","E","removal","meadow","58",8.8,"2014-06-27","16:34:00",178
"57696","C","E","removal","meadow","58",8.8,"2014-06-27","17:34:00",178
"57706","C","E","removal","meadow","58",8.509,"2014-06-27","18:34:00",178
"577110","C","E","removal","meadow","58",8.509,"2014-06-27","19:34:00",178
"57726","C","E","removal","meadow","58",8.509,"2014-06-27","20:34:00",178
"57736","C","E","removal","meadow","58",8.8,"2014-06-27","21:34:00",178
"57746","C","E","removal","meadow","58",8.8,"2014-06-27","22:34:00",178
"57756","C","E","removal","meadow","58",8.8,"2014-06-27","23:34:00",178
"57766","C","E","removal","meadow","58",8.8,"2014-06-28","00:34:00",179
"57776","C","E","removal","meadow","58",7.506,"2014-06-28","01:34:00",179
"57786","C","E","removal","meadow","58",7.506,"2014-06-28","02:34:00",179
"57796","C","E","removal","meadow","58",7.506,"2014-06-28","03:34:00",179
"57806","C","E","removal","meadow","58",7.4,"2014-06-28","04:34:00",179
"578110","C","E","removal","meadow","58",7.4,"2014-06-28","05:34:00",179
"57826","C","E","removal","meadow","58",7.4,"2014-06-28","06:34:00",179
"57836","C","E","removal","meadow","58",7.4,"2014-06-28","07:34:00",179
"57846","C","E","removal","meadow","58",7.4,"2014-06-28","08:34:00",179
"57856","C","E","removal","meadow","58",7.506,"2014-06-28","09:34:00",179
"57866","C","E","removal","meadow","58",7.506,"2014-06-28","10:34:00",179
"57876","C","E","removal","meadow","58",8.8,"2014-06-28","11:34:00",179
"57886","C","E","removal","meadow","58",8.8,"2014-06-28","12:34:00",179
"57896","C","E","removal","meadow","58",8.8,"2014-06-28","13:34:00",179
"57906","C","E","removal","meadow","58",8.509,"2014-06-28","14:34:00",179
"579110","C","E","removal","meadow","58",8.509,"2014-06-28","15:34:00",179
"57926","C","E","removal","meadow","58",8.509,"2014-06-28","16:34:00",179
"57936","C","E","removal","meadow","58",8.509,"2014-06-28","17:34:00",179
"57946","C","E","removal","meadow","58",8.509,"2014-06-28","18:34:00",179
"57956","C","E","removal","meadow","58",8.509,"2014-06-28","19:34:00",179
"57966","C","E","removal","meadow","58",8.509,"2014-06-28","20:34:00",179
"57976","C","E","removal","meadow","58",8.509,"2014-06-28","21:34:00",179
"57986","C","E","removal","meadow","58",8.509,"2014-06-28","22:34:00",179
"57996","C","E","removal","meadow","58",8.8,"2014-06-28","23:34:00",179
"58006","C","E","removal","meadow","58",8.8,"2014-06-29","00:34:00",180
"580110","C","E","removal","meadow","58",8.8,"2014-06-29","01:34:00",180
"58026","C","E","removal","meadow","58",7.506,"2014-06-29","02:34:00",180
"58036","C","E","removal","meadow","58",7.506,"2014-06-29","03:34:00",180
"58046","C","E","removal","meadow","58",7.506,"2014-06-29","04:34:00",180
"58056","C","E","removal","meadow","58",7.4,"2014-06-29","05:34:00",180
"58066","C","E","removal","meadow","58",7.4,"2014-06-29","06:34:00",180
"58076","C","E","removal","meadow","58",7.4,"2014-06-29","07:34:00",180
"58086","C","E","removal","meadow","58",7.506,"2014-06-29","08:34:00",180
"58096","C","E","removal","meadow","58",7.506,"2014-06-29","09:34:00",180
"581010","C","E","removal","meadow","58",7.506,"2014-06-29","10:34:00",180
"581110","C","E","removal","meadow","58",8.8,"2014-06-29","11:34:00",180
"58127","C","E","removal","meadow","58",8.8,"2014-06-29","12:34:00",180
"58136","C","E","removal","meadow","58",8.509,"2014-06-29","13:34:00",180
"58146","C","E","removal","meadow","58",8.509,"2014-06-29","14:34:00",180
"58156","C","E","removal","meadow","58",8.509,"2014-06-29","15:34:00",180
"58166","C","E","removal","meadow","58",8.509,"2014-06-29","16:34:00",180
"58176","C","E","removal","meadow","58",9.11,"2014-06-29","17:34:00",180
"58186","C","E","removal","meadow","58",9.11,"2014-06-29","18:34:00",180
"58196","C","E","removal","meadow","58",9.11,"2014-06-29","19:34:00",180
"58206","C","E","removal","meadow","58",9.11,"2014-06-29","20:34:00",180
"582110","C","E","removal","meadow","58",8.509,"2014-06-29","21:34:00",180
"58226","C","E","removal","meadow","58",8.509,"2014-06-29","22:34:00",180
"58236","C","E","removal","meadow","58",8.509,"2014-06-29","23:34:00",180
"58246","C","E","removal","meadow","58",8.8,"2014-06-30","00:34:00",181
"58256","C","E","removal","meadow","58",8.8,"2014-06-30","01:34:00",181
"58266","C","E","removal","meadow","58",8.8,"2014-06-30","02:34:00",181
"58276","C","E","removal","meadow","58",7.506,"2014-06-30","03:34:00",181
"58286","C","E","removal","meadow","58",7.506,"2014-06-30","04:34:00",181
"58296","C","E","removal","meadow","58",7.506,"2014-06-30","05:34:00",181
"58306","C","E","removal","meadow","58",7.506,"2014-06-30","06:34:00",181
"583110","C","E","removal","meadow","58",7.506,"2014-06-30","07:34:00",181
"58326","C","E","removal","meadow","58",7.506,"2014-06-30","08:34:00",181
"58336","C","E","removal","meadow","58",7.506,"2014-06-30","09:34:00",181
"58346","C","E","removal","meadow","58",8.8,"2014-06-30","10:34:00",181
"58356","C","E","removal","meadow","58",8.8,"2014-06-30","11:34:00",181
"58366","C","E","removal","meadow","58",8.8,"2014-06-30","12:34:00",181
"58376","C","E","removal","meadow","58",8.509,"2014-06-30","13:34:00",181
"58386","C","E","removal","meadow","58",8.509,"2014-06-30","14:34:00",181
"58396","C","E","removal","meadow","58",9.11,"2014-06-30","15:34:00",181
"58406","C","E","removal","meadow","58",9.11,"2014-06-30","16:34:00",181
"584110","C","E","removal","meadow","58",9.11,"2014-06-30","17:34:00",181
"58426","C","E","removal","meadow","58",9.11,"2014-06-30","18:34:00",181
"58436","C","E","removal","meadow","58",9.11,"2014-06-30","19:34:00",181
"58446","C","E","removal","meadow","58",9.11,"2014-06-30","20:34:00",181
"58456","C","E","removal","meadow","58",9.11,"2014-06-30","21:34:00",181
"58466","C","E","removal","meadow","58",9.11,"2014-06-30","22:34:00",181
"58476","C","E","removal","meadow","58",9.11,"2014-06-30","23:34:00",181
"58486","C","E","removal","meadow","58",9.11,"2014-07-01","00:34:00",182
"58496","C","E","removal","meadow","58",8.509,"2014-07-01","01:34:00",182
