respond_id,collector_id,start_date,end_date,ip_address,consent,eagle_reference,age18,attempt_us,attempt_ca,find_out,find_out_other,see,first_time,date_first,location,number_of_attempts,leave_home_code,home_code,observation_duration,private_vehicle,rental_vehicle,plane,train,other_transport,carpool,number_passengers,primary_purpose,overnight,n_nights,accomodation_friend,accomodation_hotel,accomodation_campground,accomodation_airbnb,accomodation_vrbo,accomodation_none,accomodation_other,accomodation_location,eat,dine_fast_food,dine_fast_casual,dine_sit_down,dine_other,number_dine_out,list_life,list_country,list_state,list_province,list_county,list_ebird,list_idk,list_none,list_other,motivation_photography,motivation_rarity,motivation_vagrant,motivation_life_list,motivation_unlikely,motivation_other,birding_experience,birding_time,bird_organization,gas_cost,gas_cost_new,airfare_cost,airfare_cost_new,meal_cost,meal_cost_new,lodging_cost,lodging_cost_new,donation5,donation25,donation50,donation75,donation100,donation200,age,gender,gender_other,race,marital_status,marital_status_other,hourly_wage,highest_education,highest_education_other,employment_status,twitch_frequency,other_birding,other_nature,other_nature_01,other_nature_02,other_nature_03,puffin_tour,revisit,ebird,other_database,other_database_name,twitter,facebook,n_birders_visit1,n_birders_visit2,n_birders_visit3,comments
13294005595,414399709,2022-01-28T21:45:01Z,2022-01-28T22:06:45Z,73.149.69.18,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),Long time following the bird's sightings since the Denali Highway in Alaska.,Yes,Yes,31-Dec-21,"Dighton, MA; Georgetown, ME; Boothbay Harbor, ME",Three or more,Yes,1096,151,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Brought own snacks but ate main meals out,Fast food,NA,NA,NA,5,Life list,NA,State list,NA,NA,NA,NA,NA,Year list,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,Had led a trip to Kamchatka; were robbed of opportunity to see species there by Russian Customs.,Expert birder (can identify >300 bird species without a field guide),65,Yes,150,150.00,NA,,75,75.00,0,0.00,Yes,Yes,Yes,No,No,No,65+,Man,NA,White or Caucasian,Married,NA,Don't know,Master's degree or equivalent,NA,Employed - full time,4-7 times,Yes,Yes,Visited Lobster Pound in Boothbay Harbor; purchased much seafood,Visited Biddeford Pool to look for Snowy Owls,"Successfully observed Pink-footed Goose in Taunton, MA",No,Likely,No,No,NA,No,No,250,200,175,"I hope birders do contribute to the local economies and are thoughtful and aware of their impact on local residents.  There were definitely times that I observed, especially in Boothbay Harbor, where this was not the case."
13294009713,414399709,2022-01-28T21:50:30Z,2022-01-28T21:54:11Z,69.119.188.59,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,02-Jan-22,"Georgetown, ME",One,Yes,10591,45,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,NA,NA,2,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,Year list,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),6,Yes,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13293998059,414399709,2022-01-28T21:37:32Z,2022-01-28T21:50:51Z,73.234.253.190,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,NA,"Georgetown, Boothbay",Three or more,Yes,4086,90,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,I am not a birder (can identify a few species in my yard),6,No,15,15.00,Na,,0,0.00,0,0.00,Yes,Yes,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,Retired,High School,NA,Retired,"Less than once a year, on average",Yes,No,NA,NA,NA,No,Very likely,No,No,NA,No,No,NA,1,5,NA
13293986189,414399709,2022-01-28T21:25:43Z,2022-01-28T21:44:03Z,71.218.87.106,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,December 20 2021,"Berkley, MA",One,Yes,80403,20,Private vehicle,NA,NA,NA,NA,Yes,3,No,No,0,Friend/relative's home,NA,NA,NA,NA,NA,NA,2468,Packed food for all meals,NA,NA,NA,NA,NA,Life list,Country list,State list,NA,NA,NA,NA,NA,Several,NA,NA,NA,NA,NA,Extremely impressive bird,Expert birder (can identify >300 bird species without a field guide),34,Yes,$20 ,20.00,NA - I was visiting relatives anyway,,N/A,,N/A,,Yes,Yes,Yes,Yes,Yes,Yes,35-44,Woman,NA,White or Caucasian,Single,NA,NA,Master's degree or equivalent,NA,Employed - full time,8-10 times,No,No,NA,NA,NA,NA,Neither likely nor unlikely,Yes,No,NA,No,No,150,NA,NA,I am someone who would normally travel a long way for a rarity (I flew to El Paso just to see the Blue Mockingbird) but in this case it was just luck - I came to visit family in Newton MA for the holidays when the report of the bird in MA went out. We all went to see it.
13293963649,414399709,2022-01-28T21:02:22Z,2022-01-28T21:32:00Z,174.197.202.197,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,No,20-Dec-21,Dighton Rock/Massachusetts,Two,Yes,12124,180,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,5,Friend/relative's home,NA,NA,NA,NA,NA,NA,Cape Elizabeth/Maine,Both: made meals and ate out,NA,NA,NA,Ate at relatives and packed food,1,Life list,NA,State list,NA,County list,I only keep lists on eBird,NA,NA,Yard List,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),66,Yes,125,125.00,NA,,100,100.00,0,0.00,Yes,Yes,No,No,No,No,65+,Man,NA,White or Caucasian,Single,NA,0,Master's degree or equivalent,NA,Retired,>10 times,Yes,Yes,Photography,Birdwatching,Sightseeing,No,Very likely,Yes,No,NA,No,Yes,40,80,NA,Thank you and good luck
13293969884,414399709,2022-01-28T21:09:03Z,2022-01-28T21:31:13Z,98.216.242.16,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,12-Jan,"Boothbay Harbor, ME",Three or more,Yes,2155,90,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Freeport, ME",Both: made meals and ate out,NA,Fast Casual,NA,NA,4,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,No,$400 ,400.00,N/A,,$200 ,200.00,$160 ,160.00,Yes,Yes,Yes,Yes,Yes,Yes,65+,Woman,NA,White or Caucasian,Single,NA,Retired,Doctoral degree or equivalent,NA,Retired,"Less than once a year, on average",Yes,No,NA,NA,NA,No,Neither likely nor unlikely,No,No,NA,No,No,30,30,50,NA
13293979676,414399709,2022-01-28T21:18:48Z,2022-01-28T21:29:17Z,71.184.72.162,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,31-Dec-21,"Reid State Park, Georgetown ME",Two,Yes,2130,75,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,1,Friend/relative's home,NA,NA,NA,NA,NA,NA,"Portland, ME",Primarily ate out (dine-in and/or take-out),Fast food,NA,NA,Takeout from nice restaurant,4,Life list,NA,NA,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,I’ve seen this bird in the zoo and always wanted to see it in the wild.,Intermediate birder (can identify >100 but <300 bird species without a field guide),6 years,Yes,$60 ,60.00,N/A,,$75 ,75.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,45-54,Woman,NA,White or Caucasian,Single,NA,$45 ,Doctoral degree or equivalent,NA,Employed - full time,"Less than once a year, on average",No,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,No,30,75,NA,Love that you are doing this. I tried to see the eagle in MA with no luck. Saw it in ME on my first attempt. Went back a second time and had no luck.
13293967087,414399709,2022-01-28T21:06:13Z,2022-01-28T21:23:14Z,174.192.9.79,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,14-Jan-22,Booth Bay Harbor,Two,Yes,5602,60,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,i didn't,0,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),close to 20 years,Yes,20,20.00,NA,,0,0.00,0,0.00,No,No,No,No,No,No,18-24,Transgender,NA,White or Caucasian,Single,NA,0,High School,NA,Student,>10 times,Yes,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,No,75,NA,NA,I just realized i forgot to include the stop at dunkin donuts that was on the way there
13293966668,414399709,2022-01-28T21:05:30Z,2022-01-28T21:17:57Z,73.219.108.9,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,31-Dec-21,"Five Islands, ME",One,Yes,3079,10,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,Life list,NA,State list,Province list,County list,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),12,Yes,20,20.00,Na,,100,100.00,0,0.00,No,No,No,No,No,No,25-34,Man,NA,White or Caucasian,Married,NA,50,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,Yes,No,NA,NA,NA,No,Somewhat likely,Yes,No,NA,No,No,120,NA,NA,NA
13293968103,414399709,2022-01-28T21:07:18Z,2022-01-28T21:16:01Z,76.23.129.153,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,Dec-20-2021,2718,One,Yes,2842,60,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),Fast food,NA,NA,NA,1,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adding a species to your life list,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),1.5,Yes,20,20.00,NA,,20,20.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Man,NA,White or Caucasian,Single,NA,18,Bachelor's degree or equivalent,NA,Student,>10 times,No,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,No,100,NA,NA,NA
13293963655,414399709,2022-01-28T21:02:27Z,2022-01-28T21:10:45Z,66.30.243.40,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,31-Dec-21,4548,One,Yes,2375,122,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),Fast food,NA,NA,NA,1,Life list,Country list,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),27,Yes,48,48.00,NA,,10,10.00,0,0.00,Yes,Yes,Yes,No,No,No,35-44,Man,NA,White or Caucasian,Single,NA,32,Doctoral degree or equivalent,NA,Employed - full time,4-7 times,Yes,No,NA,NA,NA,No,Neither likely nor unlikely,Yes,Yes,iNaturalist,No,Yes,70,NA,NA,NA
13293960285,414399709,2022-01-28T20:59:44Z,2022-01-28T21:10:11Z,76.118.21.120,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,15-Dec-21,Dighton Rock State Park,One,Yes,2468,30,Private vehicle,NA,NA,NA,NA,No,0,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Brought own snacks but ate main meals out,NA,NA,NA,NA,NA,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,NA,NA,Expert birder (can identify >300 bird species without a field guide),70 years,Yes,$12.00 ,12.00,NA,,NA,,NA,,Yes,Yes,No,No,No,No,65+,Man,NA,White or Caucasian,Married,NA,NA. Retired,Doctoral degree or equivalent,NA,Retired,1-3 times,Yes,Yes,Looking at waterfowl on the Taunton River,NA,NA,No,Somewhat likely,No,No,NA,No,No,100,NA,NA,NA
13293960625,414399709,2022-01-28T21:00:10Z,2022-01-28T21:09:18Z,65.96.32.90,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,"January 1st, 2022","Georgetown, ME",One,Yes,4530,25,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,Wildlife photography,Rarity of the species,NA,NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),3,No,$5 ,5.00,NA,,0,0.00,0,0.00,Yes,No,No,No,No,No,35-44,Woman,NA,White or Caucasian,Married,NA,17.5,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,No,Yes,Visited state park down the road,NA,NA,No,Very likely,No,No,NA,No,Yes,100,NA,NA,"Police were needed in order to keep people out of the road because they parked in terrible places, didn't look when walking in the road, and the group of people upset a lot of the local land owners by trespassing."
13293943818,414399709,2022-01-28T20:41:39Z,2022-01-28T20:58:31Z,76.99.195.167,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,12-Jan-22,Booth bay Harbor Maine,One,Yes,19803,90,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Bath Maine,Both: made meals and ate out,NA,Fast Casual,NA,NA,1,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),25,Yes,90,90.00,N/A,,20,20.00,120,120.00,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,NA,White or Caucasian,Married,NA,N/A,Bachelor's degree or equivalent,NA,Retired,>10 times,Yes,No,NA,NA,NA,No,Likely,Yes,No,NA,No,Yes,25,NA,NA,NA
13293943759,414399709,2022-01-28T20:39:50Z,2022-01-28T20:54:33Z,24.60.97.85,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,20-Dec-21,"Dighton, MA",One,Yes,2738,45,Private vehicle,NA,NA,NA,NA,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,Yes,$5 ,5.00,NA,,NA,,NA,,Yes,Yes,No,No,No,No,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Master's degree or equivalent,NA,Retired,1-3 times,No,No,NA,NA,NA,NA,Likely,Yes,No,NA,No,No,100,NA,NA,I contacted a local news station about the story. I was interviewed. The story was on the nightly news.
13293943003,414399709,2022-01-28T20:41:17Z,2022-01-28T20:51:16Z,174.242.69.147,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),ABA rare bird alert,No,I did not see the eagle,Na,"Boothbay Harbor, ME",Two,Yes,3561,0,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Portland, ME",Brought own snacks but ate main meals out,NA,NA,Sit down,NA,1,Life list,Country list,State list,Province list,County list,NA,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),38,Yes,50,50.00,NA,,80,80.00,110,110.00,Yes,Yes,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,23,Doctoral degree or equivalent,NA,Employed - full time,4-7 times,Yes,No,NA,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,No,No,130,40,NA,NA
13293930842,414399709,2022-01-28T20:30:14Z,2022-01-28T20:39:40Z,76.19.31.183,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,12/31/2021,Georgetown Maine,One,Yes,3242,30,Private vehicle,NA,NA,NA,NA,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10 years,Yes,20,20.00,NA,,NA,,NA,,Yes,No,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,50,Bachelor's degree or equivalent,NA,Employed - full time,4-7 times,No,NA,NA,NA,NA,No,Very likely,Yes,No,NA,NA,Yes,200,NA,NA,We were driving by the area on the way to visit family.  It was a half hour side trip to see if the eagle was still present and it was. Not sure I would have driven 3 hours from home to find it.
13293922602,414399709,2022-01-28T20:21:50Z,2022-01-28T20:33:06Z,75.135.109.162,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,22-Jan-22,South Bristol ME,One,Yes,6238,200,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,2,Friend/relative's home,NA,NA,NA,NA,NA,NA,Sanford Maine,Packed food for all meals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),5 years,Yes,$75 ,75.00,NA,,$30 ,30.00,$0 ,0.00,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Bachelor's degree or equivalent,NA,Retired,"Less than once a year, on average",Yes,No,NA,NA,NA,No,Very likely,No,No,NA,No,No,200,NA,NA,NA
13293914352,414399709,2022-01-28T20:14:51Z,2022-01-28T20:27:29Z,129.64.0.34,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),eBird and Facebook,Yes,Yes,14-Jan-22,Boothbay Harbor,Two,Yes,5602,15,Private vehicle,NA,NA,NA,NA,Yes,"3 the first time I tried unsuccessfully, 2 the second tome when I did see it",Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Both: made meals and ate out,Fast food,NA,NA,NA,Once each tome I went so 2 total,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,Year lists,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,It’s a really cool bird,Expert birder (can identify >300 bird species without a field guide),1,No,20.03,20.03,NA,,5,5.00,0,0.00,Yes,Yes,Yes,No,No,No,18-24,Man,NA,White or Caucasian,Single,NA,0,Other (please specify),Currently a senior in college,Student,>10 times,Yes,Yes,Birding elsewhere,NA,NA,No,Likely,Yes,No,NA,No,No,55,100,NA,My dad paid for gas and good the first time I went but he didn’t come the second time. I’ll try and pass the link on to others
13293913267,414399709,2022-01-28T20:13:36Z,2022-01-28T20:26:31Z,75.134.71.26,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,01/16/2022,"boothbay, Maine",Two,Yes,1007,15,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,?,Both: made meals and ate out,NA,NA,Sit down,NA,1,Life list,NA,State list,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),45,Yes,35,35.00,na,,25,25.00,125,125.00,Yes,Yes,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,retired,Bachelor's degree or equivalent,NA,Retired,4-7 times,No,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,No,200,200,NA,NA
13293909670,414399709,2022-01-28T20:10:21Z,2022-01-28T20:20:45Z,75.138.178.154,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,20-Dec-21,"Dighton, Massachusetts",Two,Yes,1550,440,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4011,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,3,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),11,No,120,120.00,NA,,150,150.00,100,100.00,Yes,Yes,Yes,No,No,No,35-44,Man,NA,White or Caucasian,Married,NA,33,High School,NA,Employed - full time,>10 times,Yes,Yes,birding,NA,NA,No,Very likely,Yes,Yes,iNaturalist,Yes,Yes,300,200,NA,NA
13293915670,414399709,2022-01-28T20:15:11Z,2022-01-28T20:18:45Z,24.34.47.41,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,No,I did not see the eagle,NA,"Bar Harbor, ME",One,Yes,3820,0,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13293906000,414399709,2022-01-28T20:07:21Z,2022-01-28T20:14:03Z,108.20.239.42,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,Jan-22-2022,"Pemaquid Harbor, Maine",Two,Yes,2482,120,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,2,Life list,Country list,NA,NA,County list,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),50,Yes,$50 ,50.00,NA,,75,75.00,0,0.00,Yes,Yes,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,$125 ,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,Yes,No,NA,NA,NA,No,Somewhat likely,No,No,na,No,No,35,300,NA,NA
13293892215,414399709,2022-01-28T19:54:54Z,2022-01-28T20:01:29Z,108.49.224.249,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,16-Jan-22,"Boothbay Harbor, Maine",One,Yes,1701,30,Private vehicle,NA,NA,NA,NA,No,N/a,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,Na,0,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),30,Yes,$70 ,70.00,Na,,10,10.00,0,0.00,Yes,Yes,No,No,No,No,35-44,Woman,NA,White or Caucasian,Married,NA,$54 ,Master's degree or equivalent,NA,Employed - full time,1-3 times,No,No,Na,NA,NA,No,Likely,No,No,Na,No,Yes,100,NA,NA,Na
13293846933,414399709,2022-01-28T19:16:01Z,2022-01-28T19:28:36Z,72.241.15.178,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,"January 13th, 2022","Booth bay Harbor, Maine",One,Yes,43614,40,Private vehicle,NA,NA,NA,NA,No,Na,Yes,Yes,3,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Bath, Maine",Primarily ate out (dine-in and/or take-out),NA,NA,NA,All of the top 3,3,Life list,NA,State list,NA,County list,NA,NA,NA,"Yard list, vacation lists,",NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),12 years,Yes,$340.00 ,340.00,Na,,250,250.00,480,480.00,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Bachelor's degree or equivalent,NA,Retired,4-7 times,No,Yes,Reid state park for additional birds,NA,NA,No,Very likely,Yes,No,Na,No,Yes,50,NA,NA,NA
13293839980,414399709,2022-01-28T19:10:00Z,2022-01-28T19:23:43Z,70.20.35.57,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,No,I did not see the eagle,NA,Boothbay Harbor,Two,Yes,4938,NA,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),5 years,Yes,$40 ,40.00,NA,,0,0.00,0,0.00,Yes,Yes,No,No,No,No,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Bachelor's degree or equivalent,NA,Retired,1-3 times,Yes,Yes,NA,NA,NA,No,Very likely,No,No,NA,No,No,60,45,NA,Really impressed to see the number of out of states that came to see the Eagle. Birders were so friendly and helpful and very eager to help those of us less experienced birders.
13293834338,414399709,2022-01-28T19:05:26Z,2022-01-28T19:14:47Z,97.95.83.79,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,23-Jan-22,"Southport, ME",One,Yes,49855,15,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Brought own snacks but ate main meals out,NA,NA,NA,Grocery deli counter,2,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),45,No,30,30.00,Na,,40,40.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,NA,White or Caucasian,Married,NA,Na,Bachelor's degree or equivalent,NA,Retired,4-7 times,Yes,Yes,Birding to see barnacle goose,Look at lighthouses,NA,No,Likely,No,No,Na,No,Yes,120,NA,NA,NA
