respondent_ID,IP_Address,bad_response,first_date,date_text,location_attempt,how_many_trips,leave_home,home_zip,minutes_observed,travel_mode_1,travel_mode_2,travel_mode_3,travel_mode_4,travel_mode_5,carpool,carpool_count,primary_purpose,overnight,overnight_count,accomodation_1,accomodation_2,accomodation_3,accomodation_4,accomodation_5,accomodation_6,accomodation_7,accomodation_location,food,dining_type_1,dining_type_2,dining_type_3,dining_type_4,dine_out_count,bird_list_1,bird_list_2,bird_list_3,bird_list_4,bird_list_5,bird_list_6,bird_list_7,bird_list_8,bird_list_9,motivation_1,motivation_2,motivation_3,motivation_4,motivation_5,motivation_6,birding_experience,years_birding,bird_org,gas_expense,airfare_expense,meal_expense,accomodation_expense,donation_5,donation_25,donation_50,donation_75,donation_100,donation_200,age,gender_1,gender_2,race,marital_status_1,marital_status_2,hourly_wage,education_1,education_2,employment_status,vagrant_travel_freq,other_birding,other_natural,natural_activities_1,natural_activities_2,natural_activities_3,puffin,revist,ebird,other_database,which_other_database,twitter,facebook,how_many_other_birders_1,how_many_other_birders_2,how_many_other_birders_3
13294418846,71.169.180.87,,12/31/2021,Dec-31-2021,4548,Two,Yes,5101,30,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,,,NA,Packed food for all meals,,,,,,Life list,Country list,State list,,,,,,,,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),30,Yes,70,na,na,na,Yes,No,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,50,Master's degree or equivalent,,Self-employed,8-10 times,Yes,Yes,WALKING,BIRDING,,No,Likely,Yes,Yes,INATURALIST,No,Yes,200,200,
13294419433,174.197.192.188,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294398039,71.235.164.148,,5-Jan-22,Jan-05-2022,"Boothbay Harbor, Maine",Two,Yes,1360,30,Private vehicle,,,,,Yes,2,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Boothbay Harbor, Maine, USA",Packed food for all meals,Fast food,,,,1,Life list,,State list,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),30,Yes,100,NA,40,140,Yes,No,No,No,No,No,65+,Man,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,1-3 times,Yes,No,,,,No,Neither likely nor unlikely,No,No,,No,Yes,70,40,
13294398714,73.249.216.188,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294375513,24.61.28.27,,,Jan-00-1900,"Boothbay Harbor, Maine",One,Yes,1950,,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,1,Life list,,State list,,,,,,ebird,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),6,Yes,0,NA,35,,Yes,Yes,Yes,No,No,No,65+,Woman,,White or Caucasian,Other (please specify),Divorced,NA,Master's degree or equivalent,,Retired,1-3 times,Yes,No,birded in several locations while searching for the Sea Eagle,,,No,Very likely,No,No,,No,No,12,,
13294362851,24.194.92.215,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",Two,Yes,1002,60,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Both: made meals and ate out,,Fast Casual,,,2,Life list,,State list,,,,,,,,,,Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),25,Yes,100,Ma,30,0,Yes,Yes,Yes,Yes,No,No,35-44,Man,,White or Caucasian,Single,,30,Bachelor's degree or equivalent,,Employed - full time,4-7 times,Yes,No,,,,No,Somewhat unlikely,No,No,Na,No,Yes,300,250,
13291313239,66.243.207.254,,23-Jan-22,Jan-23-2022,"Boothbay Harbor, Maine",One,Yes,4949,30,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,Fast food,,,,1,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),50,No,0,NA,5,0,Yes,No,No,No,No,No,65+,Woman,,White or Caucasian,Other (please specify),Divorced,NA,Bachelor's degree or equivalent,,Employed - part time,"Less than once a, on average",No,No,,,,No,Very likely,No,No,,No,Yes,100,,
13294354399,108.7.204.107,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294338697,66.30.1.79,,30-Dec-21,Dec-30-2021,"Dighton, Massachusetts ",Two,Yes,2155,90,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,,,,,,,,,Year list which includes life birds,,,,Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),35,Yes,100,NA,0,0,Yes,Yes,Yes,Yes,Yes,Yes,65+,Woman,,A race/ethnicity not listed,Other (please specify),"Divorced, with partner",NA,Master's degree or equivalent,,Retired,>10 times,Yes,Yes,checked eBird and RBA reports for other birds,,,No,Very likely,Yes,No,NA,No,No,200,"Went to Georgetown, ME in 2022 and saw the eagle again: 250 birders",
13294341036,151.203.77.234,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",One,Yes,2052,30,Private vehicle,,,,,Yes,4,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,,,Sit down,,1,Life list,,State list,,County list,,,,,,,,,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),15,Yes,0,Na,32,0,Yes,Yes,No,No,No,No,35-44,Man,,White or Caucasian,Married,,45,Master's degree or equivalent,,Employed - full time,>10 times,Yes,No,Na,,,No,Likely,Yes,No,Na,No,Yes,100,,
13294325335,73.119.68.55,,22-Jan-22,Jan-22-2022,"Boothbay Harbor, Maine",Two,Yes,6442,185,,,,,,NA,NA,Yes,Yes,3,,Hotel/Motel/Inn,,,,,,"Dover, New Hampshire, USA; Freeport, Maine, USA",Brought own snacks but ate main meals out,,,Sit down,,8,Life list,,,,,,,,,,,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),15,No,300,NA,250,400,Yes,Yes,Yes,No,No,No,55-64,Woman,,White or Caucasian,Single,,35,Bachelor's degree or equivalent,,Employed - full time,>10 times,Yes,No,,,,No,Very likely,No,No,,No,Yes,25,100,
13294324807,24.228.58.2,TRUE,21-Dec-21,Dec-21-2021,2779,One,Yes,7654,30,Private vehicle,,,,,No,0,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,1,Life list,Country list,State list,,County list,I only keep lists on eBird,,,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),31,No,60,Na,25,0,Yes,Yes,Yes,Yes,Yes,Yes,35-44,Man,,White or Caucasian,Married,,150,Other (please specify),3 of college,Employed - full time,4-7 times,Yes,No,,,,,Somewhat likely,Yes,No,,No,No,200,,
13294302685,71.127.0.237,,2-Jan,Jan-02-2022,"Georgetown, Maine",One,Yes,1375,25,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,,Life list,,State list,,,,,,,,,,Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),73,Yes,30,NA,0,0,Yes,Yes,No,No,No,No,65+,Man,,White or Caucasian,Other (please specify),Widower,NA,Master's degree or equivalent,,Retired,1-3 times,Yes,No,,,,No,Unlikely,No,No,,No,Yes,100,,
13294253805,88.195.43.124,TRUE,,Jan-00-1900,"Springfield, Massachusetts",Two,Yes,100,600,Private vehicle,,,,,Yes,2,Yes,Yes,2,,Hotel/Motel/Inn,,,,,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,4,Life list,Country list,,,,,,,,,Rarity of the species,,,,,Expert birder (can identify >300 bird species without a field guide),30,Yes,50,Na,50,100,Yes,Yes,No,Yes,No,No,55-64,Man,,White or Caucasian,Married,,50,Master's degree or equivalent,,Self-employed,8-10 times,Yes,No,,,,No,Likely,Yes,No,,No,Yes,10,,
13294197961,72.224.72.14,,,Jan-00-1900,Maine,Three or more,Yes,4092,,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,Life list,,State list,,,,,,,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),60,No,55,NA,0,0,No,No,No,No,No,No,65+,Man,,White or Caucasian,Married,,18,Master's degree or equivalent,,Employed - part time,,,,,,,,,,,,,,,,
13294197616,174.198.72.75,,,Jan-00-1900,,,,52404,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,I don't keep bird lists,,Wildlife photography,Rarity of the species,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),25,No,,,,,Yes,Yes,No,No,No,No,45-54,Woman,,I would rather not say,Married,,NA,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",,,,,,,,,,,,,,,
13294130242,71.235.68.87,,Jan-02-2022,Jan-02-2022,4548,Two,Yes,2135,69,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,Life list,,,,,I only keep lists on eBird,,,,,,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),1,No,20,NA,0,0,Yes,Yes,Yes,No,No,No,18-24,Man,,White or Caucasian,Single,,18.21,Bachelor's degree or equivalent,,Employed - full time,8-10 times,Yes,No,,,,No,Somewhat likely,Yes,Yes,iNaturalist,No,No,100,,
13294124179,73.224.116.85,,22-Jan-22,Jan-22-2022,"Boothbay Harbor, Maine",One,Yes,32244,90,,Rental vehicle,Plane,,,Yes,2,Yes,Yes,2,,Hotel/Motel/Inn,,,,,,4102,Primarily ate out (dine-in and/or take-out),Fast food,,Sit down,,4,,,,,,I only keep lists on eBird,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),2,No,70,1000,200,260,Yes,Yes,Yes,Yes,Yes,Yes,25-34,Woman,,Hispanic or Latino,Married,,20,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,,,,No,Very likely,Yes,No,N/A,Yes,Yes,100,50,
13294124244,71.232.104.85,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294122384,71.232.104.85,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294103417,71.168.105.14,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",One,Yes,3060,60,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),Fast food,,,,3,Life list,Country list,State list,,,,,,,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),67,Yes,35,NA,20,0,Yes,Yes,Yes,Yes,Yes,Yes,65+,Man,,White or Caucasian,Married,,NA,Doctoral degree or equivalent,,Employed - part time,4-7 times,Yes,No,,,,No,Very likely,No,No,,No,Yes,25,,
13294082531,45.46.20.17,,,Jan-00-1900,"Boothbay Harbor, Maine",Two,Yes,4363,90,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),Fast food,,,,2,Life list,,,,,,,,,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),5,No,20,NA,30,NA,Yes,No,No,No,No,No,55-64,Man,,White or Caucasian,Married,,50,Master's degree or equivalent,,Employed - full time,1-3 times,Yes,No,,,,No,Likely,No,No,,No,No,100,25,
13294070268,96.40.8.94,,,Jan-00-1900,,,,68846,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294046771,45.46.110.144,,,Jan-00-1900,"Boothbay Harbor, Maine",One,Yes,4009,90,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,1,Life list,Country list,State list,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),65,Yes,14,Na,45,0,Yes,Yes,Yes,Yes,Yes,Yes,65+,Man,,A race/ethnicity not listed,Married,,0,Master's degree or equivalent,,Retired,1-3 times,Yes,No,,,,No,Somewhat likely,No,No,,No,No,25,,
13294041000,96.252.13.115,,15-Jan-22,Jan-15-2022,"Boothbay Harbor, Maine",One,Yes,2474,90,Private vehicle,,,,,No,0,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Boothbay Harbor, Maine, USA",Packed food for all meals,Fast food,,,,1,Life list,,,,,,,,,Wildlife photography,,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),4,Yes,70,Na,50,130,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Man,,White or Caucasian,Married,,NA,Doctoral degree or equivalent,,Retired,>10 times,No,No,Na,,,No,Very likely,No,No,Ba,No,No,100,,
13294028497,173.76.20.129,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",Two,Yes,1982,240,Private vehicle,,,,,Yes,4,Yes,No,NA,,,,,,,,NA,Brought own snacks but ate main meals out,,,Sit down,,2,Life list,,,,,,,,year list,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),13,Yes,60,na,75,0,Yes,Yes,Yes,Yes,Yes,Yes,65+,Man,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,4-7 times,Yes,No,,,,No,Somewhat likely,No,No,,No,No,100,100,
13294005595,73.149.69.18,,31-Dec-21,Dec-31-2021,"Dighton, Massachusetts; Georgetown, Maine; Boothbay Harbor, Maine",Three or more,Yes,1096,151,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,Fast food,,,,5,Life list,,State list,,,,,,Year list,,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,Had led a trip to Kamchatka; were robbed of opportunity to see species there by Russian Customs.,Expert birder (can identify >300 bird species without a field guide),65,Yes,150,NA,75,0,Yes,Yes,Yes,No,No,No,65+,Man,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Employed - full time,4-7 times,Yes,Yes,Visited Lobster Pound in Boothbay Harbor; purchased much seafood,Visited Biddeford Pool to look for Snowy Owls,"Successfully observed Pink-footed Goose in Taunton, MA",No,Likely,No,No,NA,No,No,250,200,175
13294019645,66.206.250.35,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294019098,24.198.102.251,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13294009713,69.119.188.59,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,10591,45,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,2,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,,,Year list,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),6,Yes,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13293998059,73.234.253.190,,,Jan-00-1900,"Georgetown, Maine",Three or more,Yes,4086,90,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,I am not a birder (can identify a few species in my yard),6,No,15,Na,0,0,Yes,Yes,No,No,No,No,55-64,Man,,White or Caucasian,Married,,NA,High School,,Retired,"Less than once a, on average",Yes,No,,,,No,Very likely,No,No,,No,No,,1,5
13293986189,71.218.87.106,,20-Dec-21,Dec-20-2021,"Berkley, Massachusetts",One,Yes,80403,20,Private vehicle,,,,,Yes,3,No,No,0,Friend/relative's home,,,,,,,2468,Packed food for all meals,,,,,,Life list,Country list,State list,,,,,,Several,,,,,,Extremely impressive bird,Expert birder (can identify >300 bird species without a field guide),34,Yes,20,NA - I was visiting relatives anyway,N/A ,N/A,Yes,Yes,Yes,Yes,Yes,Yes,35-44,Woman,,White or Caucasian,Single,,NA,Master's degree or equivalent,,Employed - full time,8-10 times,No,No,,,,,Neither likely nor unlikely,Yes,No,,No,No,150,,
13293963649,174.197.202.197,,20-Dec-21,Dec-20-2021,"Dighton Rock State Park, Dighton, Massachusetts",Two,Yes,12124,180,Private vehicle,,,,,Yes,2,Yes,Yes,5,Friend/relative's home,,,,,,,"Cape Elizabeth, Maine, USA",Both: made meals and ate out,,,,Ate at relatives and packed food ,1,Life list,,State list,,County list,I only keep lists on eBird,,,Yard List ,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,,,Expert birder (can identify >300 bird species without a field guide),66,Yes,125,NA,100,0,Yes,Yes,No,No,No,No,65+,Man,,White or Caucasian,Single,,0,Master's degree or equivalent,,Retired,>10 times,Yes,Yes,Photography ,Birdwatching ,Sightseeing ,No,Very likely,Yes,No,NA,No,Yes,40,80,
13293969884,98.216.242.16,,12-Jan,Jan-12-2022,"Boothbay Harbor, Maine",Three or more,Yes,2155,90,Private vehicle,,,,,No,NA,Yes,Yes,2,,Hotel/Motel/Inn,,,,,,"Freeport, Maine, USA",Both: made meals and ate out,,Fast Casual,,,4,Life list,,,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,No,400,N/A,200,160,Yes,Yes,Yes,Yes,Yes,Yes,65+,Woman,,White or Caucasian,Single,,NA,Doctoral degree or equivalent,,Retired,"Less than once a, on average",Yes,No,,,,No,Neither likely nor unlikely,No,No,,No,No,30,30,50
13293979676,71.184.72.162,,31-Dec-21,Dec-31-2021,"Reid State Park, Georgetown, Maine",Two,Yes,2130,75,Private vehicle,,,,,No,NA,Yes,Yes,1,Friend/relative's home,,,,,,,"Portland, Maine, USA",Primarily ate out (dine-in and/or take-out),Fast food,,,Takeout from nice restaurant ,4,Life list,,,,County list,I only keep lists on eBird,,,,,Rarity of the species,,,Unlikely you would encounter the bird again,I’ve seen this bird in the zoo and always wanted to see it in the wild. ,Intermediate birder (can identify >100 but <300 bird species without a field guide),6,Yes,60,N/A,75,0,Yes,Yes,Yes,Yes,Yes,No,45-54,Woman,,White or Caucasian,Single,,45,Doctoral degree or equivalent,,Employed - full time,"Less than once a, on average",No,No,,,,No,Very likely,Yes,No,,No,No,30,75,
13293967087,174.192.9.79,,14-Jan-22,Jan-14-2022,"Boothbay Harbor, Maine",Two,Yes,5602,60,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,i didn't ,0,Life list,Country list,State list,Province list,County list,I only keep lists on eBird,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),20,Yes,20,NA,0,0,No,No,No,No,No,No,18-24,Transgender,,White or Caucasian,Single,,0,High School,,Student,>10 times,Yes,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,No,75,,
13293982324,71.233.178.198,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13293966668,73.219.108.9,,31-Dec-21,Dec-31-2021,"Five Islands, Maine",One,Yes,3079,10,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,1,Life list,,State list,Province list,County list,,,,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),12,Yes,20,Na ,100,0,No,No,No,No,No,No,25-34,Man,,White or Caucasian,Married,,50,Bachelor's degree or equivalent,,Employed - full time,1-3 times,Yes,No,,,,No,Somewhat likely,Yes,No,,No,No,120,,
13293968103,76.23.129.153,,Dec-20-2021,Dec-20-2021,2718,One,Yes,2842,60,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),Fast food,,,,1,Life list,,State list,,,,,,,,,,Adding a species to your life list,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),1.5,Yes,20,NA,20,0,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Man,,White or Caucasian,Single,,18,Bachelor's degree or equivalent,,Student,>10 times,No,No,,,,No,Very likely,Yes,No,,No,No,100,,
13293963655,66.30.243.40,,31-Dec-21,Dec-31-2021,4548,One,Yes,2375,122,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),Fast food,,,,1,Life list,Country list,State list,,County list,I only keep lists on eBird,,,,,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),27,Yes,48,NA,10,0,Yes,Yes,Yes,No,No,No,35-44,Man,,White or Caucasian,Single,,32,Doctoral degree or equivalent,,Employed - full time,4-7 times,Yes,No,,,,No,Neither likely nor unlikely,Yes,Yes,iNaturalist,No,Yes,70,,
13293960285,76.118.21.120,,15-Dec-21,Dec-15-2021,"Dighton Rock State Park, Dighton, Massachusetts",One,Yes,2468,30,Private vehicle,,,,,No,0,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,,,,NA,NA,Life list,Country list,State list,,,,,,,,Rarity of the species,,Adding a species to your life list,,,Expert birder (can identify >300 bird species without a field guide),70,Yes,12,NA,NA,NA,Yes,Yes,No,No,No,No,65+,Man,,White or Caucasian,Married,,NA,Doctoral degree or equivalent,,Retired,1-3 times,Yes,Yes,Looking at waterfowl on the Taunton River,,,No,Somewhat likely,No,No,NA,No,No,100,,
13293960625,65.96.32.90,,1-Jan-22,Jan-01-2022,"Georgetown, Maine",One,Yes,4530,25,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,NA,0,,,,,,,,I don't keep bird lists,,Wildlife photography,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),3,No,5,NA,0,0,Yes,No,No,No,No,No,35-44,Woman,,White or Caucasian,Married,,17.5,Bachelor's degree or equivalent,,Employed - full time,1-3 times,No,Yes,Visited state park down the road ,,,No,Very likely,No,No,NA,No,Yes,100,,
13293943818,76.99.195.167,,12-Jan-22,Jan-12-2022,"Boothbay Harbor, Maine",One,Yes,19803,90,Private vehicle,,,,,Yes,3,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Bath, Maine, USA",Both: made meals and ate out,,Fast Casual,,,1,Life list,Country list,State list,,County list,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),25,Yes,90,N/A,20,120,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,>10 times,Yes,No,,,,No,Likely,Yes,No,,No,Yes,25,,
13293943759,24.60.97.85,,20-Dec-21,Dec-20-2021,"Dighton, Massachusetts ",One,Yes,2738,45,Private vehicle,,,,,No,NA,No,No,NA,,,,,,,,NA,,,,,,,Life list,Country list,State list,,,,,,,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,Yes,5,,,,Yes,Yes,No,No,No,No,65+,Woman,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,1-3 times,No,No,,,,,Likely,Yes,No,,No,No,100,,
13293943003,174.242.69.147,,,Jan-00-1900,"Boothbay Harbor, Maine",Two,Yes,3561,0,Private vehicle,,,,,No,NA,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Portland, Maine, USA",Brought own snacks but ate main meals out,,,Sit down,,1,Life list,Country list,State list,Province list,County list,,,,,,,,,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),38,Yes,50,NA,80,110,Yes,Yes,No,No,No,No,55-64,Man,,White or Caucasian,Married,,23,Doctoral degree or equivalent,,Employed - full time,4-7 times,Yes,No,,,,No,Neither likely nor unlikely,Yes,No,,No,No,130,40,
13293930842,76.19.31.183,,12/31/2021,Dec-31-2021,"Georgetown, Maine",One,Yes,3242,30,Private vehicle,,,,,No,NA,No,No,NA,,,,,,,,NA,,,,,,,Life list,,State list,,,,,,,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,Yes,20,,,,Yes,No,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,50,Bachelor's degree or equivalent,,Employed - full time,4-7 times,No,,,,,No,Very likely,Yes,No,,,Yes,200,,
13293937882,96.230.57.22,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13293922602,75.135.109.162,,22-Jan-22,Jan-22-2022,"South Bristol, Maine",One,Yes,6238,200,Private vehicle,,,,,No,NA,Yes,Yes,2,Friend/relative's home,,,,,,,"Sanford, Maine, USA",Packed food for all meals,,,,,,,,,,,,,I don't keep bird lists,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),5,Yes,75,NA,30,0,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,"Less than once a, on average",Yes,No,,,,No,Very likely,No,No,,No,No,200,,
