respond_id,consent,age18,attempt_us,attempt_ca,gas_cost_new,airfare_cost_new,meal_cost_new,lodging_cost_new,age,gender,gender_other,race,marital_status,marital_status_other,employment_status,date_text,location_attempt,home_zip,minutes_observed,accomodation_location,carpool,carpool_count,overnight,overnight_count,hourly_wage,years_birding,how_many_other_birders_1,how_many_other_birders_2,how_many_other_birders_3,location_attempt_sep,respond_id_count,attempt_lat,attempt_lng,home_lat,home_lng,travel_time_sec,travel_dist_meter
13290035308,"I agree, start questionnaire",Yes,Yes,No,40,NA,175,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-13-2022,"Boothbay Harbor, Maine",43456,6,"Boothbay Harbor, Maine, USA",No,NA,Yes,2,NA,20,75,56,50,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.65,-82.82,50268,1413119
13290035364,"I agree, start questionnaire",Yes,Yes,No,40,NA,25,NA,25-34,Man,NA,White or Caucasian,Single,NA,Employed - full time,Dec-31-2021,"Georgetown, Maine",05408,45,NA,Yes,2,No,0,34,4,150,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.5,-73.25,25026,574459
13290059070,"I agree, start questionnaire",Yes,Yes,No,60,NA,0,300,25-34,Woman,NA,White or Caucasian,Single,NA,Unemployed,Jan-23-2022,"Boothbay Harbor, Maine",10538,15,4556,No,NA,Yes,2,0,2,30,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.93,-73.76,20331,561721
13290060803,"I agree, start questionnaire",Yes,Yes,No,20,NA,10,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-14-2022,"Boothbay Harbor, Maine",04011,30,NA,No,2,No,NA,47,40,15,100,100,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.9,-70,2963,54951
13290080702,"I agree, start questionnaire",Yes,Yes,No,30,NA,20,0,45-54,Man,NA,White or Caucasian,Single,NA,Self-employed,Jan-02-2022,"Georgetown, Maine",04102,45,NA,Yes,2,No,0,200,5,80,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.66,-70.3,11735,308662
13290083230,"I agree, start questionnaire",Yes,Yes,No,40,NA,30,NA,35-44,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Jan-01-2022,"Georgetown, Maine",04401,30,NA,No,NA,No,0,25,17,50,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.9,-68.8,5765,117989
13290145357,"I agree, start questionnaire",Yes,Yes,No,30,NA,10,NA,18-24,Man,NA,White or Caucasian,Single,NA,Student,Dec-20-2021,"Dighton, Massachusetts",06238,100,NA,No,NA,No,0,NA,6,200,NA,NA,"Dighton, Massachusetts, USA",1,NA,NA,41.78,-72.34,57012,1664337
13290157745,"I agree, start questionnaire",Yes,Yes,No,10,NA,0,0,35-44,Man,NA,White or Caucasian,Married,NA,Employed - full time,Jan-13-2022,"Boothbay Harbor, Maine",04038,45,NA,Yes,2,No,0,30,20,45,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.7,-70.5,5466,113288
13290215471,"I agree, start questionnaire",Yes,Yes,No,50,250,150,500,45-54,Man,NA,White or Caucasian,Married,NA,Employed - full time,Jan-08-2022,"Damariscotta, Maine",49085,15,"Damariscotta, Maine, USA",Yes,2,Yes,3,175,25,20,1,30,"Damariscotta, Maine, USA",1,44.0324576,-69.531209,42.06,-86.45,58376,1724802
13290218725,"I agree, start questionnaire",Yes,Yes,No,20,NA,15,0,35-44,Man,NA,White or Caucasian,Married,NA,Employed - full time,Dec-20-2021,02726; 04538,02359,30,NA,Yes,4,No,0,34,6,100,50,NA,02726,2,41.76,-71.15,42.06,-70.8,3470,63530
13290218725,"I agree, start questionnaire",Yes,Yes,No,20,NA,15,0,35-44,Man,NA,White or Caucasian,Married,NA,Employed - full time,Dec-20-2021,02726; 04538,02359,30,NA,Yes,4,No,0,34,6,100,50,NA, 04538,2,NA,NA,42.06,-70.8,61253,1816602
13290242129,"I agree, start questionnaire",Yes,Yes,No,45,NA,30,90,25-34,Woman,NA,White or Caucasian,Other (please specify),partnered,Self-employed,Jan-16-2022,"Boothbay Harbor, Maine",11201,25,4011,Yes,3,Yes,1,NA,2.5,250,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.7,-73.99,21940,598129
13290252655,"I agree, start questionnaire",Yes,Yes,No,200,NA,200,390,65+,Prefer not to say,NA,I would rather not say,Married,NA,Retired,Jan-22-2022,4558,13027,220,"Boothbay Harbor, Maine, USA",No,NA,Yes,3,NA,30,350,NA,NA,04558,1,43.9,-69.53,43.2,-76.4,27126,781790
13290352599,"I agree, start questionnaire",Yes,Yes,No,75,NA,35,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Dec-31-2021,"Georgetown, Maine",04856,45,NA,Yes,2,Yes,0,NA,4,100,70,25,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.17,-69.12,7736,155020
13290354886,"I agree, start questionnaire",Yes,Yes,No,100,750,400,300,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-21-2022,"Boothbay Harbor, Maine",85622,60,"Brunswick, Maine, USA",No,NA,Yes,4,NA,5,25,10,50,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,31.7,-111.2,152170,4542015
13290372457,"I agree, start questionnaire",Yes,Yes,No,25,NA,12,0,55-64,Woman,NA,White or Caucasian,Married,NA,Employed - part time,Jan-14-2022,"Boothbay Harbor, Maine",04847,60,NA,No,NA,No,NA,NA,10,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.25,-69.19,3802,68957
13290378827,"I agree, start questionnaire",Yes,Yes,No,5,NA,0,0,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-02-2022,"Georgetown, Maine",04564,45,NA,No,NA,No,NA,NA,NA,30,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.93,-69.46,9920,193023
13290379578,"I agree, start questionnaire",Yes,Yes,No,50,1000,100,500,65+,Woman,NA,White or Caucasian,Single,NA,Retired,Jan-13-2022,4575,48837,45,4011,No,NA,Yes,3,0,16,40,100,NA,04575,1,43.849,-69.643,42.8,-84.8,52195,1519379
13290382494,"I agree, start questionnaire",Yes,Yes,No,10,NA,0,0,45-54,Man,NA,Multiracial or Biracial,Married,NA,Employed - part time,Jan-00-1900,"Dighton, Massachusetts",02816,0,NA,No,NA,No,0,20,20,50,NA,NA,"Dighton, Massachusetts, USA",1,NA,NA,41.69,-71.63,56894,1695285
13290392384,"I agree, start questionnaire",Yes,Yes,No,30,NA,15,NA,65+,Woman,NA,White or Caucasian,Single,NA,Retired,Jan-00-1900,"Boothbay Harbor, Maine",04401,NA,NA,Yes,3,No,0,NA,40,NA,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.9,-68.8,8112,190782
13290392465,"I agree, start questionnaire",Yes,Yes,No,650,NA,175,NA,55-64,Woman,NA,Asian or Pacific Islander,Married,NA,Self-employed,Jan-11-2022,"Georgetown, Maine",21111,30,"Pownal, Maine, USA",No,NA,Yes,7,50,50,75,75,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,39.57,-76.59,39156,1102805
13290399304,"I agree, start questionnaire",Yes,Yes,No,30,NA,80,NA,45-54,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-23-2022,"Boothbay Harbor, Maine",04681,15,NA,Yes,4,No,0,18,1,200,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.16,-68.66,9767,185710
13290427198,"I agree, start questionnaire",Yes,Yes,No,25,NA,100,NA,55-64,Man,NA,White or Caucasian,Other (please specify),Divorced,Employed - full time,Jan-02-2022,4548,04330,60,NA,Yes,3,No,0,50,10,50,6,NA,04548,1,43.82,-69.74,44.4,-69.7,3824,72303
13290428612,"I agree, start questionnaire",Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-20-2022,4538,04011,120,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,04538,1,43.85,-69.63,43.9,-70,2872,54608
13290431371,"I agree, start questionnaire",Yes,Yes,No,5,NA,0,0,45-54,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Jan-13-2022,"Boothbay Harbor, Maine",04342,45,NA,No,0,No,0,40,1,30,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.08,-69.74,2094,33407
13290434737,"I agree, start questionnaire",Yes,Yes,No,6,NA,0,0,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Dec-20-2021,"Berkley, Massachusetts",02668,60,NA,No,NA,No,NA,NA,14,100,NA,NA,"Berkley, Massachusetts, USA",1,NA,NA,41.71,-70.34,62052,1838024
13290437271,"I agree, start questionnaire",Yes,Yes,No,30,NA,NA,NA,25-34,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-00-1900,"Georgetown, Maine",04917,120,NA,No,NA,No,NA,24,5,70,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.5,-69.8,8375,201757
13290466311,"I agree, start questionnaire",Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-31-2021,"Georgetown, Maine",04530,60,NA,Yes,4,No,0,NA,NA,NA,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.9,-69.8,10745,215618
13290490147,"I agree, start questionnaire",Yes,Yes,No,25,NA,0,0,45-54,Woman,NA,White or Caucasian,Married,NA,Self-employed,Jan-13-2022,"Boothbay Harbor, Maine",04963,33,NA,No,NA,No,NA,na,2,NA,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.6,-69.8,5151,95035
13290493770,"I agree, start questionnaire",Yes,Yes,No,160,NA,90,130,55-64,Man,NA,White or Caucasian,Married,NA,Employed - full time,Jan-16-2022,"Boothbay Harbor, Maine",19064,25,4530,No,1,Yes,1,70,50,150,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,39.93,-75.34,27700,773789
13290519298,"I agree, start questionnaire",Yes,Yes,No,10,NA,10,0,55-64,Man,NA,White or Caucasian,Married,NA,Retired,Jan-02-2022,"Georgetown, Maine",03860,30,NA,No,0,No,0,0,1,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44,-71.2,15638,368670
13290526541,"I agree, start questionnaire",Yes,Yes,No,0,NA,0,0,35-44,Man,NA,Native American or Alaskan Native,Single,NA,Unemployed,Jan-13-2022,"Boothbay Harbor, Maine",01844,120,NA,Yes,3,No,0,NA,2,30,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,42.73,-71.19,8871,232545
13290532375,"I agree, start questionnaire",Yes,Yes,No,45,NA,50,NA,45-54,Woman,NA,White or Caucasian,Single,NA,Employed - part time,Jan-00-1900,"Boothbay Harbor, Maine",04468,NA,NA,No,NA,No,0,20,5,NA,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,45,-68.7,9834,258319
13290544377,"I agree, start questionnaire",Yes,Yes,No,60,NA,NA,NA,55-64,Other (please specify),Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!,I would rather not say,Other (please specify),Prefer not to say,Self-employed,Jan-24-2022,"Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine",04553,5,NA,Yes,NA,No,0,NA,55,30,40,30,"Bristol, Maine, USA",3,43.6364757,-70.3124515,44.05,-69.57,4044,92506
13290544377,"I agree, start questionnaire",Yes,Yes,No,60,NA,NA,NA,55-64,Other (please specify),Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!,I would rather not say,Other (please specify),Prefer not to say,Self-employed,Jan-24-2022,"Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine",04553,5,NA,Yes,NA,No,0,NA,55,30,40,30," Boothbay Harbor, Maine, USA",3,43.8464714,-69.634768,44.05,-69.57,1876,27966
13290544377,"I agree, start questionnaire",Yes,Yes,No,60,NA,NA,NA,55-64,Other (please specify),Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!,I would rather not say,Other (please specify),Prefer not to say,Self-employed,Jan-24-2022,"Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine",04553,5,NA,Yes,NA,No,0,NA,55,30,40,30," Southport, Maine, USA",3,NA,NA,44.05,-69.57,68314,2018554
13290546631,"I agree, start questionnaire",Yes,Yes,No,10,NA,35,0,55-64,Woman,NA,White or Caucasian,Married,NA,Employed - part time,Jan-16-2022,"Boothbay Harbor, Maine",04562,5,NA,Yes,2,No,0,21,4,40,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.8,-69.8,3127,52238
13290553885,"I agree, start questionnaire",Yes,Yes,No,40,260,50,0,25-34,Man,NA,White or Caucasian,Married,NA,Employed - full time,Jan-08-2022,"Boothbay Harbor, Maine",20912,45,3903,Yes,4,Yes,2,30,1,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,38.98,-77,33683,947198
13290569941,"I agree, start questionnaire",Yes,Yes,No,8,NA,9,NA,45-54,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-02-2022,"Georgetown, Maine",04097,45,NA,Yes,1,No,0,80,NA,2,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.85,-70.24,11426,293162
13290569970,"I agree, start questionnaire",Yes,Yes,No,50,NA,0,0,55-64,Man,NA,White or Caucasian,Single,NA,Employed - full time,Jan-15-2022,"Boothbay Harbor, Maine",04289,200,NA,NA,NA,No,0,30,30,25,50,80,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.33,-70.53,6948,131316
13290575787,"I agree, start questionnaire",Yes,Yes,No,30,NA,0,NA,18-24,Transgender,NA,White or Caucasian,Single,NA,Employed - part time,Jan-21-2022,"Phippsburg, Maine",04005,5,NA,No,2,No,0,12.5,2,20,NA,NA,"Phippsburg, Maine, USA",1,NA,NA,43.5,-70.5,64491,1912404
13290585310,"I agree, start questionnaire",Yes,Yes,No,15,NA,40,NA,65+,Woman,NA,White or Caucasian,Married,NA,Employed - part time,Jan-02-2022,"Georgetown, Maine",04274,30,NA,Yes,2,No,0,60,10,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.05,-70.39,11144,288071
13290587500,"I agree, start questionnaire",Yes,Yes,No,40,NA,NA,NA,NA,Man,NA,White or Caucasian,Married,NA,Employed - full time,Dec-31-2021,Maine,01541,60,NA,Yes,2,No,NA,140,40,200,NA,NA,"Maine, USA",1,45.8162859,-68.8593921,42.46,-71.89,20083,569436
13290587782,"I agree, start questionnaire",Yes,Yes,No,40,0,0,0,45-54,Man,NA,I would rather not say,Married,NA,Employed - full time,Dec-31-2021,Maine,01541,120,NA,Yes,2,No,0,86,5,300,100,NA,"Maine, USA",1,45.8162859,-68.8593921,42.46,-71.89,20083,569436
13290590473,"I agree, start questionnaire",Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-31-2021,"Georgetown, Maine",04222,120,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.96,-70.13,10995,282636
13290602044,"I agree, start questionnaire",Yes,Yes,No,8,0,25,0,45-54,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Dec-31-2021,"Georgetown, Maine",04330,20,NA,Yes,3,No,0,32,40,30,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.4,-69.7,8516,180159
13290613260,"I agree, start questionnaire",Yes,Yes,No,20,NA,0,0,55-64,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Jan-02-2022,"Georgetown, Maine",04062,140,NA,Yes,2,No,0,19,20,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.8,-70.4,11653,304862
13290615341,"I agree, start questionnaire",Yes,Yes,No,0,NA,75,150,25-34,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Jan-16-2022,"Boothbay Harbor, Maine",02914,30,"Boothbay Harbor, Maine, USA",Yes,2,Yes,1,22,1,75,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.81,-71.36,13300,359507
13290622930,"I agree, start questionnaire",Yes,Yes,No,0,NA,NA,NA,55-64,Man,NA,White or Caucasian,Single,NA,Unemployed,Jan-00-1900,4530,04530,20,NA,No,NA,No,0,NA,50,0,NA,NA,04530,1,43.9,-69.8,43.9,-69.8,0,0
13290625235,"I agree, start questionnaire",Yes,Yes,No,15,NA,10,0,55-64,Woman,NA,White or Caucasian,Single,NA,Unemployed,Jan-13-2022,"Boothbay Harbor, Maine",04236,30,NA,No,0,No,0,0,4,50,Na,Na,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.19,-70.14,4573,80721
13290640437,"I agree, start questionnaire",Yes,Yes,No,5,NA,NA,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-13-2022,"Boothbay Harbor, Maine",04537,120,NA,No,NA,No,NA,NA,2,25,25,50,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.9,-69.63,655,6840
13290652226,"I agree, start questionnaire",Yes,Yes,No,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Dec-31-2021,"Georgetown, Maine",04937,180,NA,No,NA,No,0,NA,20,NA,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.6,-69.7,7872,189869
13290658631,"I agree, start questionnaire",Yes,Yes,No,5,NA,50,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-02-2022,"Georgetown, Maine",04358,40,NA,Yes,2,No,0,NA,0,75,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.4,-69.5,7809,163553
13290677766,"I agree, start questionnaire",Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-01-2021,"Dighton, Massachusetts",01742,55,NA,No,2,No,0,NA,NA,NA,NA,NA,"Dighton, Massachusetts, USA",1,NA,NA,42.46,-71.36,61273,1791941
13290680931,"I agree, start questionnaire",Yes,Yes,No,20,NA,0,0,35-44,Woman,NA,White or Caucasian,Single,NA,Student,Dec-31-2021,"Five Islands, Maine",04046,60,NA,No,NA,No,0,25,1,100,NA,NA,"Five Islands, Maine, USA",1,43.8239716,-69.7111565,43.4,-70.5,4911,113760
13290689576,"I agree, start questionnaire",Yes,Yes,No,15,NA,150,0,35-44,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-22-2022,"Bristol, Maine",04240,30,NA,No,NA,No,0,30,30,100,NA,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,44.1,-70.2,2530,62482
13290712671,"I agree, start questionnaire",Yes,No,Yes,78.66,NA,31.47,78.66,55-64,Man,NA,White or Caucasian,Married,NA,Retired,Jan-00-1900,"Quebec, CAN",J3H5Y,120,"Rimouski, Quebec, Canada",No,NA,Yes,1,27.59,4,6,NA,NA,"Quebec, CAN",1,49.1950314,-72.237624,NA,NA,88767,2550720
13290725700,"I agree, start questionnaire",Yes,Yes,No,50,0,0,0,55-64,Woman,NA,White or Caucasian,NA,NA,Employed - full time,Jan-23-2022,"Boothbay Harbor, Maine",16803,15,NA,No,NA,No,NA,NA,50,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.81,-77.89,33637,957565
13290727774,"I agree, start questionnaire",Yes,Yes,No,60,NA,80,170,35-44,Woman,NA,White or Caucasian,Married,NA,Student,Jan-09-2022,"Boothbay Harbor, Maine",06118,45,"Boothbay Harbor, Maine, USA",Yes,2,Yes,1,20,10,80,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.74,-72.61,15158,411054
13290738425,"I agree, start questionnaire",Yes,Yes,No,40,NA,10,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-16-2022,"Boothbay Harbor, Maine",04444,40,NA,No,2,No,0,NA,50,25,40,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.7,-68.9,7002,131264
13290748550,"I agree, start questionnaire",Yes,Yes,No,95,NA,25,110,35-44,Woman,NA,White or Caucasian,Married,NA,Self-employed,Jan-02-2022,4548,07827,195,"Brunswick, Maine, USA",No,NA,Yes,1,NA,25,75,NA,NA,04548,1,43.82,-69.74,41.3,-74.8,21816,615297
13290760180,"I agree, start questionnaire",Yes,Yes,No,100,NA,0,0,55-64,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Jan-22-2022,"Bristol, Maine",01740,45,4079,Yes,2,No,0,40,5,150,80,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,42.44,-71.6,6462,186791
13290771603,"I agree, start questionnaire",Yes,Yes,No,NA,NA,NA,NA,65+,Man,NA,White or Caucasian,Other (please specify),Widowed,Retired,Jan-13-2022,4538,04538,60,NA,NA,NA,No,NA,NA,3,30,50,NA,04538,1,43.85,-69.63,43.85,-69.63,0,0
13290791722,"I agree, start questionnaire",Yes,Yes,No,0,NA,44.6,NA,65+,Woman,NA,White or Caucasian,Other (please specify),Partnered,Retired,Jan-13-2022,"Boothbay Harbor, Maine",03902,40,NA,No,NA,No,NA,NA,10,18,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.22,-70.64,6952,156462
13290792009,"I agree, start questionnaire",Yes,Yes,No,NA,NA,NA,NA,45-54,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Dec-31-2021,"Georgetown, Maine",04074,30,NA,Yes,2,No,0,NA,3,100,100,100,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.6,-70.4,12125,321283
13290802826,"I agree, start questionnaire",Yes,Yes,No,50,NA,NA,NA,45-54,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-01-2022,"Georgetown, Maine",01915,30,NA,No,0,No,0,22,4,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.57,-70.86,16627,455584
13290807354,"I agree, start questionnaire",Yes,Yes,No,100,NA,60,NA,65+,Man,NA,White or Caucasian,Married,NA,Retired,Jan-14-2022,"Boothbay Harbor, Maine",03813,360,NA,No,0,No,0,0,75,0,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.1,-71,8805,164653
13290826854,"I agree, start questionnaire",Yes,Yes,No,50,NA,0,0,45-54,Woman,NA,White or Caucasian,Married,NA,Self-employed,Jan-16-2022,"Boothbay Harbor, Maine",03908,180,NA,Yes,3,No,0,30,35,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.24,-70.74,7060,161439
13290832600,"I agree, start questionnaire",Yes,Yes,No,35,NA,0,0,45-54,Woman,NA,I would rather not say,Married,NA,Employed - full time,Jan-02-2022,"Georgetown, Maine",04240,60,NA,No,NA,No,0,60,10,300,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.1,-70.2,10422,269349
13290835702,"I agree, start questionnaire",Yes,Yes,No,0,NA,0,0,55-64,Woman,NA,White or Caucasian,Single,NA,Employed - full time,Jan-02-2022,"Georgetown, Maine",04210,30,NA,Yes,3,No,0,50,20,50,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.1,-70.2,10422,269349
13290836552,"I agree, start questionnaire",Yes,Yes,No,15,NA,0,0,45-54,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-02-2022,"Five Islands, Maine",04061,60,NA,No,NA,No,NA,50,20,75,NA,NA,"Five Islands, Maine, USA",1,43.8239716,-69.7111565,43.64,-70.74,5931,130381
13290841554,"I agree, start questionnaire",Yes,Yes,No,50,NA,50,65,65+,Woman,NA,Asian or Pacific Islander,Single,NA,Employed - full time,Jan-02-2022,4548,10025,180,4011,Yes,3,Yes,1,65,19,120,40,NA,04548,1,43.82,-69.74,40.8,-73.97,20063,562862
13290850635,"I agree, start questionnaire",Yes,Yes,Yes,20,NA,25,NA,45-54,Woman,NA,White or Caucasian,Married,NA,Retired,Jan-00-1900,"Georgetown, Maine",01760,NA,NA,Yes,2,No,NA,NA,25,150,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.28,-71.35,18666,508957
13290866138,"I agree, start questionnaire",Yes,Yes,No,NA,NA,20,NA,45-54,Woman,NA,Asian or Pacific Islander,Married,NA,Self-employed,Jan-13-2022,"Boothbay Harbor, Maine",03820,30,NA,No,NA,No,0,NA,5,50,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.19,-70.89,7875,175080
13290866427,"I agree, start questionnaire",Yes,Yes,No,15,NA,40,0,25-34,Man,NA,White or Caucasian,Single,NA,Employed - full time,Jan-22-2022,4554,02139,75,NA,Yes,3,No,0,40,2,100,NA,NA,04554,1,43.87,-69.51,42.36,-71.1,10970,278426
13290889248,"I agree, start questionnaire",Yes,Yes,No,10,NA,15,0,65+,Woman,NA,White or Caucasian,Single,NA,Retired,Jan-12-2022,4538,04096,60,NA,No,NA,No,0,NA,40,40,NA,NA,04538,1,43.85,-69.63,43.79,-70.16,3861,77608
13290897938,"I agree, start questionnaire",Yes,Yes,No,40,NA,15,0,18-24,Woman,NA,White or Caucasian,Single,NA,Student,Jan-13-2022,"Boothbay Harbor, Maine",04350,65,NA,No,NA,No,0,12.5,1,50,50,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.17,-69.94,3418,60781
13290900876,"I agree, start questionnaire",Yes,Yes,No,20,NA,10,NA,45-54,Man,NA,White or Caucasian,Married,NA,Employed - full time,Jan-24-2022,"Boothbay Harbor, Maine",04103,30,NA,No,NA,No,0,35,8,30,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.69,-70.29,4540,91784
13290910192,"I agree, start questionnaire",Yes,Yes,No,50,NA,25,0,55-64,Man,NA,White or Caucasian,Married,NA,Employed - full time,Jan-01-2022,"Georgetown, Maine",01503,60,NA,Yes,2,No,0,50,50,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.38,-71.63,17935,501315
13290928467,"I agree, start questionnaire",Yes,Yes,No,100,NA,30,100,25-34,Man,NA,White or Caucasian,Single,NA,Self-employed,Jan-00-1900,NA,07901,NA,4011,Yes,NA,Yes,1,14.33,24,20,NA,NA,NA,1,NA,NA,40.71,-74.36,64584,1904790
13290929494,"I agree, start questionnaire",Yes,Yes,No,75,NA,60,120,25-34,Woman,NA,White or Caucasian,Single,NA,Employed - part time,Jan-23-2022,"Southport, Maine",02026,15,"Brunswick, Maine, USA",No,NA,Yes,1,25,3,25,0,Pending/tmrw,"Southport, Maine, USA",1,NA,NA,42.25,-71.18,59314,1768544
13290929834,"I agree, start questionnaire",Yes,Yes,No,75,NA,100,NA,55-64,Woman,NA,White or Caucasian,Married,NA,Employed - full time,Jan-22-2022,"Bristol, Maine",03079,60,NA,Yes,4,No,0,100,15,350,NA,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,42.79,-71.23,5158,136655
13290930238,"I agree, start questionnaire",Yes,Yes,No,200,NA,150,1800,65+,Woman,NA,White or Caucasian,Married,NA,Unemployed,Jan-24-2022,"Boothbay Harbor, Maine",10512,60,4538,No,NA,Yes,5,0,0,200,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.4,-73.7,19610,533009
