"Acacia brevispica biomass (y=48.739x-41.179, r = 0.24)",,,,,,,,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea     = ?D1D2/4 ,CanVol ,Biomass 
M1,M109,ACACBR,1.2,,b,1.1304,0.4,1.78,1.38,1.57,2,5,1670,100,15,95,5,1.91,1.76,17.3078
M1,M109,ACACBR,1.3,,b,1.32665,0.4,1.78,1.38,1.57,2,5,1670,100,15,95,5,1.91,1.76,22.1817
M1,M109,ACACBR,1.3,,b,1.32665,0.4,1.78,1.38,1.57,2,5,1670,100,15,95,5,1.91,1.76,22.1817
M1,M109,ACACBR,2.1,M,M,3.46185,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,61.1729
M1,M109,ACACBR,2,,b,3.14,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,56.299
M1,M109,ACACBR,1.2,,b,1.1304,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,17.3078
M1,M109,ACACBR,1,,b,0.785,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,7.56
M1,M109,ACACBR,1.3,,b,1.32665,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,22.1817
M1,M109,ACACBR,1.2,,b,1.1304,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,17.3078
M1,M109,ACACBR,1.2,,b,1.1304,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,17.3078
M1,M109,ACACBR,1.2,,b,1.1304,0.7,2.92,2.22,1.2,2,5,1670,100,15,95,5,1.13,1.67,17.3078
M1,M109,ACACBR,1.3,M,M,1.32665,1,1.5,0.5,1.11,2,5,1670,100,15,95,5,0.97,0.32,22.1817
M1,M109,ACACBR,1.3,M,M,1.32665,0.58,2.04,1.46,0.7,2,5,1670,100,15,95,5,0.38,0.37,22.1817
M1,M109,ACACBR,1.1,,b,0.94985,0.58,2.04,1.46,0.7,2,5,1670,100,15,95,5,0.38,0.37,12.4339
M1,M109,ACACBR,1.3,,b,1.32665,0.58,2.04,1.46,0.7,2,5,1670,100,15,95,5,0.38,0.37,22.1817
M1,M109,ACACBR,1,,b,0.785,0.58,2.04,1.46,0.7,2,5,1670,100,15,95,5,0.38,0.37,7.56
M1,M109,ACACBR,1.9,M,M,2.83385,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,51.4251
M1,M109,ACACBR,1,,b,0.785,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,7.56
M1,M109,ACACBR,1.4,,b,1.5386,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,27.0556
M1,M109,ACACBR,1.3,,b,1.32665,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,22.1817
M1,M109,ACACBR,1.5,,b,1.76625,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,31.9295
M1,M109,ACACBR,1.8,,b,2.5434,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,46.5512
M1,M109,ACACBR,1.3,,b,1.32665,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,22.1817
M1,M109,ACACBR,1.8,,b,2.5434,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,46.5512
M1,M109,ACACBR,1.5,,b,1.76625,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,31.9295
M1,M109,ACACBR,1,,b,0.785,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,7.56
M1,M109,ACACBR,1.2,,b,1.1304,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,17.3078
M1,M109,ACACBR,1.5,,b,1.76625,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,31.9295
M1,M109,ACACBR,1.4,,b,1.5386,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,27.0556
M1,M109,ACACBR,1.8,,b,2.5434,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,46.5512
M1,M109,ACACBR,1.6,,b,2.0096,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,36.8034
M1,M109,ACACBR,1.8,,b,2.5434,0.7,1.76,1.06,1.27,2,5,1670,100,15,95,5,1.26,0.89,46.5512
M1,M109,ACACBR,2.1,M,M,3.46185,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,61.1729
M1,M109,ACACBR,1.8,,b,2.5434,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,46.5512
M1,M109,ACACBR,1,,b,0.785,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,7.56
M1,M109,ACACBR,1.1,,b,0.94985,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,12.4339
M1,M109,ACACBR,1.1,,b,0.94985,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,12.4339
M1,M109,ACACBR,1,,b,0.785,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,7.56
M1,M109,ACACBR,1.1,,b,0.94985,0.7,1.74,1.04,1,2,5,1670,100,15,95,5,0.79,0.54,12.4339
M1,M109,ACACBR,2.2,M,M,3.7994,0.9,1.74,0.84,0.83,2,5,1670,100,15,95,5,0.51,0.29,66.0468
M1,M109,ACACBR,1.9,,b,2.83385,0.9,1.74,0.84,0.83,2,5,1670,100,15,95,5,0.51,0.29,51.4251
M1,M109,ACACBR,1.2,,b,1.1304,0.9,1.74,0.84,0.83,2,5,1670,100,15,95,5,0.51,0.29,17.3078
M1,M109,ACACBR,2.3,M,M,4.15265,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,70.9207
M1,M109,ACACBR,2.2,,b,3.7994,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,66.0468
M1,M109,ACACBR,1.4,,b,1.5386,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,27.0556
M1,M109,ACACBR,1.5,,b,1.76625,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,31.9295
M1,M109,ACACBR,1.4,,b,1.5386,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,27.0556
M1,M109,ACACBR,1.3,,b,1.32665,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,22.1817
M1,M109,ACACBR,1.7,,b,2.26865,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,41.6773
M1,M109,ACACBR,1.5,,b,1.76625,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,31.9295
M1,M109,ACACBR,1.5,,b,1.76625,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,31.9295
M1,M109,ACACBR,1,,b,0.785,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,7.56
M1,M109,ACACBR,1.4,,b,1.5386,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,27.0556
M1,M109,ACACBR,1,,b,0.785,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,7.56
M1,M109,ACACBR,2,,b,3.14,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,56.299
M1,M109,ACACBR,1.3,,b,1.32665,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,22.1817
M1,M109,ACACBR,1.7,,b,2.26865,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,41.6773
M1,M109,ACACBR,1.3,,b,1.32665,0.75,1.88,1.13,1.48,2,5,1670,100,15,95,5,1.72,1.3,22.1817
M1,M109,ACACBR,2.6,M,M,5.3066,1.55,2.22,0.67,0.94,2,5,1670,100,15,95,5,0.69,0.31,85.5424
M1,M109,ACACBR,1.4,,b,1.5386,1.55,2.22,0.67,0.94,2,5,1670,100,15,95,5,0.69,0.31,27.0556
M1,M109,ACACBR,1.8,M,M,2.5434,0.7,1.42,0.72,0.63,2,5,1670,100,15,95,5,0.31,0.15,46.5512
M1,M109,ACACBR,1.6,,b,2.0096,0.7,1.42,0.72,0.63,2,5,1670,100,15,95,5,0.31,0.15,36.8034
M1,M109,ACACBR,1,,b,0.785,0.7,1.42,0.72,0.63,2,5,1670,100,15,95,5,0.31,0.15,7.56
M1,M109,ACACBR,1,,b,0.785,0.7,1.42,0.72,0.63,2,5,1670,100,15,95,5,0.31,0.15,7.56
M1,M109,ACACBR,2.3,M,M,4.15265,0.9,1.35,0.45,0.5,2,5,1670,100,15,95,5,0.2,0.06,70.9207
M1,M109,ACACBR,1.1,,b,0.94985,0.9,1.35,0.45,0.5,2,5,1670,100,15,95,5,0.2,0.06,12.4339
M1,M109,ACACBR,2.2,M,M,3.7994,1.55,1.98,0.43,0.6,2,5,1670,100,15,95,5,0.27,0.08,66.0468
M1,M109,ACACBR,1.1,,b,0.94985,1.55,1.98,0.43,0.6,2,5,1670,100,15,95,5,0.27,0.08,12.4339
M1,M109,ACACBR,2,M,M,3.14,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,56.299
M1,M109,ACACBR,1.5,,b,1.76625,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,31.9295
M1,M109,ACACBR,1.3,,b,1.32665,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,22.1817
M1,M109,ACACBR,1.5,,b,1.76625,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,31.9295
M1,M109,ACACBR,1,,b,0.785,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,7.56
M1,M109,ACACBR,1.7,,b,2.26865,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,41.6773
M1,M109,ACACBR,1.8,,b,2.5434,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,46.5512
M1,M109,ACACBR,1.8,,b,2.5434,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,46.5512
M1,M109,ACACBR,2,,b,3.14,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,56.299
M1,M109,ACACBR,1.2,,b,1.1304,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,17.3078
M1,M109,ACACBR,2,,b,3.14,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,56.299
M1,M109,ACACBR,1.4,,b,1.5386,1,1.94,0.94,1.35,2,5,1670,100,15,95,5,1.42,0.89,27.0556
M1,M109,ACACBR,2.5,M,M,4.90625,0.7,2.64,1.94,1.28,2,5,1670,100,15,95,5,1.27,1.65,80.6685
M1,M109,ACACBR,2,,b,3.14,0.7,2.64,1.94,1.28,2,5,1670,100,15,95,5,1.27,1.65,56.299
M1,M109,ACACBR,1.5,,b,1.76625,0.7,2.64,1.94,1.28,2,5,1670,100,15,95,5,1.27,1.65,31.9295
M1,M109,ACACBR,1.8,,b,2.5434,0.7,2.64,1.94,1.28,2,5,1670,100,15,95,5,1.27,1.65,46.5512
M1,M109,ACACBR,1.2,,b,1.1304,0.7,2.64,1.94,1.28,2,5,1670,100,15,95,5,1.27,1.65,17.3078
M1,M109,ACACBR,1.8,M,M,2.5434,1,1.35,0.35,0.64,2,5,1670,100,15,95,5,0.31,0.07,46.5512
M1,M109,ACACBR,1.2,,b,1.1304,1,1.35,0.35,0.64,2,5,1670,100,15,95,5,0.31,0.07,17.3078
M1,M109,ACACBR,1.7,,b,2.26865,1,1.35,0.35,0.64,2,5,1670,100,15,95,5,0.31,0.07,41.6773
M1,M109,ACACBR,1,,b,0.785,1,1.35,0.35,0.64,2,5,1670,100,15,95,5,0.31,0.07,7.56
M1,M109,ACACBR,1.3,,b,1.32665,1,1.35,0.35,0.64,2,5,1670,100,15,95,5,0.31,0.07,22.1817
M1,M109,ACACBR,2.4,M,M,4.5216,1,2.05,1.05,1.2,2,5,1670,100,15,95,5,1.1,0.77,75.7946
M1,M109,ACACBR,1.9,,b,2.83385,1,2.05,1.05,1.2,2,5,1670,100,15,95,5,1.1,0.77,51.4251
M1,M109,ACACBR,2.2,,b,3.7994,1,2.05,1.05,1.2,2,5,1670,100,15,95,5,1.1,0.77,66.0468
M1,M109,ACACBR,1.5,,b,1.76625,1,2.05,1.05,1.2,2,5,1670,100,15,95,5,1.1,0.77,31.9295
M1,M109,ACACBR,1.3,,b,1.32665,1,2.05,1.05,1.2,2,5,1670,100,15,95,5,1.1,0.77,22.1817
M1,M109,ACACBR,2.3,M,M,4.15265,0.7,1.57,0.87,0.85,2,5,1670,100,15,95,5,0.55,0.32,70.9207
M1,M109,ACACBR,1.7,,b,2.26865,0.7,1.57,0.87,0.85,2,5,1670,100,15,95,5,0.55,0.32,41.6773
M1,M109,ACACBR,2.1,,b,3.46185,0.7,1.57,0.87,0.85,2,5,1670,100,15,95,5,0.55,0.32,61.1729
M1,M109,ACACBR,1.6,,b,2.0096,0.7,1.57,0.87,0.85,2,5,1670,100,15,95,5,0.55,0.32,36.8034
M1,M109,ACACBR,1.2,,b,1.1304,0.7,1.57,0.87,0.85,2,5,1670,100,15,95,5,0.55,0.32,17.3078
M1,M109,ACACBR,1.8,,b,2.5434,0.7,1.57,0.87,0.85,2,5,1670,100,15,95,5,0.55,0.32,46.5512
M1,M109,ACACBR,3.5,M,M,9.61625,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,129.4075
M1,M109,ACACBR,1.6,,b,2.0096,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,36.8034
M1,M109,ACACBR,1.7,,b,2.26865,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,41.6773
M1,M109,ACACBR,1,,b,0.785,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,7.56
M1,M109,ACACBR,1.4,,b,1.5386,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,27.0556
M1,M109,ACACBR,1.4,,b,1.5386,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,27.0556
M1,M109,ACACBR,1.1,,b,0.94985,0.7,1.75,1.05,1,2,5,1670,100,15,95,5,0.79,0.55,12.4339
M1,M109,ACACBR,2,M,M,3.14,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,56.299
M1,M109,ACACBR,2,,b,3.14,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,56.299
M1,M109,ACACBR,1.8,,b,2.5434,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,46.5512
M1,M109,ACACBR,1.5,,b,1.76625,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,31.9295
M1,M109,ACACBR,1.3,,b,1.32665,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,22.1817
M1,M109,ACACBR,1.3,,b,1.32665,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,22.1817
M1,M109,ACACBR,1.2,,b,1.1304,1.08,1.69,0.61,0.7,2,5,1670,100,15,95,5,0.38,0.16,17.3078
M1,M109,ACACBR,2.2,M,M,3.7994,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,66.0468
M1,M109,ACACBR,1.2,,b,1.1304,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,17.3078
M1,M109,ACACBR,1.9,,b,2.83385,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,51.4251
M1,M109,ACACBR,1.1,,b,0.94985,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,12.4339
M1,M109,ACACBR,1.3,,b,1.32665,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,22.1817
M1,M109,ACACBR,1.2,,b,1.1304,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,17.3078
M1,M109,ACACBR,1.1,,b,0.94985,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,12.4339
M1,M109,ACACBR,1.3,,b,1.32665,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,22.1817
M1,M109,ACACBR,1.3,,b,1.32665,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,22.1817
M1,M109,ACACBR,1,,b,0.785,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,7.56
M1,M109,ACACBR,1.2,,b,1.1304,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,17.3078
M1,M109,ACACBR,1.4,,b,1.5386,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,27.0556
M1,M109,ACACBR,1.5,,b,1.76625,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,31.9295
M1,M109,ACACBR,1.2,,b,1.1304,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,17.3078
M1,M109,ACACBR,1.8,,b,2.5434,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,46.5512
M1,M109,ACACBR,1.7,,b,2.26865,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,41.6773
M1,M109,ACACBR,1.7,,b,2.26865,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,41.6773
M1,M109,ACACBR,1.5,,b,1.76625,0.4,1.55,1.15,1.38,2,5,1670,100,15,95,5,1.48,1.14,31.9295
M1,M109,ACACBR,2.5,M,M,4.90625,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,80.6685
M1,M109,ACACBR,2.3,,b,4.15265,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,70.9207
M1,M109,ACACBR,1.5,,b,1.76625,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,31.9295
M1,M109,ACACBR,1.5,,b,1.76625,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,31.9295
M1,M109,ACACBR,1.9,,b,2.83385,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,51.4251
M1,M109,ACACBR,1.1,,b,0.94985,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,12.4339
M1,M109,ACACBR,1,,b,0.785,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,7.56
M1,M109,ACACBR,1,,b,0.785,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,7.56
M1,M109,ACACBR,1.4,,b,1.5386,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,27.0556
M1,M109,ACACBR,1.4,,b,1.5386,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,27.0556
M1,M109,ACACBR,1.9,,b,2.83385,0.7,1.59,0.89,1.03,2,5,1670,100,15,95,5,0.81,0.48,51.4251
M1,M109,ACACBR,2.7,M,M,5.72265,0.5,1.8,1.3,0.85,2,5,1670,100,15,95,5,0.57,0.49,90.4163
M1,M109,ACACBR,1.4,,b,1.5386,0.5,1.8,1.3,0.85,2,5,1670,100,15,95,5,0.57,0.49,27.0556
M1,M109,ACACBR,1.4,,b,1.5386,0.5,1.8,1.3,0.85,2,5,1670,100,15,95,5,0.57,0.49,27.0556
M1,M109,ACACBR,2,M,M,3.14,2.49,4.4,1.91,3.04,2,5,1670,100,15,95,5,6.74,8.58,56.299
M1,M109,ACACBR,1.5,,b,1.76625,2.49,4.4,1.91,3.04,2,5,1670,100,15,95,5,6.74,8.58,31.9295
M1,M109,ACACBR,1,,b,0.785,2.49,4.4,1.91,3.04,2,5,1670,100,15,95,5,6.74,8.58,7.56
M1,M109,ACACBR,1.8,,b,2.5434,2.49,4.4,1.91,3.04,2,5,1670,100,15,95,5,6.74,8.58,46.5512
M1,M109,ACACBR,1.9,,b,2.83385,2.49,4.4,1.91,3.04,2,5,1670,100,15,95,5,6.74,8.58,51.4251
M1,M109,ACACBR,1,M,M,0.785,0.3,0.7,0.4,0.85,2,5,1670,100,15,95,5,0.57,0.15,7.56
M1,M109,ACACBR,1,,b,0.785,0.3,0.7,0.4,0.85,2,5,1670,100,15,95,5,0.57,0.15,7.56
M1,M109,ACACBR,2.2,M,M,3.7994,0.75,1.9,1.15,0.9,2,5,1670,100,15,95,5,0.63,0.48,66.0468
M1,M109,ACACBR,1.7,,b,2.26865,0.75,1.9,1.15,0.9,2,5,1670,100,15,95,5,0.63,0.48,41.6773
M1,M109,ACACBR,2.1,M,M,3.46185,0.6,1.7,1.1,0.88,2,5,1670,100,15,95,5,0.6,0.44,61.1729
M1,M109,ACACBR,2.7,M,M,5.72265,0.95,1.86,0.91,0.8,2,5,1670,100,15,95,5,0.5,0.3,90.4163
M1,M109,ACACBR,1.6,,b,2.0096,0.95,1.86,0.91,0.8,2,5,1670,100,15,95,5,0.5,0.3,36.8034
M1,M109,ACACBR,1.8,M,M,2.5434,0.4,1.44,1.04,0.6,2,5,1670,100,15,95,5,0.28,0.2,46.5512
M1,M109,ACACBR,1.2,,b,1.1304,0.4,1.44,1.04,0.6,2,5,1670,100,15,95,5,0.28,0.2,17.3078
M1,M109,ACACBR,2.3,M,M,4.15265,0.45,1.92,1.47,0.8,2,5,1670,100,15,95,5,0.5,0.49,70.9207
M1,M109,ACACBR,1.7,,b,2.26865,0.45,1.92,1.47,0.8,2,5,1670,100,15,95,5,0.5,0.49,41.6773
M1,M109,ACACBR,2,,b,3.14,0.45,1.92,1.47,0.8,2,5,1670,100,15,95,5,0.5,0.49,56.299
M1,M109,ACACBR,1.4,,b,1.5386,0.45,1.92,1.47,0.8,2,5,1670,100,15,95,5,0.5,0.49,27.0556
M1,M109,ACACBR,1.1,,b,0.94985,0.45,1.92,1.47,0.8,2,5,1670,100,15,95,5,0.5,0.49,12.4339
M1,M109,ACACBR,3,M,M,7.065,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,105.038
M1,M109,ACACBR,2.4,,b,4.5216,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,75.7946
M1,M109,ACACBR,2.1,,b,3.46185,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,61.1729
M1,M109,ACACBR,1.6,,b,2.0096,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,36.8034
M1,M109,ACACBR,1.7,,b,2.26865,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,41.6773
M1,M109,ACACBR,1,,b,0.785,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,7.56
M1,M109,ACACBR,2.1,,b,3.46185,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,61.1729
M1,M109,ACACBR,1,,b,0.785,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,7.56
M1,M109,ACACBR,2.5,,b,4.90625,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,80.6685
M1,M109,ACACBR,2.3,,b,4.15265,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,70.9207
M1,M109,ACACBR,1.1,,b,0.94985,0.6,1.95,1.35,1.18,2,5,1670,100,15,95,5,1.06,0.95,12.4339
M1,M109,ACACBR,2.4,M,M,4.5216,0.9,2,1.1,0.8,2,5,1670,100,15,95,5,0.5,0.37,75.7946
M1,M109,ACACBR,2,,b,3.14,0.9,2,1.1,0.8,2,5,1670,100,15,95,5,0.5,0.37,56.299
M1,M109,ACACBR,1.7,,b,2.26865,0.9,2,1.1,0.8,2,5,1670,100,15,95,5,0.5,0.37,41.6773
M1,M109,ACACBR,2.7,M,M,5.72265,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,90.4163
M1,M109,ACACBR,1.3,,b,1.32665,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,22.1817
M1,M109,ACACBR,1.5,,b,1.76625,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,31.9295
M1,M109,ACACBR,1.6,,b,2.0096,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,36.8034
M1,M109,ACACBR,1.9,,b,2.83385,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,51.4251
M1,M109,ACACBR,2,,b,3.14,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,56.299
M1,M109,ACACBR,2.5,,b,4.90625,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,80.6685
M1,M109,ACACBR,2.5,,b,4.90625,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,80.6685
M1,M109,ACACBR,1,,b,0.785,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,7.56
M1,M109,ACACBR,2.4,,b,4.5216,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,75.7946
M1,M109,ACACBR,1,,b,0.785,0.8,1.6,0.8,0.8,2,5,1670,100,15,95,5,0.5,0.27,7.56
M1,M109,ACACBR,2.3,M,M,4.15265,1.1,2.09,0.99,1.15,2,5,1670,100,15,95,5,1.04,0.68,70.9207
M1,M109,ACACBR,1.4,,b,1.5386,1.1,2.09,0.99,1.15,2,5,1670,100,15,95,5,1.04,0.68,27.0556
M1,M110,ACACBR,1.9,M,M,2.83385,0.47,1.18,0.71,0.74,2,5,1670,45,5,65,35,0.41,0.19,51.4251
M1,M110,ACACBR,1.6,,b,2.0096,0.47,1.18,0.71,0.74,2,5,1670,45,5,65,35,0.41,0.19,36.8034
M1,M110,ACACBR,1,,b,0.785,0.47,1.18,0.71,0.74,2,5,1670,45,5,65,35,0.41,0.19,7.56
M1,M110,ACACBR,1,,b,0.785,0.47,1.18,0.71,0.74,2,5,1670,45,5,65,35,0.41,0.19,7.56
M1,M110,ACACBR,1.1,,b,0.94985,0.47,1.18,0.71,0.74,2,5,1670,45,5,65,35,0.41,0.19,12.4339
M1,M110,ACACBR,3.4,M,M,9.0746,0.88,1.71,0.83,0.55,2,5,1670,45,5,65,35,0.22,0.12,124.5336
M1,M110,ACACBR,2,,b,3.14,0.88,1.71,0.83,0.55,2,5,1670,45,5,65,35,0.22,0.12,56.299
M1,M110,ACACBR,1.2,,b,1.1304,0.88,1.71,0.83,0.55,2,5,1670,45,5,65,35,0.22,0.12,17.3078
M1,M110,ACACBR,1,,b,0.785,0.88,1.71,0.83,0.55,2,5,1670,45,5,65,35,0.22,0.12,7.56
M1,M110,ACACBR,1.8,,b,2.5434,0.88,1.71,0.83,0.55,2,5,1670,45,5,65,35,0.22,0.12,46.5512
M1,M110,ACACBR,2.9,M,M,6.60185,0.9,1.96,1.06,2.14,2,5,1670,45,5,65,35,3.57,2.52,100.1641
M1,M110,ACACBR,1.5,,b,1.76625,0.9,1.96,1.06,2.14,2,5,1670,45,5,65,35,3.57,2.52,31.9295
M1,M110,ACACBR,1.4,,b,1.5386,0.9,1.96,1.06,2.14,2,5,1670,45,5,65,35,3.57,2.52,27.0556
