"Acacia mellifera biomass (y=131.76x -265.62, r=0.714)",,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L2,L208,ACACME,4.2,,b,13.8474,0.86,2.71,1.85,14.55,17.97,287.772
L2,L208,ACACME,4.6,,b,16.6106,0.86,2.71,1.85,14.55,17.97,340.476
L2,L208,ACACME,4.3,,b,14.51465,0.86,2.71,1.85,14.55,17.97,300.948
L2,L208,ACACME,3.4,,b,9.0746,0.86,2.71,1.85,14.55,17.97,182.364
L2,L208,ACACME,11.3,M,M,100.23665,1.12,4.76,3.64,23.13,56.06,1223.268
L2,L208,ACACME,9.6,,b,72.3456,1.12,4.76,3.64,23.13,56.06,999.276
L2,L208,ACACME,7.7,,b,46.54265,1.12,4.76,3.64,23.13,56.06,748.932
L2,L208,ACACME,7.4,,b,42.9866,1.12,4.76,3.64,23.13,56.06,709.404
L2,L208,ACACME,7.6,,b,45.3416,1.12,4.76,3.64,23.13,56.06,735.756
L2,L208,ACACME,8.9,,b,62.17985,1.12,4.76,3.64,23.13,56.06,907.044
L2,L208,ACACME,9.9,,b,76.93785,1.12,4.76,3.64,23.13,56.06,1038.804
L2,L208,ACACME,8.1,M,M,51.50385,0.94,3.41,2.47,21.14,34.87,801.636
L2,L208,ACACME,6.1,,b,29.20985,0.94,3.41,2.47,21.14,34.87,538.116
L2,L208,ACACME,5.3,,b,22.05065,0.94,3.41,2.47,21.14,34.87,432.708
L2,L208,ACACME,5.5,,b,23.74625,0.94,3.41,2.47,21.14,34.87,459.06
L2,L208,ACACME,5.6,,b,24.6176,0.94,3.41,2.47,21.14,34.87,472.236
L2,L208,ACACME,4.5,,b,15.89625,0.94,3.41,2.47,21.14,34.87,327.3
L2,L208,ACACME,6.4,,b,32.1536,0.94,3.41,2.47,21.14,34.87,577.644
L2,L208,ACACME,4.6,,b,16.6106,0.94,3.41,2.47,21.14,34.87,340.476
L2,L208,ACACME,6.7,,b,35.23865,0.94,3.41,2.47,21.14,34.87,617.172
L2,L208,ACACME,3.5,M,M,9.61625,0.81,2.5,1.69,4.54,5.11,195.54
L2,L208,ACACME,2.9,,b,6.60185,0.81,2.5,1.69,4.54,5.11,116.484
L2,L208,ACACME,2.1,,b,3.46185,0.81,2.5,1.69,4.54,5.11,11.076
L2,L209,ACACME,10,M,M,78.5,1.11,3.63,2.52,34.09,57.23,1051.98
L2,L209,ACACME,5.5,,b,23.74625,1.11,3.63,2.52,34.09,57.23,459.06
L2,L209,ACACME,7.5,,b,44.15625,1.11,3.63,2.52,34.09,57.23,722.58
L2,L209,ACACME,4.6,,b,16.6106,1.11,3.63,2.52,34.09,57.23,340.476
L2,L209,ACACME,8.8,,b,60.7904,1.11,3.63,2.52,34.09,57.23,893.868
L2,L209,ACACME,4.6,,b,16.6106,1.11,3.63,2.52,34.09,57.23,340.476
L2,L209,ACACME,4.5,,b,15.89625,1.11,3.63,2.52,34.09,57.23,327.3
L2,L209,ACACME,5.5,,b,23.74625,1.11,3.63,2.52,34.09,57.23,459.06
L2,L209,ACACME,4.8,,b,18.0864,1.11,3.63,2.52,34.09,57.23,366.828
L2,L209,ACACME,8.5,M,M,56.71625,1.02,3.72,2.7,14.38,25.88,854.34
L2,L209,ACACME,8,,b,50.24,1.02,3.72,2.7,14.38,25.88,788.46
L2,L209,ACACME,6.9,,b,37.37385,1.02,3.72,2.7,14.38,25.88,643.524
L2,L209,ACACME,10,M,M,78.5,1.08,3.38,2.3,35.39,54.37,1051.98
L2,L209,ACACME,5.6,,b,24.6176,1.08,3.38,2.3,35.39,54.37,472.236
L2,L209,ACACME,6.5,,b,33.16625,1.08,3.38,2.3,35.39,54.37,590.82
L2,L209,ACACME,6.2,,b,30.1754,1.08,3.38,2.3,35.39,54.37,551.292
L2,L209,ACACME,5.8,,b,26.4074,1.08,3.38,2.3,35.39,54.37,498.588
L2,L209,ACACME,6.8,,b,36.2984,1.08,3.38,2.3,35.39,54.37,630.348
L2,L209,ACACME,6.2,,b,30.1754,1.08,3.38,2.3,35.39,54.37,551.292
L2,L209,ACACME,4.6,,b,16.6106,1.08,3.38,2.3,35.39,54.37,340.476
L2,L209,ACACME,4.7,,b,17.34065,1.08,3.38,2.3,35.39,54.37,353.652
L2,L209,ACACME,5.7,,b,25.50465,1.08,3.38,2.3,35.39,54.37,485.412
L2,L209,ACACME,3.7,,b,10.74665,1.08,3.38,2.3,35.39,54.37,221.892
L2,L209,ACACME,5.2,,b,21.2264,1.08,3.38,2.3,35.39,54.37,419.532
L2,L209,ACACME,5.8,,b,26.4074,1.08,3.38,2.3,35.39,54.37,498.588
L2,L210,ACACME,16.1,M,M,203.47985,1.02,4.54,3.52,39.57,92.92,1855.716
L2,L210,ACACME,11.1,,b,96.71985,1.02,4.54,3.52,39.57,92.92,1196.916
L2,L210,ACACME,8.5,,b,56.71625,1.02,4.54,3.52,39.57,92.92,854.34
L2,L210,ACACME,11.4,,b,102.0186,1.02,4.54,3.52,39.57,92.92,1236.444
L2,L210,ACACME,9.3,,b,67.89465,1.02,4.54,3.52,39.57,92.92,959.748
L2,L210,ACACME,7.8,,b,47.7594,1.02,4.54,3.52,39.57,92.92,762.108
L2,L210,ACACME,6.4,,b,32.1536,1.02,4.54,3.52,39.57,92.92,577.644
L2,L210,ACACME,8.4,,b,55.3896,1.02,4.54,3.52,39.57,92.92,841.164
L2,L210,ACACME,8.5,,b,56.71625,1.02,4.54,3.52,39.57,92.92,854.34
L2,L211,ACACME,7.1,M,M,39.57185,1.14,3.08,1.94,11.56,14.94,669.876
L2,L211,ACACME,6.7,,b,35.23865,1.14,3.08,1.94,11.56,14.94,617.172
L2,L211,ACACME,3.9,,b,11.93985,1.14,3.08,1.94,11.56,14.94,248.244
L2,L211,ACACME,3.4,,b,9.0746,1.14,3.08,1.94,11.56,14.94,182.364
L2,L211,ACACME,13.1,M,M,134.71385,1.11,3.32,2.21,23.74,35.02,1460.436
L2,L211,ACACME,8.4,,b,55.3896,1.11,3.32,2.21,23.74,35.02,841.164
L2,L211,ACACME,9.9,,b,76.93785,1.11,3.32,2.21,23.74,35.02,1038.804
L2,L211,ACACME,4.6,,b,16.6106,1.11,3.32,2.21,23.74,35.02,340.476
L2,L211,ACACME,7.6,,b,45.3416,1.11,3.32,2.21,23.74,35.02,735.756
L2,L211,ACACME,6.6,,b,34.1946,1.11,3.32,2.21,23.74,35.02,603.996
L2,L212,ACACME,7.7,M,M,46.54265,1.1,3.57,2.47,23.13,38.04,748.932
L2,L212,ACACME,6.3,,b,31.15665,1.1,3.57,2.47,23.13,38.04,564.468
L2,L212,ACACME,7.1,,b,39.57185,1.1,3.57,2.47,23.13,38.04,669.876
L2,L212,ACACME,9.1,M,M,65.00585,0.98,2.59,1.61,11.62,12.49,933.396
L2,L212,ACACME,7.5,,b,44.15625,0.98,2.59,1.61,11.62,12.49,722.58
L2,L212,ACACME,5.6,,b,24.6176,0.98,2.59,1.61,11.62,12.49,472.236
L2,L212,ACACME,8.5,,b,56.71625,0.98,2.59,1.61,11.62,12.49,854.34
L2,L212,ACACME,4.3,,b,14.51465,0.98,2.59,1.61,11.62,12.49,300.948
L2,L212,ACACME,9.8,M,M,75.3914,3.72,8.97,5.25,27.15,95.04,1025.628
L2,L212,ACACME,8.9,,b,62.17985,3.72,8.97,5.25,27.15,95.04,907.044
L2,L212,ACACME,8.3,,b,54.07865,3.72,8.97,5.25,27.15,95.04,827.988
L2,L212,ACACME,6.4,,b,32.1536,3.72,8.97,5.25,27.15,95.04,577.644
L2,L212,ACACME,6.2,,b,30.1754,3.72,8.97,5.25,27.15,95.04,551.292
L2,L212,ACACME,6.2,,b,30.1754,3.72,8.97,5.25,27.15,95.04,551.292
L2,L212,ACACME,6.3,,b,31.15665,3.72,8.97,5.25,27.15,95.04,564.468
L2,L212,ACACME,7.7,,b,46.54265,3.72,8.97,5.25,27.15,95.04,748.932
L2,L212,ACACME,17.3,M,M,234.94265,0.64,1.16,0.52,57.65,19.86,2013.828
L2,L212,ACACME,11.7,,b,107.45865,0.64,1.16,0.52,57.65,19.86,1275.972
L2,L212,ACACME,11.1,,b,96.71985,0.64,1.16,0.52,57.65,19.86,1196.916
L2,L212,ACACME,9.7,,b,73.86065,0.64,1.16,0.52,57.65,19.86,1012.452
L2,L212,ACACME,10.3,,b,83.28065,0.64,1.16,0.52,57.65,19.86,1091.508
L2,L212,ACACME,10.7,,b,89.87465,0.64,1.16,0.52,57.65,19.86,1144.212
L2,L212,ACACME,6.3,,b,31.15665,0.64,1.16,0.52,57.65,19.86,564.468
L2,L212,ACACME,13.7,,b,147.33665,1.8,5.24,3.44,56.51,129.74,1539.492
L2,L212,ACACME,10.3,,b,83.28065,1.8,5.24,3.44,56.51,129.74,1091.508
L2,L212,ACACME,11.3,,b,100.23665,1.8,5.24,3.44,56.51,129.74,1223.268
L2,L212,ACACME,10.4,,b,84.9056,1.8,5.24,3.44,56.51,129.74,1104.684
L2,L212,ACACME,10.6,,b,88.2026,1.8,5.24,3.44,56.51,129.74,1131.036
L2,L212,ACACME,13.9,M,M,151.66985,1.8,5.24,3.44,56.51,129.74,1565.844
L2,L213,ACACME,18.5,M,M,268.66625,1.21,4.36,3.15,39.68,83.32,2171.94
L2,L213,ACACME,9.3,,b,67.89465,1.21,4.36,3.15,39.68,83.32,959.748
L2,L213,ACACME,9.3,,b,67.89465,1.21,4.36,3.15,39.68,83.32,959.748
L2,L213,ACACME,8.6,,b,58.0586,1.21,4.36,3.15,39.68,83.32,867.516
L2,L213,ACACME,8.5,,b,56.71625,1.21,4.36,3.15,39.68,83.32,854.34
L2,L213,ACACME,11.3,,b,100.23665,1.21,4.36,3.15,39.68,83.32,1223.268
L2,L213,ACACME,14.1,M,M,156.06585,1.2,3.2,2,12.21,16.29,1592.196
L2,L213,ACACME,6.5,,b,33.16625,1.2,3.2,2,12.21,16.29,590.82
L2,L213,ACACME,11,,b,94.985,1.2,3.2,2,12.21,16.29,1183.74
L2,L213,ACACME,11.3,,b,100.23665,1.2,3.2,2,12.21,16.29,1223.268
L2,L213,ACACME,10.5,,b,86.54625,1.2,3.2,2,12.21,16.29,1117.86
L2,L214,ACACME,7,M,M,38.465,1.16,3.2,2.04,14.03,19.1,656.7
L2,L214,ACACME,6.2,,b,30.1754,1.16,3.2,2.04,14.03,19.1,551.292
L2,L214,ACACME,5.6,,b,24.6176,1.16,3.2,2.04,14.03,19.1,472.236
L2,L214,ACACME,4.3,,b,14.51465,1.16,3.2,2.04,14.03,19.1,300.948
L2,L214,ACACME,5.4,,b,22.8906,1.16,3.2,2.04,14.03,19.1,445.884
L2,L214,ACACME,5.1,,b,20.41785,1.16,3.2,2.04,14.03,19.1,406.356
L2,L214,ACACME,4.6,,b,16.6106,1.16,3.2,2.04,14.03,19.1,340.476
L2,L214,ACACME,5.2,,b,21.2264,1.16,3.2,2.04,14.03,19.1,419.532
L2,L214,ACACME,5.7,,b,25.50465,1.16,3.2,2.04,14.03,19.1,485.412
L2,L215,ACACME,13.8,,b,149.4954,1,7.13,6.13,69.13,282.72,1552.668
L2,L215,ACACME,5.5,,b,23.74625,1,7.13,6.13,69.13,282.72,459.06
L2,L215,ACACME,9.6,,b,72.3456,1,7.13,6.13,69.13,282.72,999.276
L2,L215,ACACME,7.2,,b,40.6944,1,7.13,6.13,69.13,282.72,683.052
L2,L215,ACACME,9.5,,b,70.84625,1,7.13,6.13,69.13,282.72,986.1
L2,L215,ACACME,9.4,,b,69.3626,1,7.13,6.13,69.13,282.72,972.924
L2,L215,ACACME,5.6,,b,24.6176,1,7.13,6.13,69.13,282.72,472.236
L2,L215,ACACME,5.3,,b,22.05065,1,7.13,6.13,69.13,282.72,432.708
L2,L215,ACACME,14.6,,b,167.3306,1,7.13,6.13,69.13,282.72,1658.076
L2,L215,ACACME,3.8,,b,11.3354,1,7.13,6.13,69.13,282.72,235.068
L2,L215,ACACME,19.3,M,M,292.40465,1,7.13,6.13,69.13,282.72,2277.348
L2,L216,ACACME,10.1,M,M,80.07785,1.05,4.02,2.97,28.59,56.69,1065.156
L2,L216,ACACME,7.6,,b,45.3416,1.05,4.02,2.97,28.59,56.69,735.756
L2,L216,ACACME,7.5,,b,44.15625,1.05,4.02,2.97,28.59,56.69,722.58
L2,L216,ACACME,3.6,,b,10.1736,1.05,4.02,2.97,28.59,56.69,208.716
L2,L216,ACACME,7.9,,b,48.99185,1.05,4.02,2.97,28.59,56.69,775.284
L2,L216,ACACME,5.2,,b,21.2264,1.05,4.02,2.97,28.59,56.69,419.532
L2,L216,ACACME,7.7,,b,46.54265,1.05,4.02,2.97,28.59,56.69,748.932
L2,L216,ACACME,5.9,,b,27.32585,1.05,4.02,2.97,28.59,56.69,511.764
L2,L216,ACACME,2.7,,b,5.72265,1.05,4.02,2.97,28.59,56.69,90.132
L2,L216,ACACME,7.2,,b,40.6944,1.05,4.02,2.97,28.59,56.69,683.052
L2,L216,ACACME,5,,b,19.625,1.05,4.02,2.97,28.59,56.69,393.18
L2,L216,ACACME,7.5,,b,44.15625,1.05,4.02,2.97,28.59,56.69,722.58
L2,L216,ACACME,3.5,,b,9.61625,1.05,4.02,2.97,28.59,56.69,195.54
L2,L216,ACACME,4.9,,b,18.84785,1.05,4.02,2.97,28.59,56.69,380.004
L2,L216,ACACME,8.9,,b,62.17985,1.05,4.02,2.97,28.59,56.69,907.044
L2,L217,ACACME,6.8,M,M,36.2984,1.2,2.99,1.79,11.28,13.44,630.348
L2,L217,ACACME,5.4,,b,22.8906,1.2,2.99,1.79,11.28,13.44,445.884
L2,L217,ACACME,5.5,,b,23.74625,1.2,2.99,1.79,11.28,13.44,459.06
L2,L217,ACACME,4.6,,b,16.6106,1.2,2.99,1.79,11.28,13.44,340.476
L2,L217,ACACME,6.1,,b,29.20985,1.2,2.99,1.79,11.28,13.44,538.116
L2,L217,ACACME,5.6,,b,24.6176,1.2,2.99,1.79,11.28,13.44,472.236
L2,L217,ACACME,4.6,,b,16.6106,1.2,2.99,1.79,11.28,13.44,340.476
L2,L217,ACACME,6.7,,b,35.23865,1.2,2.99,1.79,11.28,13.44,617.172
L2,L217,ACACME,17.5,M,M,240.40625,3.17,5.6,2.43,2.28,3.69,2040.18
L2,L217,ACACME,7.5,,b,44.15625,3.17,5.6,2.43,2.28,3.69,722.58
L2,L217,ACACME,6.6,,b,34.1946,3.17,5.6,2.43,2.28,3.69,603.996
L2,L217,ACACME,10.5,,b,86.54625,3.17,5.6,2.43,2.28,3.69,1117.86
L2,L217,ACACME,7.8,,b,47.7594,3.17,5.6,2.43,2.28,3.69,762.108
L2,L217,ACACME,8.1,,b,51.50385,3.17,5.6,2.43,2.28,3.69,801.636
L2,L217,ACACME,7.6,,b,45.3416,3.17,5.6,2.43,2.28,3.69,735.756
L2,L218,ACACME,13.6,M,M,145.1936,1.1,4.63,3.53,41.64,98.1,1526.316
L2,L218,ACACME,6.4,,b,32.1536,1.1,4.63,3.53,41.64,98.1,577.644
L2,L218,ACACME,12.2,,b,116.8394,1.1,4.63,3.53,41.64,98.1,1341.852
L2,L218,ACACME,9.1,,b,65.00585,1.1,4.63,3.53,41.64,98.1,933.396
L2,L218,ACACME,5.6,,b,24.6176,1.1,4.63,3.53,41.64,98.1,472.236
L2,L218,ACACME,6.7,,b,35.23865,1.1,4.63,3.53,41.64,98.1,617.172
L2,L218,ACACME,8.4,M,M,55.3896,1.12,4.7,3.58,8.81,20.99,841.164
L2,L218,ACACME,6.1,,b,29.20985,1.12,4.7,3.58,8.81,20.99,538.116
L2,L218,ACACME,3.9,,b,11.93985,1.12,4.7,3.58,8.81,20.99,248.244
L2,L218,ACACME,6.4,,b,32.1536,1.12,4.7,3.58,8.81,20.99,577.644
L2,L218,ACACME,6.3,,b,31.15665,1.12,4.7,3.58,8.81,20.99,564.468
L2,L218,ACACME,7.8,,b,47.7594,1.12,4.7,3.58,8.81,20.99,762.108
L2,L218,ACACME,4.6,,b,16.6106,1.12,4.7,3.58,8.81,20.99,340.476
L2,L218,ACACME,5.7,M,M,25.50465,1.05,2.59,1.54,6.09,6.26,485.412
L2,L218,ACACME,4.9,,b,18.84785,1.05,2.59,1.54,6.09,6.26,380.004
L2,L218,ACACME,3.5,,b,9.61625,1.05,2.59,1.54,6.09,6.26,195.54
L2,L218,ACACME,4.7,,b,17.34065,1.05,2.59,1.54,6.09,6.26,353.652
L2,L218,ACACME,3.6,,b,10.1736,1.05,2.59,1.54,6.09,6.26,208.716
L2,L218,ACACME,16.5,M,M,213.71625,1.05,5.06,4.01,28,74.87,1908.42
L2,L218,ACACME,5.9,,b,27.32585,1.05,5.06,4.01,28,74.87,511.764
L2,L218,ACACME,5.2,,b,21.2264,1.05,5.06,4.01,28,74.87,419.532
L2,L218,ACACME,7.1,,b,39.57185,1.05,5.06,4.01,28,74.87,669.876
L2,L218,ACACME,9.2,,b,66.4424,1.05,5.06,4.01,28,74.87,946.572
L2,L218,ACACME,7.2,,b,40.6944,1.05,5.06,4.01,28,74.87,683.052
L2,L218,ACACME,5.6,,b,24.6176,1.05,5.06,4.01,28,74.87,472.236
L2,L218,ACACME,7.6,,b,45.3416,1.05,5.06,4.01,28,74.87,735.756
L2,L218,ACACME,6.1,,b,29.20985,1.05,5.06,4.01,28,74.87,538.116
L2,L218,ACACME,13.6,M,M,145.1936,1,5.58,4.58,23.96,73.14,1526.316
L2,L218,ACACME,11.4,,b,102.0186,1,5.58,4.58,23.96,73.14,1236.444
L2,L218,ACACME,11.2,,b,98.4704,1,5.58,4.58,23.96,73.14,1210.092
L2,L218,ACACME,5.8,,b,26.4074,1,5.58,4.58,23.96,73.14,498.588
L2,L218,ACACME,13.2,,b,136.7784,1,5.58,4.58,23.96,73.14,1473.612
L2,L218,ACACME,10.2,,b,81.6714,1,5.58,4.58,23.96,73.14,1078.332
L2,L218,ACACME,6.2,,b,30.1754,1,5.58,4.58,23.96,73.14,551.292
L2,L218,ACACME,12.9,M,M,130.63185,1.19,4.6,3.41,25.44,57.9,1434.084
L2,L218,ACACME,7.2,,b,40.6944,1.19,4.6,3.41,25.44,57.9,683.052
L2,L218,ACACME,7.1,,b,39.57185,1.19,4.6,3.41,25.44,57.9,669.876
L2,L218,ACACME,9.2,,b,66.4424,1.19,4.6,3.41,25.44,57.9,946.572
L2,L218,ACACME,11.6,M,M,105.6296,1.14,5,3.86,31.37,80.72,1262.796
L2,L218,ACACME,10.6,,b,88.2026,1.14,5,3.86,31.37,80.72,1131.036
L2,L218,ACACME,10.9,,b,93.26585,1.14,5,3.86,31.37,80.72,1170.564
L2,L218,ACACME,10.2,,b,81.6714,1.14,5,3.86,31.37,80.72,1078.332
L2,L218,ACACME,11.4,,b,102.0186,1.14,5,3.86,31.37,80.72,1236.444
L2,L219,ACACME,9.7,M,M,73.86065,1.06,3.11,2.05,16.9,23.09,1012.452
L2,L219,ACACME,8.6,,b,58.0586,1.06,3.11,2.05,16.9,23.09,867.516
L2,L219,ACACME,5.1,,b,20.41785,1.06,3.11,2.05,16.9,23.09,406.356
L2,L219,ACACME,7.3,,b,41.83265,1.06,3.11,2.05,16.9,23.09,696.228
L2,L219,ACACME,4.4,,b,15.1976,1.06,3.11,2.05,16.9,23.09,314.124
L2,L219,ACACME,5.6,,b,24.6176,1.06,3.11,2.05,16.9,23.09,472.236
L2,L219,ACACME,3.5,,b,9.61625,1.06,3.11,2.05,16.9,23.09,195.54
L2,L220,ACACME,18,M,M,254.34,1.13,4.7,3.57,43.38,103.1,2106.06
L2,L220,ACACME,7,,b,38.465,1.13,4.7,3.57,43.38,103.1,656.7
L2,L220,ACACME,9.3,,b,67.89465,1.13,4.7,3.57,43.38,103.1,959.748
L2,L220,ACACME,8.7,,b,59.41665,1.13,4.7,3.57,43.38,103.1,880.692
L2,L220,ACACME,8.3,,b,54.07865,1.13,4.7,3.57,43.38,103.1,827.988
L2,L220,ACACME,8,,b,50.24,1.13,4.7,3.57,43.38,103.1,788.46
L2,L220,ACACME,6.4,,b,32.1536,1.13,4.7,3.57,43.38,103.1,577.644
L2,L220,ACACME,8.5,,b,56.71625,1.13,4.7,3.57,43.38,103.1,854.34
L2,L220,ACACME,3.1,,b,7.54385,1.13,4.7,3.57,43.38,103.1,142.836
L2,L220,ACACME,6.9,,b,37.37385,1.13,4.7,3.57,43.38,103.1,643.524
L2,L220,ACACME,7,,b,38.465,1.13,4.7,3.57,43.38,103.1,656.7
L2,L220,ACACME,8.5,M,M,56.71625,1.04,4.02,2.98,23.43,46.62,854.34
L2,L220,ACACME,4.3,,b,14.51465,1.04,4.02,2.98,23.43,46.62,300.948
L2,L220,ACACME,6.2,,b,30.1754,1.04,4.02,2.98,23.43,46.62,551.292
L2,L220,ACACME,5.3,,b,22.05065,1.04,4.02,2.98,23.43,46.62,432.708
L2,L220,ACACME,5.4,,b,22.8906,1.04,4.02,2.98,23.43,46.62,445.884
L2,L220,ACACME,6.5,,b,33.16625,1.04,4.02,2.98,23.43,46.62,590.82
L2,L221,ACACME,6.3,M,M,31.15665,3.35,5.2,1.85,9.07,11.16,564.468
L2,L221,ACACME,5.2,,b,21.2264,3.35,5.2,1.85,9.07,11.16,419.532
L2,L221,ACACME,5.3,,b,22.05065,3.35,5.2,1.85,9.07,11.16,432.708
L2,L221,ACACME,4.6,,b,16.6106,3.35,5.2,1.85,9.07,11.16,340.476
L2,L221,ACACME,5.1,,b,20.41785,3.35,5.2,1.85,9.07,11.16,406.356
L2,L221,ACACME,8.4,M,M,55.3896,1.22,3.08,1.86,11.3,14.03,841.164
L2,L221,ACACME,5.9,,b,27.32585,1.22,3.08,1.86,11.3,14.03,511.764
L2,L221,ACACME,5.6,,b,24.6176,1.22,3.08,1.86,11.3,14.03,472.236
L2,L221,ACACME,6.1,,b,29.20985,1.22,3.08,1.86,11.3,14.03,538.116
L2,L221,ACACME,5.6,,b,24.6176,1.22,3.08,1.86,11.3,14.03,472.236
L2,L221,ACACME,5.8,,b,26.4074,1.22,3.08,1.86,11.3,14.03,498.588
L2,L221,ACACME,9.5,M,M,70.84625,1.2,4.51,3.31,6.9,15.24,986.1
L2,L221,ACACME,8.9,,b,62.17985,1.2,4.51,3.31,6.9,15.24,907.044
L2,L221,ACACME,5.7,,b,25.50465,1.2,4.51,3.31,6.9,15.24,485.412
L2,L221,ACACME,8,,b,50.24,1.2,4.51,3.31,6.9,15.24,788.46
L2,L221,ACACME,5.7,,b,25.50465,1.2,4.51,3.31,6.9,15.24,485.412
L2,L221,ACACME,5.1,,b,20.41785,1.2,4.51,3.31,6.9,15.24,406.356
L2,L221,ACACME,5.6,,b,24.6176,1.2,4.51,3.31,6.9,15.24,472.236
L2,L221,ACACME,11.4,M,M,102.0186,1.15,3.96,2.81,14.56,27.31,1236.444
L2,L221,ACACME,7.3,,b,41.83265,1.15,3.96,2.81,14.56,27.31,696.228
L2,L221,ACACME,7.4,,b,42.9866,1.15,3.96,2.81,14.56,27.31,709.404
L2,L221,ACACME,4.2,,b,13.8474,1.15,3.96,2.81,14.56,27.31,287.772
L2,L221,ACACME,6.8,,b,36.2984,1.15,3.96,2.81,14.56,27.31,630.348
L2,L221,ACACME,7.1,M,M,39.57185,3.99,5.1,1.11,14.21,10.48,669.876
L2,L221,ACACME,6.4,,b,32.1536,3.99,5.1,1.11,14.21,10.48,577.644
L2,L221,ACACME,4.9,,b,18.84785,3.99,5.1,1.11,14.21,10.48,380.004
L2,L222,ACACME,7.7,M,M,46.54265,1.12,2.68,1.56,1.98,2.06,748.932
L2,L222,ACACME,7.1,,b,39.57185,1.12,2.68,1.56,1.98,2.06,669.876
L2,L222,ACACME,3.6,,b,10.1736,1.12,2.68,1.56,1.98,2.06,208.716
L2,L222,ACACME,4.9,,b,18.84785,1.12,2.68,1.56,1.98,2.06,380.004
L2,L222,ACACME,9.6,M,M,72.3456,1.15,2.78,1.63,2.27,2.46,999.276
L2,L222,ACACME,5.3,,b,22.05065,1.15,2.78,1.63,2.27,2.46,432.708
L2,L222,ACACME,4.5,,b,15.89625,1.15,2.78,1.63,2.27,2.46,327.3
L2,L222,ACACME,8.9,,b,62.17985,1.15,2.78,1.63,2.27,2.46,907.044
L2,L222,ACACME,5.1,,b,20.41785,1.15,2.78,1.63,2.27,2.46,406.356
L2,L222,ACACME,5.9,M,M,27.32585,1.26,4.7,3.44,3.48,7.98,511.764
L2,L222,ACACME,5.5,,b,23.74625,1.26,4.7,3.44,3.48,7.98,459.06
L2,L222,ACACME,3.5,,b,9.61625,1.26,4.7,3.44,3.48,7.98,195.54
L2,L222,ACACME,5.4,,b,22.8906,1.26,4.7,3.44,3.48,7.98,445.884
L2,L222,ACACME,7,M,M,38.465,0.95,3.48,2.53,10.92,18.38,656.7
L2,L222,ACACME,3.1,,b,7.54385,0.95,3.48,2.53,10.92,18.38,142.836
L2,L222,ACACME,4.6,,b,16.6106,0.95,3.48,2.53,10.92,18.38,340.476
L2,L222,ACACME,3,,b,7.065,0.95,3.48,2.53,10.92,18.38,129.66
L2,L222,ACACME,8.4,M,M,55.3896,0.85,3.29,2.44,5.59,9.11,841.164
L2,L222,ACACME,4.9,,b,18.84785,0.85,3.29,2.44,5.59,9.11,380.004
L2,L222,ACACME,5.6,M,M,24.6176,0.84,2.65,1.81,3.49,4.22,472.236
L2,L222,ACACME,3,,b,7.065,0.84,2.65,1.81,3.49,4.22,129.66
L2,L222,ACACME,4.8,,b,18.0864,0.84,2.65,1.81,3.49,4.22,366.828
L2,L222,ACACME,9.4,M,M,69.3626,1.1,2.74,1.64,5.18,5.67,972.924
L2,L222,ACACME,7,,b,38.465,1.1,2.74,1.64,5.18,5.67,656.7
L2,L222,ACACME,8.1,,b,51.50385,1.1,2.74,1.64,5.18,5.67,801.636
L2,L222,ACACME,5.6,,b,24.6176,1.1,2.74,1.64,5.18,5.67,472.236
L2,L222,ACACME,6.2,,b,30.1754,1.1,2.74,1.64,5.18,5.67,551.292
L2,L222,ACACME,7.3,,b,41.83265,1.1,2.74,1.64,5.18,5.67,696.228
L2,L222,ACACME,5.7,,b,25.50465,1.1,2.74,1.64,5.18,5.67,485.412
L2,L222,ACACME,7.9,M,M,48.99185,0.95,3.41,2.46,4.63,7.6,775.284
L2,L222,ACACME,7.7,,b,46.54265,0.95,3.41,2.46,4.63,7.6,748.932
L2,L222,ACACME,6.6,,b,34.1946,0.95,3.41,2.46,4.63,7.6,603.996
L2,L222,ACACME,4.5,,b,15.89625,0.95,3.41,2.46,4.63,7.6,327.3
L2,L222,ACACME,11.3,M,M,100.23665,1.22,3.63,2.41,7.41,11.89,1223.268
L2,L222,ACACME,7.3,,b,41.83265,1.22,3.63,2.41,7.41,11.89,696.228
L2,L222,ACACME,7.8,,b,47.7594,1.22,3.63,2.41,7.41,11.89,762.108
L2,L222,ACACME,7.8,,b,47.7594,1.22,3.63,2.41,7.41,11.89,762.108
L2,L222,ACACME,3.8,,b,11.3354,1.22,3.63,2.41,7.41,11.89,235.068
L2,L222,ACACME,5.6,,b,24.6176,1.22,3.63,2.41,7.41,11.89,472.236
L2,L222,ACACME,6.3,,b,31.15665,1.22,3.63,2.41,7.41,11.89,564.468
L2,L222,ACACME,5.7,,b,25.50465,1.22,3.63,2.41,7.41,11.89,485.412
L2,L222,ACACME,6.6,M,M,34.1946,1.22,3.93,2.71,6.75,12.21,603.996
L2,L222,ACACME,5.1,,b,20.41785,1.22,3.93,2.71,6.75,12.21,406.356
L2,L222,ACACME,4.3,,b,14.51465,1.22,3.93,2.71,6.75,12.21,300.948
L2,L222,ACACME,5.6,,b,24.6176,1.22,3.93,2.71,6.75,12.21,472.236
