month,site,management,survey_point,vegetation_height,floral_species_richness,floral_percentage_cover,air_temperature,wind_speed,bumblebee_species_richness,bumblebee_abundance,butterfly_species_richness,butterfly_abundance,hoverfly_abundance,moth_abundance,hq_habitat_1km,hq_habitat_500m,wlf_density_1km,wlf_density_500m
august,M,cut,116,5,1,50,20.5,0.9,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
august,M,cut,117,8,1,10,18.5,2.1,0,0,1,1,0,0,86.9,84.4,0.00925967,0.009409142
august,M,cut,118,22,0,0,20.6,0,0,0,0,0,0,4,86.9,84.4,0.00925967,0.009409142
august,M,cut,119,17,0,0,20.5,1.1,1,1,0,0,0,1,86.9,84.4,0.00925967,0.009409142
august,M,cut,120,24,0,0,21.4,0,0,0,0,0,0,1,86.9,84.4,0.00925967,0.009409142
august,N,cut,121,13,2,31,20.3,4.8,0,0,0,0,1,0,95.1,81,0.01053808,0.011447154
august,N,cut,122,46,2,40,21.7,2.3,1,1,0,0,3,0,95.1,81,0.01053808,0.011447154
august,N,cut,123,32,1,50,22.3,5.6,1,1,1,1,1,0,95.1,81,0.01053808,0.011447154
august,N,cut,124,51,1,40,23.9,3,1,1,0,0,0,0,95.1,81,0.01053808,0.011447154
august,N,cut,125,11,2,7,23.3,2.5,0,0,0,0,1,0,95.1,81,0.01053808,0.011447154
august,N,cut,126,28,1,25,22.9,7,0,0,1,1,2,0,95.1,81,0.01053808,0.011447154
august,N,cut,127,18,2,46,23.3,7.4,0,0,1,1,1,0,95.1,81,0.01053808,0.011447154
august,N,cut,128,42,1,10,23.5,4.2,0,0,0,0,0,2,95.1,81,0.01053808,0.011447154
august,N,cut,129,41,2,12,23.5,4.4,0,0,1,1,0,0,95.1,81,0.01053808,0.011447154
august,N,cut,130,14,1,10,27.9,1.7,0,0,1,2,0,0,95.1,81,0.01053808,0.011447154
august,O,cut,131,14,0,0,18.8,2.4,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
august,O,cut,132,22,0,0,18.1,2.5,0,0,0,0,1,0,99.1,96.7,0.01291239,0.013358868
august,O,cut,133,14,0,0,18.4,1.7,0,0,0,0,1,0,99.1,96.7,0.01291239,0.013358868
august,O,cut,134,14,0,0,19,0,0,0,0,0,0,2,99.1,96.7,0.01291239,0.013358868
august,O,cut,135,25,0,0,18.3,0,0,0,0,0,1,0,99.1,96.7,0.01291239,0.013358868
august,O,cut,136,21,0,0,18.1,0,0,0,0,0,0,2,99.1,96.7,0.01291239,0.013358868
august,O,cut,137,9,0,0,20.6,0,0,0,0,0,0,1,99.1,96.7,0.01291239,0.013358868
august,O,cut,138,17,0,0,19.7,1.3,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
august,O,cut,139,25,0,0,19.3,1.1,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
august,O,cut,140,31,0,0,19.9,0,0,0,0,0,1,0,99.1,96.7,0.01291239,0.013358868
september,A,cut,1,44,0,0,16.3,1.1,0,0,0,0,0,1,54.4,34.7,0.00913823,0.010767858
september,A,cut,2,46,0,0,14.8,2.2,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,3,9,0,0,15.8,1.5,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,4,41,0,0,16.2,0.8,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,5,23,0,0,16.5,0,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,6,16,0,0,18.6,0.9,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,7,31,0,0,20.6,1.6,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,8,9,0,0,20.3,1.7,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,9,24,0,0,18.9,4.1,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,A,cut,10,13,0,0,17.1,5.1,0,0,0,0,0,0,54.4,34.7,0.00913823,0.010767858
september,B,cut,11,26,0,0,18.2,0.7,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,12,11,0,0,18.5,2.3,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,13,10,0,0,19,0.9,0,0,0,0,1,0,99.5,100,0.01049109,0.009029056
september,B,cut,14,16,0,0,18.3,8.2,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,15,36,0,0,18.3,4.4,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,16,19,0,0,18,3.7,0,0,1,1,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,17,5,0,0,19.3,1.7,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,18,24,0,0,19,0.9,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,19,21,0,0,18.4,2.6,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,B,cut,20,13,0,0,18.4,5.2,0,0,0,0,0,0,99.5,100,0.01049109,0.009029056
september,C,cut,21,5,0,0,17.7,1.3,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,22,8,0,0,16,2.4,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,23,2,0,0,15.6,2.7,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,24,6,0,0,16.4,2.6,0,0,1,1,0,0,49,22,0.00713116,0.009509214
september,C,cut,25,3,0,0,16.9,1,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,26,1,0,0,17.9,1.6,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,27,2,0,0,17.5,3.3,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,28,2,0,0,17.5,3.7,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,29,2,0,0,19.3,0.9,0,0,0,0,0,0,49,22,0.00713116,0.009509214
september,C,cut,30,8,0,0,19.5,1.3,0,0,0,0,1,0,49,22,0.00713116,0.009509214
september,D,cut,31,19,0,0,15.6,2.8,0,0,0,0,1,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,32,24,1,1,16.7,1.9,0,0,0,0,0,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,33,33,0,0,15.1,4.5,0,0,0,0,0,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,34,25,1,5,17.7,2.9,0,0,0,0,1,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,35,26,0,0,20.5,1.4,0,0,0,0,1,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,36,18,1,10,18.3,2.4,0,0,0,0,0,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,37,38,1,40,21,2.4,0,0,0,0,3,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,38,24,0,0,17.9,0.9,0,0,0,0,0,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,39,28,0,0,17.7,1.9,0,0,0,0,1,0,38.4,42.7,0.00736901,0.009526737
september,D,cut,40,22,0,0,17.8,1.1,0,0,0,0,1,0,38.4,42.7,0.00736901,0.009526737
september,E,cut,41,8,0,0,14.7,1.3,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,42,12,0,0,14.4,1.8,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,43,5,0,0,15.2,0.9,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,44,7,0,0,14.5,0.8,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,45,6,0,0,16,0,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,46,5,0,0,16.9,0,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,47,7,0,0,17.8,0,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,48,6,0,0,17,0,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,49,5,0,0,15.5,2.4,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,E,cut,50,3,0,0,17.1,1.3,0,0,0,0,0,0,36.1,28.8,0.01246919,0.012015911
september,F,cut,51,34,0,0,21.6,4.8,1,1,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,52,22,1,2,21.7,4.5,1,1,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,53,41,0,0,21.6,4.5,0,0,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,54,13,0,0,21.7,7.7,0,0,1,1,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,55,77,1,30,21.8,4.7,0,0,1,1,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,56,66,0,0,24.8,5.1,0,0,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,57,39,1,2,21.7,4.3,0,0,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,58,49,2,2,23,5.1,0,0,1,1,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,59,104,2,12,25.2,5.1,0,0,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,F,cut,60,99,1,10,26.5,1.4,0,0,0,0,0,0,49.8,42.3,0.00853738,0.008240911
september,G,grazing,61,12,1,3,20.2,1.2,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,62,7,0,0,19.2,0,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,63,5,0,0,21.6,0,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,64,12,0,0,20.3,1.1,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,65,6,0,0,19.9,0,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,66,11,0,0,21.5,0.9,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,67,16,0,0,18.7,2.2,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,68,8,1,1,19.3,0.7,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,69,14,0,0,21.6,0,0,0,0,0,0,0,90.9,99.4,0.01264476,0.012737767
september,G,grazing,70,10,0,0,20.4,0,0,0,1,1,0,0,90.9,99.4,0.01264476,0.012737767
september,H,cut,71,9,0,0,19.3,0.9,0,0,0,0,1,0,18.3,31,0.00902662,0.009075512
september,H,cut,72,6,0,0,18.4,1.1,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,73,7,0,0,18.6,1.2,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,74,6,0,0,19.4,0.8,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,75,13,0,0,17.9,3.6,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,76,10,1,1,18,2.4,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,77,6,0,0,19,1.1,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,78,12,0,0,19,1.5,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,79,7,0,0,19.1,1.1,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,H,cut,80,10,1,1,18.5,1.8,0,0,0,0,0,0,18.3,31,0.00902662,0.009075512
september,I,grazing,81,5,1,1,23,0,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,82,4,1,3,21.5,1,0,0,1,1,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,83,1,0,0,23.1,0,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,84,4,0,0,20.7,0.7,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,85,4,1,1,22.6,0,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,86,6,0,0,21.9,0.8,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,87,8,0,0,24,0.8,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,88,4,0,0,23.5,1,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,89,2,0,0,27.4,0,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,I,grazing,90,3,1,2,23.5,0,0,0,0,0,0,0,57.7,51.5,0.01299173,0.010969038
september,J,cut,141,16,0,0,21.5,3.7,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,142,7,0,0,21,1.8,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,143,16,0,0,17.8,1.9,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,144,19,0,0,20.6,0.7,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,145,9,0,0,20.4,1.8,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,146,11,0,0,20.9,1,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,147,15,0,0,21.7,1.4,0,0,1,1,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,148,17,0,0,21,2.9,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,149,6,0,0,21.9,1.2,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,J,cut,150,12,0,0,21.9,1.1,0,0,0,0,0,0,98.6,95.7,0.01080354,0.011016961
september,L,cut,101,32,1,5,20.4,1.9,0,0,0,0,4,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,102,18,1,20,21.3,1.1,0,0,0,0,1,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,103,16,1,5,21.3,2.5,0,0,0,0,3,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,104,16,0,0,22,0.9,0,0,0,0,0,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,105,17,0,0,21.4,3.2,0,0,0,0,0,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,106,4,0,0,21.1,2.7,0,0,0,0,2,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,107,20,1,5,20.8,2.8,0,0,0,0,2,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,108,36,0,0,22.8,1.8,0,0,1,1,0,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,109,33,1,1,20.1,2.3,0,0,0,0,2,0,79.7,72.8,0.00951243,0.008258403
september,L,cut,110,28,0,0,21.2,1.4,0,0,1,1,1,0,79.7,72.8,0.00951243,0.008258403
september,M,cut,111,13,0,0,22.8,2.2,1,1,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,112,19,1,10,21.9,2.6,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,113,16,0,0,22.9,2.3,0,0,0,0,1,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,114,14,0,0,22.7,2.1,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,115,8,0,0,22.4,1.8,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,116,17,0,0,23.3,2.3,0,0,0,0,3,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,117,24,0,0,21.6,0,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,118,26,1,50,23,0,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,119,11,1,5,24.2,0,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,M,cut,120,29,0,0,23.7,0,0,0,0,0,0,0,86.9,84.4,0.00925967,0.009409142
september,N,cut,121,7,0,0,22.5,0.9,0,0,0,0,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,122,12,0,0,24.4,1.2,0,0,0,0,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,123,5,0,0,23.3,3.8,0,0,1,1,1,0,95.1,81,0.01053808,0.011447154
september,N,cut,124,5,0,0,24.7,0.8,0,0,1,1,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,125,3,0,0,24.9,0,0,0,0,0,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,126,5,0,0,26.4,0,0,0,1,1,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,127,12,0,0,25,1.7,0,0,0,0,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,128,3,0,0,25.8,0,0,0,0,0,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,129,3,0,0,24.4,0,0,0,0,0,0,0,95.1,81,0.01053808,0.011447154
september,N,cut,130,7,0,0,26.1,1.2,0,0,1,1,0,0,95.1,81,0.01053808,0.011447154
september,O,cut,131,20,0,0,16,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,132,15,0,0,15.9,0.8,0,0,0,0,1,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,133,14,0,0,16.3,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,134,14,0,0,16.8,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,135,21,0,0,16.6,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,136,13,0,0,19.8,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,137,8,0,0,23.4,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,138,12,0,0,22.5,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,139,8,0,0,21.6,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
september,O,cut,140,15,0,0,21.1,0,0,0,0,0,0,0,99.1,96.7,0.01291239,0.013358868
