"article_id","column","comment","category"
"10_1111_1365_2435_14354","data_availability_comment","Paper text: ""Illumina sequencing data have been deposited with links to BioProject accession number PRJNA952620 in the NCBI BioProject database"". NCBI BioProject is not among metacheck's supported repo_check providers, so repo_check never attempted this accession at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","NCBI_GENBANK"
"10_1111_1365_2745_13653","data_availability_comment","Paper text: ""The data and the R scripts used to run the analyses and generate figures are available at https://figshare.com/s/995026552f37a7390045."" This is a Figshare private/anonymous ""share link"" (figshare.com/s/...) holding both data and code together, a different URL format from the standard figshare.com/articles/... pattern repo_check's Figshare matcher expects; repo_check has zero rows for this paper.","SPLIT_DOI_EXTRACTION"
"10_1002_pan3_10187","data_availability_comment","Paper's own availability statement: ""Data are archived on RADAR, the Oxford Brookes University open access data repository, via this link: https://doi.org/10.24384/t3zb-qz22 (Van Hamme et al., 2021)."" Cites a real Other repo/database (RADAR) repository (https://doi.org/10.24384/t3zb-qz22). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_12883","data_availability_comment","Paper text: ""All data have been archived and made publically available via the University of Illinois, Illinois Data Bank: https://doi.org/10.13012/b2idb-0478588_v2 (Price, Spyreas, & Matthews, 2017)."" repo_check found zero files for this paper -- it never located/checked this repository.","UNSUPPORTED_REPO"
"10_1111_1365_2435_14696","data_availability_comment","Paper text cites the data at Zenodo, but the DOI string is corrupted by PDF extraction: ""https://doi. org/ 10.5281/ ZENODO.13986711"" has embedded spaces inserted mid-DOI, breaking it as a parseable URL. repo_check has zero rows for this paper -- the malformed DOI was never resolved into a real repository, not evidence the data doesn't exist.","SPLIT_DOI_EXTRACTION"
"10_1002_2688_8319_12159","data_availability_comment","Paper text: ""Data deposited in Enlighten: Research Data http://doi.org/10.5525/gla.researchdata.1303 (Kavwele et al., 2022)"" (University of Glasgow's institutional repository). This provider is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13728","data_availability_comment","Paper text: ""Raw data for Sphagnum traits, microbial communities and traits ... can be accessed through the Figshare repository: https://doi.org/10.6084/m9.figshare.c.5191493 (Jassey et al., 2021)."" repo_check found zero files for this paper -- it never located/checked this Figshare DOI.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2664_13347","data_availability_comment","Paper text: ""Data available from Edinburgh Napier University Repository https://doi.org/10.17869/enu.2019.1497843 (White, Lee, Roberts, & Cole, 2019)."" An institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14138","data_availability_comment","Reference list: ""Toomes, A., ... (2021). Data from: Drivers of the Australian native pet trade ... Figshare Dataset. https://doi.org/10.6084/m9.figshare.16436379.v2."" repo_check found zero files for this paper -- it never located/checked this Figshare DOI. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1111_1365_2435_14479","data_availability_comment","Paper's own availability statement: ""The data are available from Pangaea Data Repository: https://doi.org/10.1594/PANGAEA.962593 & https://doi.org/10.1594/PANGAEA.962841."" Cites a real Other repo/database (PANGAEA) repository (https://doi.org/10.1594/PANGAEA.962593 (+962841)). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","PANGAEA"
"10_1111_1365_2656_12775","data_availability_comment","Paper text: ""The Sightings database...for the Macquarie Island Elephant Seals are available from the Australian Antarctic Data Centre, https://data.aad.gov.au/metadata/records/TAGS_Elephant_Seals (Burton, Van Den Hoff, & Hindell, 2017)"". The Australian Antarctic Data Centre is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13970","data_availability_comment","Paper's own availability statement: ""Data are available on the BEF-China data portal: https://data.botanik.uni-halle.de/bef-china/datasets/655."" Cites a real Other repo/database (BEF-China) repository (https://data.botanik.uni-halle.de/bef-china/datasets/655). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13185","data_availability_comment","Paper text: ""The data are archived at MetaboLights: https://www.ebi.ac.uk/metabolights/MTBLS544 (Ristok et al., 2019)."" repo_check found zero files for this paper -- it never located/checked this EBI MetaboLights repository.","UNSUPPORTED_REPO"
"10_1111_2041_210x_13063","data_availability_comment","Paper's own availability statement: ""Data used for this study are archived in the University of Gloucestershire Repository http://eprints.glos.ac.uk/id/eprint/5772."" Cites a real Other repo/database (Univ. of Gloucestershire) repository (http://eprints.glos.ac.uk/id/eprint/5772). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14421","data_availability_comment","Paper states ""Data available from the Edinburgh Napier Repository https://doi.org/10.17869/enu.2023.3069847""; repo_check's summary_table shows repo_n=0 -- this institutional repository was never detected.","UNSUPPORTED_REPO"
"10_1111_2041_210x_14104","data_availability_comment","Paper text: ""Data used in this study are available at IUPUI DataWorks https://doi.org/10.7912/D2/27 (Badirli, Picard, et al., 2021)."" IUPUI DataWorks is an institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2435_13523","data_availability_comment","Paper text: ""Data available from the Research Data Australia (RDA) online portal: http://handle.unsw.edu.au/1959.4/resource/collection/resdatac_1003/1"". This institutional handle-based portal is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2656_12846","data_availability_comment","Paper text: ""The dataset and results of PEAKSQ and Scaffold analyses are publicly accessible at the CAMP Proteome Repository, Massive and ProteomeXchange"" and ""CAMP proteome repository under accession number CAMPDDA00041."" These specialized proteomics databases are not platforms repo_check recognizes; repo_check has zero rows for this paper.","NCBI_GENBANK"
"10_1111_1365_2664_13013","data_availability_comment","Paper's own availability statement: ""Data available from the Cefas datahub https://doi.org/10.14466/cefasdatahub.43 (Thompson, 2017)."" Cites a real Other repo/database (Cefas) repository (https://doi.org/10.14466/cefasdatahub.43). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2435_14284","data_availability_comment","Paper text (partly truncated by extraction): ""All data and associated scripts used in this study are available on [Zenodo]"", matching the reference list: ""Shah, A. A. et al. (2023)... Zenodo. https://doi.org/10.5281/zenodo.7573829."" Data and scripts together are explicitly claimed in one Zenodo repository, but repo_check has zero rows for this paper -- entirely missed. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1111_1365_2435_13629","data_availability_comment","Paper states ""All data are archived at the Manaaki Whenua data repository at https://doi.org/10.7931/8v94-zh60""; repo_check's summary_table shows repo_n=0 -- this repository was never detected.","UNSUPPORTED_REPO"
"10_1111_1365_2435_13360","data_availability_comment","Paper text: ""Supplementary data supporting this manuscript are available at https://hdl.handle.net/10411/6Q1YDC (Verhagen, 2019)"", a DataverseNL deposit. DataverseNL is not a platform repo_check recognizes; repo_check has zero rows for this paper. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1111_2041_210x_12871","data_availability_comment","Paper text: ""The data is accessible at the Electronic Research Data Archive at the University of Copenhagen (UCPH ERDA). http://www.erda.dk/public/archives/..."" ERDA is an institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2435_13255","data_availability_comment","Paper's own availability statement: ""All data used in this manuscript have been uploaded to the Senckenberg Data and Metadata Repository ... https://doi.org/10.12761/SGN.2018.10268 (Quitian, Santillan, Bender, et al., 2018b)."" Cites a real Other repo/database (Senckenberg) repository (https://doi.org/10.12761/SGN.2018.10268). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2664_13890","data_availability_comment","Paper text: ""Data available from DIGITAL.CSIC Repository: Plant population..."" (Spanish National Research Council's institutional repository). DIGITAL.CSIC is not among metacheck's supported repo_check providers, so repo_check never attempted this repository at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14063","data_availability_comment","Paper's own availability statement: ""Data on diet composition supporting this paper available via EnviDat v.0.1 repository https://doi.org/10.16904/envidat.249 (Casanelles-...)."" Cites a real Other repo/database (EnviDat) repository (https://doi.org/10.16904/envidat.249). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14470","data_availability_comment","Paper states ""Data available from the OFB data repository https://ged.ofb.fr/share/s/mv2wsi4jToOSJg0N2Co5vg""; repo_check's summary_table shows repo_n=0 -- this French-agency share-link repository was never detected.","UNSUPPORTED_REPO"
"10_1111_2041_210x_14093","data_availability_comment","Paper states ""The data, files and code used to conduct our analysis...have been archived at the Purdue University Research Repository (https://doi.org/10.4231/RF5H-C895)""; repo_check's summary_table shows repo_n=0 -- this institutional repository was never detected.","UNSUPPORTED_REPO"
"10_1111_1365_2664_13708","data_availability_comment","Paper text: ""Data available via University of Leeds Repository https://doi.org/10.5518/833 (Brown & Holden, 2020)"". This institutional repository is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1002_pan3_10170","data_availability_comment","Paper text: ""The data...are archived at the public platform the Swedish National Data Service website at https://doi.org/10.5878/22y8-p614."" repo_check has zero rows for this paper -- SND is not a platform repo_check's URL-matcher recognizes, so this DOI was never detected/fetched at all.","UNSUPPORTED_REPO"
"10_1111_1365_2435_13611","data_availability_comment","Paper text: ""Raw sequences have been deposited in the NCBI Sequence Read Archive under the BioProject accession number PRJNA550037"" and ""the rest of the data is available through the envidat.ch data portal...https://doi.org/10.16904/envidat.152"". Neither NCBI SRA nor envidat.ch (Swiss WSL data portal) is among metacheck's supported repo_check providers, so repo_check never attempted either at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","NCBI_GENBANK"
"10_1111_1365_2656_13042","data_availability_comment","Paper text: ""Data associated with this paper are deposited in the Purdue University Research Repository: https://doi.org/10.4231/BVZE-3057 (Hoverman & Gallagher, 2019)"". This institutional repository is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14271","data_availability_comment","Paper text: DNA sequences deposited in GenBank under accession numbers OP038566-OP038624 etc. GenBank is a sequence database, not a platform repo_check recognizes as a code/data repository; repo_check has zero rows for this paper.","NCBI_GENBANK"
"10_1111_1365_2656_13767","data_availability_comment","Paper text: ""Data available from the World Spider Trait database... https://doi.org/10.57758/0p0v-gj43"" plus GenBank accessions. The World Spider Trait database is not a platform repo_check recognizes; repo_check has zero rows for this paper.","NCBI_GENBANK"
"10_1111_1365_2656_13065","data_availability_comment","Paper text: ""16S rRNA amplicon sequence data are available from the NCBI SRA (accession number PRJNA506340)"", ""Microsatellite loci sequences are logged in NCBI GenBank under accession numbers MF987878 to MF987887"", and ""Raw Illumina sequencing data...is deposited in the NCBI SRA (accession number PRJNA528609)"". Neither NCBI SRA nor GenBank is among metacheck's supported repo_check providers, so repo_check never attempted any of these accessions, leaving repo_check$table empty and producing mc_data_availability=FALSE.","NCBI_GENBANK"
"10_1002_2688_8319_12280","data_availability_comment","Paper text: ""Data not found in the Supplementary Material can be accessed at https://doi.org/10.5066/P9FEN91Q (Yelenik & Warneke, 2023)."" repo_check found zero files for this paper -- it never located/checked this DOI.","SUPPLEMENTARY_MATERIALS"
"10_1111_2041_210x_13547","data_availability_comment","Paper's own availability statement: ""The Paris 12 dataset is available on Zenodo (Machon, 2020)""; ""The codes to perform SBCE probability estimation are available on Zenodo (Louvet, 2020), as well as on a GitHub repository."" Cites a real Zenodo repository (https://doi.org/10.5281/zenodo.3770339 (data) + zenodo.4314518 (code)). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13308","data_availability_comment","Paper states ""all code is provided through the Data Repository of University of Minnesota and available at https://doi.org/10.13020/q3y6-h459"" and ""Data and R code used in this manuscript are archived with the [same repository]""; repo_check's summary_table shows repo_n=0 -- this institutional repository was never detected.","UNSUPPORTED_REPO"
"10_1002_pan3_10117","data_availability_comment","Paper text: ""Data underlying all the results presented in this paper are archived and will be freely available at the University of Derby's online research archive at https://derby.openrepository.com/handle/10545/624822 (UDORA, 2020) after a 12-month embargo after publication."" An institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13000","data_availability_comment","Paper states ""The data used in the analyses are available at PANGAEA: https://doi.pangaea.de/10.1594/PANGAEA.888585...PANGAEA.888584""; repo_check's summary_table shows repo_n=0 -- these PANGAEA deposits were never detected.","PANGAEA"
"10_1111_1365_2664_13711","data_availability_comment","Paper text: ""Data available from the Purdue University Research Repository (PURR), https://doi.org/10.4231/XA35-0802 (Olaya-Arenas, Scharf, & Kaplan, 2020)."" An institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2745_12858","data_availability_comment","Paper text names the specific data sources and their access points: ""Phenology and precipitation data: CTFS-ForestGEO Data Management (http://www.forestgeo.si.edu/group/Data/Access+the+data)"" and ""Temperature data: NASA-Earth Observing System Data and Information System (https://earthdata.nasa.gov/)"". Neither CTFS-ForestGEO nor NASA EOSDIS is among metacheck's supported repo_check providers, so repo_check never attempted either at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14513","data_availability_comment","Paper text: ""Data available via the Illinois Data Bank https://doi.org/10.13012/B2IDB-8891496_V1"". The Illinois Data Bank is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1002_pan3_10220","data_availability_comment","Broader search of the full paper text found the actual DAS, missed by standard keyword filtering: ""Quantitative data from the interviews are publicly available through Lancaster University https://doi.org/10.17635/lancaster/researchdata/464 (Woodhead et al., 2021)""; repo_check's summary_table confirms repo_n=0 (this institutional repository was never detected).","UNSUPPORTED_REPO"
"10_1111_1365_2745_13865","data_availability_comment","Paper text: ""The data are freely available on the Natural Environment Research Council (NERC) Environmental Information Data Centre (https://doi.org/10.5285/d5ea9e2c-f053-4631-aead-a8a5557488c6)."" NERC EIDC is not a platform repo_check recognizes; repo_check has zero rows for this paper. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1111_2041_210x_12894","data_availability_comment","Paper text: ""The data is available through the Knowledge Network for Biocomplexity (http://knb.ecoinformatics.org; idenitfier knb.1404.1)."" repo_check found zero files for this paper -- it never located/checked the KNB repository the paper explicitly names.","UNSUPPORTED_REPO"
"10_1111_1365_2745_14050","data_availability_comment","Paper text: ""Data for this article have been deposited at the Environmental Data [Initiative]"" (sentence truncated by paragraph extraction but clearly names a real archive). repo_check found zero files for this paper -- it never located/checked this repository.","UNSUPPORTED_REPO"
"10_1111_1365_2656_13078","data_availability_comment","Paper text: ""Biologging and stable isotope data are publically available through the Australian Antarctic Data Centre: https://data.aad.gov.au/metadata/records/AAS_4087_Fulmarine_petrel_tracking_study..."". AADC is not a platform repo_check recognizes; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1002_pan3_10185","data_availability_comment","The paper's reference list cites four separate University College London (UCL Discovery) datasets with real DOIs (e.g. https://doi.org/10.5522/04/13469022.v1), matching the in-text statement that interview data ""are also available online at University College [London]."" UCL Discovery is an institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2656_12939","data_availability_comment","Paper text: ""DATA AVAILABILITY Data are available in the Pangaea repository: https://doi.org/doi.pangaea.de/10.1594/pangaea.895965 (Demann & Wegner, 2018)"". PANGAEA is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","PANGAEA"
"10_1111_1365_2745_13986","data_availability_comment","Paper text: ""Raw data have been deposited in the Sequence Read Archive (SRA) under the BioProject accession no. [...]"". NCBI's Sequence Read Archive is not among metacheck's supported repo_check providers, so repo_check never attempted this accession at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","NCBI_GENBANK"
"10_1111_1365_2435_13980","data_availability_comment","Paper text: ""Repository https://doi.org/10.25422/azu.data.16823602 (Zhang et al., 2021)"", the University of Arizona Research Data Repository. An institutional repository not recognized by repo_check; repo_check has zero rows for this paper.","TEXT_EXTRACTION_TRUNCATED"
"10_1111_1365_2745_13085","data_availability_comment","Paper's own availability statement: ""Data available from the Dryad Digital Repository"" (Tomlinson, Sterck, Barbosa, de Bie, Prins & van Langevelde, 2018). Cites a real Dryad repository (doi.org/10.5061/dryad.745...). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","TEXT_EXTRACTION_TRUNCATED"
"10_1111_1365_2664_14198","data_availability_comment","Paper text: ""Data available via the University of Stirling dataSTORRE http://hdl.handle.net/11667/195 (Jones et al., 2022)."" repo_check found zero files for this paper -- it never located/checked this institutional repository.","UNSUPPORTED_REPO"
"10_1111_1365_2656_13439","data_availability_comment","Paper's own availability statement: ""The datasets generated during this study are available in the VTechData repository https://doi.org/10.7294/WSDX-AJ44 (Langwig, 2021)."" Cites a real Other repo/database (VTechData) repository (https://doi.org/10.7294/WSDX-AJ44). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1002_pan3_10252","data_availability_comment","Paper text: ""The data that support the analysis of this study are available from the publicly accessible repository, NERC Environmental Information Data Centre: https://doi.org/10.5285/a924f41c-ae29-427c-8113-aebe6bc2d349 (Jackson-Bué et al., 2021)"". NERC EIDC is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all (no matching gated_repos entry either, confirming a genuine miss rather than a fetch error), leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2664_13146","data_availability_comment","Paper text: ""Data are available from the Centre for Ecology and Hydrology. https://doi.org/10.5285/c4806e25-5325-4b01-8066-91a8fb55eb41 (Plummer & Siriwardena, 2018)."" repo_check found zero files for this paper -- it never located/checked this CEH DOI.","SUPPLEMENTARY_MATERIALS"
"10_1111_1365_2745_12772","data_availability_comment","Paper's own availability statement: ""Sequences were deposited to the MG-RAST server (http://metagenomics.anl.gov/) and are available to the public (accession numbers from 4686814.3 to 4687035.3)."" Cites a real Other repo/database (MG-RAST) repository (http://metagenomics.anl.gov/). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","NCBI_GENBANK"
"10_1111_1365_2664_13179","data_availability_comment","Paper text: ""Data available via USGS data release https://doi.org/10.5066/f78w3c7w (Guest et al. 2018)."" USGS Data Release is not a platform repo_check recognizes; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2435_14022","data_availability_comment","Paper text: ""Data and R scripts (Joncour et al., 2022) are available from Dryad"", with the reference list giving the resolvable DOI https://doi.org/10.5061/dryad.1g1jwstzd. repo_check found zero files for this paper -- it never located/checked this Dryad DOI (the in-text link is a temporary reviewer share-link, but a permanent DOI exists in the reference list).","TEXT_EXTRACTION_TRUNCATED"
"10_1002_pan3_10491","data_availability_comment","Paper states ""The data used in this study are available online at University College London's Research Data Repository: https://doi.org/10.5522/04/23217572.v1""; repo_check's summary_table shows repo_n=0 -- this repository was never detected.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13470","data_availability_comment","Paper text: ""All tree and liana data are deposited in the ForestPlots.net database (Lopez-Gonzalez, Lewis, Burkitt, & Phillips, 2011)."" repo_check found zero files for this paper -- it never located/checked this ForestPlots.net database. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1111_1365_2656_12921","data_availability_comment","Paper text: ""This is a simulation study, and data-derived life-history trait values used to simulate analyses are all included in the manuscript."" There is no external repository -- all values are given directly within the article text/tables. Cooper's Yes reflects this in-article availability, while metacheck's check requires an external, checkable repository URL, which does not exist here (repo_check found zero files, correctly).","SUPPLEMENTARY_MATERIALS"
"10_1111_1365_2435_14106","data_availability_comment","Reference list cites an NCBI deposit: ""Qu, Z. L. ... (2022). Data from: Impacts of near-natural management in eucalyptus plantations ... The National Center for Biotechnology Information (NCBI) with Access No..."" (accession truncated by extraction). repo_check found zero files for this paper -- it never located/checked this NCBI repository.","NCBI_GENBANK"
"10_1111_1365_2656_12672","data_availability_comment","Cooper's own data_archive classification for this paper is 'Supplementary materials' (not an external repository), and no external repository/DOI text was found anywhere (only generic 'Supplementary results'). repo_check found zero files, consistent with there being no external, checkable repository. Cooper's Yes and metacheck's No answer different questions: 'is data available anywhere, including as attached supplementary files' vs 'is there a checkable external repository'.","SUPPLEMENTARY_MATERIALS"
"10_1111_1365_2435_14138","data_availability_comment","Paper text: 'The raw reads of microbiome sequencing were deposited in NCBI under the project of PRJNA776093' and 'genome sequencing...PRJNA754495.' Data is cited via bare NCBI BioProject accession numbers, not a URL/DOI; repo_check's text-extraction looks for repo_urls, not accession-number patterns, so it never checked NCBI at all. repo_check found/listed nothing for this paper.","NCBI_GENBANK"
"10_1111_1365_2435_13897","data_availability_comment","Paper text: ""The data that support the findings of this study are publicly available at the USGS ScienceBase online data repository platform https://doi.org/10.5066/P9OKKJ1B (Havrilla & Munson, 2021)."" repo_check found zero files for this paper -- it never located/checked this ScienceBase DOI.","USGS_SCIENCEBASE"
"10_1111_1365_2664_14691","data_availability_comment","Paper text: ""The raw sequence data are available from the NCBI BioProject database...under BioProject PRJNA1059992"" and ""The research data are available from the PlutoF data repository, at https://doi.org/10.15156/BIO/2959323 (Runnel et al., 2024)"". Neither NCBI BioProject nor PlutoF is among metacheck's supported repo_check providers, so repo_check never attempted either at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","NCBI_GENBANK"
"10_1111_1365_2435_12895","data_availability_comment","Cooper's own data_archive classification for this paper is 'Supplementary materials' (not an external repository), and the only availability-related text found is generic ('presented as supplementary material (Fig. S7)', 'Supplementary figures and tables'). repo_check found zero files, consistent with there being no external, checkable repository -- data appears to live only in the article's own Supporting Information files, which repo_check is not designed to check (no URL to visit). Cooper's Yes and metacheck's No are answering different questions: 'is data available anywhere, including as attached supplementary files' vs 'is there a checkable external repository'.","SUPPLEMENTARY_MATERIALS"
"10_1111_1365_2656_14007","data_availability_comment","Paper's own availability statement: ""Data available from the DIGITAL.CSIC https://doi.org/10.20350/digitalCSIC/15508 (Viana et al., 2023)."" Cites a real Other repo/database (DIGITAL.CSIC) repository (https://doi.org/10.20350/digitalCSIC/15508). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_12882","data_availability_comment","Paper text: ""Data presented in this article have been archived in the Arctic Data Center (Sullivan, 2012) https://arcticdata.io/catalog/#view/urn:uuid:3dc91064-7b8b-4308-b949-a361b7146baa."" Arctic Data Center is not a platform repo_check recognizes, and this URL is a catalog-view link keyed by a URN rather than a simple DOI; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2435_14484","data_availability_comment","Paper's own availability statement: ""The raw data were generated by Shanghai Majorbio Bio-pharm Technology Co., Ltd and deposited in the NCBI Sequence Read Archive database."" Cites a real Other repo/database (NCBI SRA) repository. repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","NCBI_GENBANK"
