"row_id","article_id","data_availability","data_archive","data_doi","data_license","data_download","data_format","data_README","code_used","code_archived","code_download","code_language","code_README","mc_data_availability","mc_data_archive","mc_data_doi","mc_data_license","mc_data_download","mc_data_format","mc_data_README","mc_code_used","mc_code_archived","mc_code_download","mc_code_language","mc_code_README","cooper_any_readme","mc_any_readme","disagreements","data_availability_verdict","data_availability_comment","data_archive_verdict","data_archive_comment","data_license_verdict","data_license_comment","data_download_verdict","data_download_comment","code_archived_verdict","code_archived_comment","code_download_verdict","code_download_comment","any_readme_verdict","any_readme_comment","reviewed"
"10_1111_1365_2656_13677","10_1111_1365_2656_13677","Yes","Dryad","Yes","Yes","Yes",".Rdata","Yes","Yes","Yes","Yes","R","Yes",TRUE,"Dryad","doi:10.5061/dryad.6wwpzgn1j",TRUE,TRUE,".rdata",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","the Data Availability Statement explicitly states ""Data and scripts are available from the Dryad Digital Repository"", confirming code is present; metacheck likely missed this because the code is bundled inside the same Dryad data archive rather than listed at a separate code-specific link",NA,NA,NA,NA,TRUE
"10_1111_1365_2664_13237","10_1111_1365_2664_13237","Yes","Dryad","Yes","Yes","Yes",".RDS","Yes","Yes","Yes","Yes","R","Yes",TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","an exhaustive keyword search of the full paper text found zero mention of code, scripts, or software anywhere including in the Methods section; only data appears to have been archived",NA,NA,"DIFFERENT_DEFINITION","Archive-only: repo_check's file listing for this paper is a single compressed archive (.zip/.rar/...) with no separate top-level file. repo_check's own peek_zips=TRUE default DOES try to read a zip's file listing remotely without downloading it, so a README bundled inside is not automatically invisible -- but that peek attempt evidently failed for this specific archive. Confirmed structural cause for Dryad-hosted zips: the peek's HTTP Range request is unauthenticated and Dryad's file-download endpoint returns 401 Unauthorized without an OAuth token, so the peek can never succeed there. For Zenodo/other platforms the failure cause is not yet fully pinned down (see the issue's discussion). Filed as https://github.com/scienceverse/metacheck/issues/378. DIFFERENT_DEFINITION rather than a verdict: resolving this needs a code fix (authenticated peek requests, at minimum for Dryad), not a judgement call on this specific paper.",TRUE
"10_1111_1365_2435_13388","10_1111_1365_2435_13388","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv;.txt","Yes","Yes","Yes","Yes","R","No",TRUE,"Dryad","doi:10.5061/dryad.6ts275n",TRUE,TRUE,".csv;.txt",FALSE,NA,TRUE,TRUE,"R",FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2664_12991","10_1111_1365_2664_12991","Yes","Other repo/database","No",NA,"Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","UNCLEAR","No data-availability statement of any kind was found even in a broad full-text search (only generic Supporting Information boilerplate and unrelated ""light availability"" ecology sentences); repo_check independently found no repository (repo_n=0). Cannot confirm the basis for Cooper's Yes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCLEAR","No repository of any kind was identified for this paper in text or by repo_check (repo_n=0); cannot confirm the basis for Cooper's Yes for a readme.",TRUE
"10_1111_1365_2664_13771","10_1111_1365_2664_13771","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv","No","No",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Data are available in the Manaaki Whenua - Landcare Research DataStore website https://doi.org/10.7931/txgn-m318 (Orwin et al., 2020)."" repo_check found zero files for this paper -- it never located/checked this DataStore DOI.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13527","10_1111_2041_210x_13527",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R;C/C++","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""No data have been used in this paper, other than the contents of the PSPManalysis package available on CRAN (https://CRAN.R-project.org/package=PSPManalysis)"" -- the paper's only ""code"" is the CRAN package itself. CRAN is not among metacheck's supported repo_check providers (only zenodo/github/figshare/osf/dryad/dataverse/researchdata4tu/gitlab), so repo_check never attempted this URL at all, leaving repo_check$table/code_check$table empty and producing mc_code_archived=FALSE.",NA,NA,"COOPER_RIGHT","Same unsupported-provider gap: the paper's code lives entirely in the CRAN package PSPManalysis, and CRAN is not a repo_check-supported provider, so no file listing or doc_role signal was ever generated for this paper (CRAN packages conventionally ship a README/vignette, consistent with Cooper's Yes).",TRUE
"10_1111_2041_210x_13591","10_1111_2041_210x_13591","Yes","Dryad","Yes",NA,"Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R","No",TRUE,"Dryad","doi:10.5061/dryad.p8cz8w9px",TRUE,TRUE,".csv",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","the Data Availability Statement explicitly states ""All data and code for this study are available at https://doi.org/10.5061/dryad.p8cz8w9px""; metacheck incorrectly reported No",NA,NA,NA,NA,TRUE
"10_1111_1365_2656_13069","10_1111_1365_2656_13069","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO (NERC EIDC) | Paper's own availability statement: ""Data presented in this manuscript are available at: https://doi.org/10.5285/52b6b432-8f69-4b08-8a47-04e40f656f55 and https://doi.org/10.5285/54b722a7-7cda-4817-86a5-b96ad0bb4ae7 (Mugabo et al., 2019a, 2019b)."" Cites a real Other repo/database (EIDC) repository (https://doi.org/10.5285/52b6b432-8f69-4b08-8a47-04e40f656f55). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.",TRUE
"10_1002_2688_8319_12241","10_1002_2688_8319_12241","Yes","Supplementary materials","No","No","Yes",".doc(x)","No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","DIFFERENT_DEFINITION","The paper's own text states: ""All the data and methods for this manuscript are contained within the methods and supplemental materials"" -- consistent with Cooper's data_archive=""Supplementary materials"", not an external repository. metacheck's repo_check pipeline only checks cited external repository links, not in-manuscript supplementary files, so it structurally cannot register this as ""available"" even though the data genuinely is shared (just not via a checkable URL).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1002_pan3_10291","10_1002_pan3_10291","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv;.doc(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.0zpc866zj",TRUE,NA,".zip",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Archive-only: repo_check's file listing for this paper is a single compressed archive (.zip/.rar/...) with no separate top-level file. repo_check's own peek_zips=TRUE default DOES try to read a zip's file listing remotely without downloading it, so a README bundled inside is not automatically invisible -- but that peek attempt evidently failed for this specific archive. Confirmed structural cause for Dryad-hosted zips: the peek's HTTP Range request is unauthenticated and Dryad's file-download endpoint returns 401 Unauthorized without an OAuth token, so the peek can never succeed there. For Zenodo/other platforms the failure cause is not yet fully pinned down (see the issue's discussion). Filed as https://github.com/scienceverse/metacheck/issues/378. DIFFERENT_DEFINITION rather than a verdict: resolving this needs a code fix (authenticated peek requests, at minimum for Dryad), not a judgement call on this specific paper.",TRUE
"10_1111_1365_2435_14140","10_1111_1365_2435_14140","Yes","Zenodo","Yes","Yes","Yes",".xls(x)","No","Yes","No",NA,NA,NA,TRUE,"Zenodo","10.5281/zenodo.6645415",TRUE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_download[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,"UNCLEAR","data_check marked the Crocodylian Functional Trait Database.xlsx as tabular_usable=FALSE -- the file downloaded but could not be parsed usably. Could be a genuine remaining Excel-parsing edge case (distinct from the already-fixed multi-sheet issue, #379) or a different file-specific problem; cannot confirm which without direct file inspection.",NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13536","10_1111_2041_210x_13536","No, but they are available on request",NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","MATLAB","No",TRUE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,"MATLAB",FALSE,FALSE,FALSE,"data_availability[cooper=No,mc=Yes]","COOPER_RIGHT","The Zenodo repository (4288793) contains only 4 MATLAB .m analysis scripts, no data files. The paper's own text confirms: 'Animal vocal datasets were obtained from the published literature and the various authors of those studies' -- this paper's own repository is code-only, reusing others' already-published data. Same mc_data_availability files_n>0 limitation as 10_1111_1365_2745_14155.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2664_14569","10_1111_1365_2664_14569","Yes","Zenodo","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Zenodo","10.5281/zenodo.10401914",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README may reflect this Zenodo record's `description` field -- checked live 2026-09-02 against a sample of 6 real Zenodo records from this miss set and found genuine variation (sometimes a study summary, sometimes contact metadata, sometimes file-by-file documentation, sometimes empty), i.e. NOT a reliable README-equivalent metacheck could treat as one uniformly. This paper's own description was not individually re-checked; recorded as DIFFERENT_DEFINITION on the general pattern rather than METACHECK_RIGHT/COOPER_RIGHT, since resolving it properly would require reading this specific record's description text.",TRUE
"10_1111_2041_210x_13174","10_1111_2041_210x_13174","Yes","GitHub, GitLab, Codeberg or similar platform","No","Unsure","Yes",".RDS","Unsure","Yes","Yes","Yes","R","No",TRUE,"Figshare;GitHub, GitLab, Codeberg or similar platform","10.6084/m9.figshare.7445840.v1",TRUE,TRUE,".csv;.irr;.jaz;.jazirrad;.procspec;.spc;.tcm;.transmission;.trm;.ttt;.txt;.xls;.zip",TRUE,NA,TRUE,TRUE,"R",TRUE,FALSE,TRUE,"any_readme[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","GitHub repository rmaia/pavo (an R package) plus a separate Figshare dataset (10.6084/m9.figshare.7445840). repo_check's file listing shows BOTH a README.md and a README.qmd on the GitHub side -- code_archived=Yes on both sides, and Cooper coded code_README=No (data_README=""Unsure""). A GitHub R-package repository having a README is very much the norm (most CRAN/GitHub packages ship one); Cooper's No for the code README looks like a miss, not a case of genuine absence.",TRUE
"10_1111_1365_2435_14235","10_1111_1365_2435_14235","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.fn2z34tzd",TRUE,TRUE,".csv",TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"code_archived[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","the Data Availability Statement only mentions ""All data are available at Dryad Digital Repository""; the only code-like mention in the text (""ImageJ scripts...available at http://www.opensourceov.org"") is a citation to a third-party published technique/tool website, not code archived by this paper's own authors",NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13785","10_1111_2041_210x_13785","Yes","Zenodo","Yes","Unsure","Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","SPLIT-DOI EXTRACTION ARTIFACT | Paper text: ""Code and data for all analyses (Xirocostas et al., 2021) and the ZAX Herbivory Trainer (Debono, 2021) are archived on Zenodo"", with explicit DOIs 10.5281/zenodo.5746655 and 10.5281/zenodo.5746183. repo_check found zero files for this paper -- it never located/checked either Zenodo repository.",NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same Zenodo repositories explicitly described as containing 'Code and data'; repo_check never located either.",NA,NA,"COOPER_RIGHT","Same root cause: repo_check never located the Zenodo repositories the paper cites, so no README evidence could ever be recorded.",TRUE
"10_1111_2041_210x_14073","10_1111_2041_210x_14073","Yes","Other repo/database","Unsure","Unsure","Yes",".txt","No","Yes","Yes","Yes","R;Shell","Yes",TRUE,"GitHub, GitLab, Codeberg or similar platform",NA,FALSE,TRUE,".csv;.fasta;.rdata",TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"data_archive[cooper=Other repo/database,mc=GitHub, GitLab, Codeberg or similar platform]",NA,NA,"COOPER_RIGHT","the Data Availability Statement states ""Raw sequence data for this project have been submitted to NCBI's SRA archive under accession number PRJNA885053"", correctly ""Other repo/database""; the GitHub link found in Results (""Further model and bioinformatic details are available on GitHub"") is for code/model details, not the sequence data, so metacheck appears to have conflated the two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2664_14398","10_1111_1365_2664_14398","Yes","Zenodo","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Zenodo","10.5281/zenodo.4020697;10.5281/zenodo.7740421",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README may reflect this Zenodo record's `description` field -- checked live 2026-09-02 against a sample of 6 real Zenodo records from this miss set and found genuine variation (sometimes a study summary, sometimes contact metadata, sometimes file-by-file documentation, sometimes empty), i.e. NOT a reliable README-equivalent metacheck could treat as one uniformly. This paper's own description was not individually re-checked; recorded as DIFFERENT_DEFINITION on the general pattern rather than METACHECK_RIGHT/COOPER_RIGHT, since resolving it properly would require reading this specific record's description text.",TRUE
"10_1111_1365_2664_13811","10_1111_1365_2664_13811","Yes","GitHub, GitLab, Codeberg or similar platform","No","No","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"GitHub, GitLab, Codeberg or similar platform",NA,FALSE,TRUE,".csv",TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"code_archived[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,"UNCLEAR","the Data Availability Statement says ""Data available via Github https://github.com/birdoptera/Honey_bee_antagonism"", explicitly naming only ""Data"" rather than code; however GitHub repositories commonly bundle analysis scripts alongside data, so metacheck's live-repo check may have legitimately found code files there that the paper text (which mentions only ""data"") does not describe",NA,NA,NA,NA,TRUE
"10_1002_pan3_10674","10_1002_pan3_10674","Yes",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,"data_availability[cooper=Yes,mc=No]","DIFFERENT_DEFINITION","The paper's own text states: ""This is not publically available, in order to protect respondents' anonymity, and in keeping with our research ethics approvals."" Cooper's Yes for data_availability appears to reflect that the paper contains a Data Availability Statement addressing the question (even though it declines to share), while metacheck's mc_data_availability specifically requires a discoverable, checkable repository -- which correctly does not exist here, since the authors deliberately withheld the data. All of Cooper's other columns for this row (archive/doi/license/etc.) are NA, consistent with there being no actual repository to evaluate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2435_13887","10_1111_1365_2435_13887","Yes","Dryad","Yes","Yes","Yes",".xls(x);.dat","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.18931zcxr",TRUE,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_download[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","All 20 Dryad files (repo doi:10.5061/dryad.18931zcxr) were successfully downloaded (file_location non-NA for all 20), so the download attempt itself succeeded -- consistent with Cooper's Yes. But mc_data_download requires tabular_usable==TRUE (per 03_recreate_cooper_columns.R), and every file is flagged tabular_usable=FALSE (""100% of columns are free text, not variables""); inspecting the actual cached file (Bout12_1.dat) confirms it interleaves per-subject metadata headers with irregular numeric blocks rather than a clean rows/columns table, so this classification is defensible. Cooper's Yes likely reflects successful download/availability, while mc_data_download additionally requires the data be parseable as clean tabular data -- a stricter, different question.",NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2664_13141","10_1111_1365_2664_13141","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R","No",TRUE,"Dryad","doi:10.5061/dryad.2d0g778",TRUE,TRUE,".csv",FALSE,NA,TRUE,TRUE,"R",FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2656_13608","10_1111_1365_2656_13608","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv;.vcf","Yes","Yes","No",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"code_archived[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","the Data Availability Statement explicitly confirms ""The code used to generate the results is available at GitHub: https://github.com/hmito/TempSwimSpeed""; Cooper's ""No"" appears to be an error",NA,NA,NA,NA,TRUE
"10_1111_1365_2656_13115","10_1111_1365_2656_13115","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.v5s547r",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_2041_210x_13644","10_1111_2041_210x_13644","Yes","Other repo/database","No","No","Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R;Perl","Yes",TRUE,"Dryad;OSF","doi:10.5061/dryad.q5p7g;doi:10.5061/dryad.wpzgmsbhr",TRUE,TRUE,".csv;.xls;.xlsx",TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"data_license[cooper=No,mc=Yes];data_archive[cooper=Other repo/database,mc=Dryad;OSF]",NA,NA,"METACHECK_RIGHT","The paper cites three repositories (OSF + 2 Dryad datasets); mc correctly lists Dryad and OSF among them, matching the paper's own text.","METACHECK_RIGHT","Both Dryad repositories cited genuinely report license=CC0-1.0 via their own metadata.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13880","10_1111_2041_210x_13880","Yes","Other repo/database","Yes","Unsure","Yes",".jpg","Yes","No",NA,NA,NA,NA,TRUE,"Other repo/database","doi:10.18739/A2BZ61933",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","UNSUPPORTED REPO | repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.",TRUE
"10_1111_1365_2745_13857","10_1111_1365_2745_13857","Yes","Figshare","Yes","Unsure","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Figshare","10.6084/m9.figshare.19143083.v1",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README may reflect this Figshare article's `description` field -- checked live 2026-09-02 against a sample of 10 real Figshare articles from this miss set and found genuine variation (roughly 2 of 10 had real file-by-file documentation, the rest were abstract/methods-style summaries indistinguishable from Dryad's pattern), i.e. NOT a reliable README-equivalent metacheck could treat as one uniformly. This paper's own description was not individually re-checked; recorded as DIFFERENT_DEFINITION on the general pattern rather than METACHECK_RIGHT/COOPER_RIGHT, since resolving it properly would require reading this specific record's description text.",TRUE
"10_1002_pan3_10249","10_1002_pan3_10249","Yes","Other repo/database","No","Unsure","Yes",".xls(x)","No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text: ""We have archived anonymised data used in the models in the Oxford University Research Archive at [URL] (Hinsley, 2021)."" (The URL text is garbled by PDF extraction, concatenated with an unrelated citation URL.) An institutional repository not recognized by repo_check, compounded by extraction noise; repo_check has zero rows for this paper. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2745_13064","10_1111_1365_2745_13064","Yes","Zenodo","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","SPLIT-DOI EXTRACTION ARTIFACT | repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.",TRUE
"10_1111_1365_2745_13288","10_1111_1365_2745_13288","Yes","Dryad;Other repo/database","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text: ""Isotope and functional gene data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.3cq612 (Guerrieri et al., 2019)"" (a second data type, 16S sequence data, is separately deposited at NCBI SRA, an unsupported provider). repo_check detected the Dryad DOI (logged in gated_repos, repo_type=dryad) but the fetch errored (""arguments imply differing number of rows: 1, 0""), leaving repo_check$table empty and producing mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","TEXT-EXTRACTION TRUNCATED (DOI cut off mid-string, unrecoverable) | Same Dryad fetch failure (doi:10.5061/dryad.3cq612, ""arguments imply differing number of rows: 1, 0"", logged in gated_repos) explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.",TRUE
"10_1111_2041_210x_13821","10_1111_2041_210x_13821","Yes","Other repo/database","Unsure","Unsure","Yes",".RDS","Unsure","Yes","Yes","Yes","R","Yes",FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];code_archived[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","CODE PACKAGE CITATION (CRAN, not a data repository) | Paper text: ""Data and code are archived in the Data Repository of the University of Minnesota (Hodel & Fieberg, 2022)... https://doi.org/10.13020/1f35-rn20."" Both data and code are explicitly archived together at this institutional repository, which is not a platform repo_check recognizes; repo_check has zero rows for this paper. (The cylcop R package is also mentioned as available on CRAN, but the paper's own explicit ""archived"" data+code snapshot is the University of Minnesota repository.)",NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same University of Minnesota Data Repository explicitly claimed to hold the paper's code as well as its data (""Data and code are archived in the Data Repository of the University of Minnesota""); repo_check has zero rows for this paper, so the code was never found either.",NA,NA,"COOPER_RIGHT","Same repo-detection miss: the University of Minnesota Data Repository was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
