"doi","journal","year","paper_number","article_id","source","ok"
"10.1111/1365-2656.13089","Journal of Animal Ecology","2019","3894","10_1111_1365_2656_13089","wiley_proxy","TRUE"
"10.1111/1365-2745.13997","Journal of Ecology","2022","2753","10_1111_1365_2745_13997","wiley_proxy","TRUE"
"10.1111/1365-2656.13583","Journal of Animal Ecology","2021","2307","10_1111_1365_2656_13583","wiley_proxy","TRUE"
"10.1002/pan3.10076","People and Nature","2020","6762","10_1002_pan3_10076","wiley_proxy","TRUE"
"10.1111/1365-2435.13476","Functional Ecology","2019","4206","10_1111_1365_2435_13476","wiley_proxy","TRUE"
"10.1111/2041-210X.13318","Methods in Ecology and Evolution","2019","1408","10_1111_2041_210x_13318","wiley_proxy","TRUE"
"10.1111/1365-2745.13568","Journal of Ecology","2021","5344","10_1111_1365_2745_13568","europepmc","TRUE"
"10.1111/1365-2656.13801","Journal of Animal Ecology","2022","2084","10_1111_1365_2656_13801","wiley_proxy","TRUE"
"10.1111/1365-2745.13257","Journal of Ecology","2019","2587","10_1111_1365_2745_13257","wiley_proxy","TRUE"
"10.1111/1365-2745.13491","Journal of Ecology","2020","1055","10_1111_1365_2745_13491","wiley_proxy","TRUE"
"10.1111/1365-2664.14074","Journal of Applied Ecology","2021","112","10_1111_1365_2664_14074","wiley_proxy","TRUE"
"10.1111/1365-2656.13677","Journal of Animal Ecology","2022","3379","10_1111_1365_2656_13677","wiley_proxy","TRUE"
"10.1111/1365-2664.13237","Journal of Applied Ecology","2018","2238","10_1111_1365_2664_13237","wiley_proxy","TRUE"
"10.1111/1365-2435.13388","Functional Ecology","2019","4159","10_1111_1365_2435_13388","wiley_proxy","TRUE"
"10.1111/1365-2664.12991","Journal of Applied Ecology","2017","2754","10_1111_1365_2664_12991","europepmc","TRUE"
"10.1111/1365-2664.13771","Journal of Applied Ecology","2020","3895","10_1111_1365_2664_13771","wiley_proxy","TRUE"
"10.1111/2041-210X.13527","Methods in Ecology and Evolution","2020","4044","10_1111_2041_210x_13527","wiley_proxy","TRUE"
"10.1111/2041-210X.13591","Methods in Ecology and Evolution","2021","6858","10_1111_2041_210x_13591","wiley_proxy","TRUE"
"10.1111/1365-2656.13069","Journal of Animal Ecology","2019","95","10_1111_1365_2656_13069","europepmc","TRUE"
"10.1002/pan3.10576","People and Nature","2024","1216","10_1002_pan3_10576","wiley_proxy","TRUE"
"10.1002/2688-8319.12241","Ecological Solutions and Evidence","2023","1232","10_1002_2688_8319_12241","wiley_proxy","TRUE"
"10.1002/pan3.10291","People and Nature","2021","1409","10_1002_pan3_10291","wiley_proxy","TRUE"
"10.1111/1365-2435.14140","Functional Ecology","2022","2308","10_1111_1365_2435_14140","wiley_proxy","TRUE"
"10.1111/2041-210X.13536","Methods in Ecology and Evolution","2020","8109","10_1111_2041_210x_13536","wiley_proxy","TRUE"
"10.1111/1365-2664.14569","Journal of Applied Ecology","2023","1047","10_1111_1365_2664_14569","wiley_proxy","TRUE"
"10.1111/1365-2664.13893","Journal of Applied Ecology","2021","113","10_1111_1365_2664_13893","wiley_proxy","TRUE"
"10.1002/2688-8319.12029","Ecological Solutions and Evidence","2020","3896","10_1002_2688_8319_12029","wiley_proxy","TRUE"
"10.1002/2688-8319.12107","Ecological Solutions and Evidence","2021","184","10_1002_2688_8319_12107","wiley_proxy","TRUE"
"10.1111/1365-2664.14534","Journal of Applied Ecology","2023","86","10_1111_1365_2664_14534","wiley_proxy","TRUE"
"10.1111/1365-2745.14148","Journal of Ecology","2023","206","10_1111_1365_2745_14148","wiley_proxy","TRUE"
"10.1111/2041-210X.13174","Methods in Ecology and Evolution","2019","1199","10_1111_2041_210x_13174","wiley_proxy","TRUE"
"10.1111/2041-210X.14469","Methods in Ecology and Evolution","2024","1048","10_1111_2041_210x_14469","wiley_proxy","TRUE"
"10.1002/pan3.10776","People and Nature","2024","1016","10_1002_pan3_10776","wiley_proxy","TRUE"
"10.1111/1365-2435.14235","Functional Ecology","2022","8090","10_1111_1365_2435_14235","wiley_proxy","TRUE"
"10.1111/1365-2664.14609","Journal of Applied Ecology","2024","10","10_1111_1365_2664_14609","wiley_proxy","TRUE"
"10.1111/1365-2435.14491","Functional Ecology","2023","3897","10_1111_1365_2435_14491","wiley_proxy","TRUE"
"10.1111/1365-2664.13469","Journal of Applied Ecology","2019","5495","10_1111_1365_2664_13469","wiley_proxy","TRUE"
"10.1111/2041-210X.14165","Methods in Ecology and Evolution","2023","115","10_1111_2041_210x_14165","wiley_proxy","TRUE"
"10.1111/1365-2745.13340","Journal of Ecology","2019","146","10_1111_1365_2745_13340","wiley_proxy","TRUE"
"10.1111/2041-210X.13785","Methods in Ecology and Evolution","2021","2085","10_1111_2041_210x_13785","wiley_proxy","TRUE"
"10.1111/2041-210X.14073","Methods in Ecology and Evolution","2023","2044","10_1111_2041_210x_14073","wiley_proxy","TRUE"
"10.1002/2688-8319.12101","Ecological Solutions and Evidence","2021","4207","10_1002_2688_8319_12101","wiley_proxy","TRUE"
"10.1111/1365-2435.13654","Functional Ecology","2020","2309","10_1111_1365_2435_13654","wiley_proxy","TRUE"
"10.1111/1365-2664.13687","Journal of Applied Ecology","2020","5365","10_1111_1365_2664_13687","wiley_proxy","TRUE"
"10.1111/1365-2664.14398","Journal of Applied Ecology","2023","3268","10_1111_1365_2664_14398",NA,NA
"10.1111/1365-2664.13811","Journal of Applied Ecology","2021","5345","10_1111_1365_2664_13811","wiley_proxy","TRUE"
"10.1002/pan3.10674","People and Nature","2024","94","10_1002_pan3_10674","wiley_proxy","TRUE"
"10.1111/1365-2435.13887","Functional Ecology","2021","1031","10_1111_1365_2435_13887","wiley_proxy","TRUE"
"10.1111/1365-2664.13867","Journal of Applied Ecology","2021","1233","10_1111_1365_2664_13867","wiley_proxy","TRUE"
"10.1111/1365-2664.13141","Journal of Applied Ecology","2018","4045","10_1111_1365_2664_13141","wiley_proxy","TRUE"
"10.1111/1365-2664.14616","Journal of Applied Ecology","2024","114","10_1111_1365_2664_14616","wiley_proxy","TRUE"
"10.1111/1365-2435.13866","Functional Ecology","2021","66","10_1111_1365_2435_13866","wiley_proxy","TRUE"
"10.1111/2041-210X.14027","Methods in Ecology and Evolution","2022","3301","10_1111_2041_210x_14027","wiley_proxy","TRUE"
"10.1111/1365-2656.13608","Journal of Applied Ecology","2023","5683","10_1111_1365_2656_13608","wiley_proxy","TRUE"
"10.1002/pan3.10690","People and Nature","2024","1717","10_1002_pan3_10690","wiley_proxy","TRUE"
"10.1111/1365-2435.13443","Functional Ecology","2019","2045","10_1111_1365_2435_13443","wiley_proxy","TRUE"
"10.1111/2041-210X.13404","Methods in Ecology and Evolution","2020","207","10_1111_2041_210x_13404","wiley_proxy","TRUE"
"10.1002/pan3.10678","People and Nature","2024","4208","10_1002_pan3_10678","wiley_proxy","TRUE"
"10.1111/1365-2664.13525","Journal of Applied Ecology","2019","8040","10_1111_1365_2664_13525","wiley_proxy","TRUE"
"10.1111/1365-2656.13115","Journal of Animal Ecology","2019","3898","10_1111_1365_2656_13115","wiley_proxy","TRUE"
"10.1111/2041-210X.13644","Methods in Ecology and Evolution","2021","2508","10_1111_2041_210x_13644","wiley_proxy","TRUE"
"10.1111/1365-2664.13618","Journal of Applied Ecology","2020","1643","10_1111_1365_2664_13618","europepmc","TRUE"
"10.1111/2041-210X.13880","Methods in Ecology and Evolution","2022","7889","10_1111_2041_210x_13880","wiley_proxy","TRUE"
"10.1111/1365-2664.13929","Journal of Applied Ecology","2021","2310","10_1111_1365_2664_13929","wiley_proxy","TRUE"
"10.1111/1365-2435.13455","Functional Ecology","2019","1504","10_1111_1365_2435_13455","wiley_proxy","TRUE"
"10.1111/1365-2435.13731","Functional Ecology","2020","1032","10_1111_1365_2435_13731","wiley_proxy","TRUE"
"10.1111/1365-2656.13929","Journal of Animal Ecology","2023","185","10_1111_1365_2656_13929","wiley_proxy","TRUE"
"10.1111/1365-2664.13712","Journal of Applied Ecology","2020","1399","10_1111_1365_2664_13712","wiley_proxy","TRUE"
"10.1111/1365-2664.13483","Journal of Applied Ecology","2019","2046","10_1111_1365_2664_13483","wiley_proxy","TRUE"
"10.1111/1365-2745.13857","Journal of Ecology","2022","4080","10_1111_1365_2745_13857","wiley_proxy","TRUE"
"10.1002/pan3.10249","People and Nature","2021","1234","10_1002_pan3_10249","wiley_proxy","TRUE"
"10.1111/1365-2656.12880","Journal of Animal Ecology","2018","208","10_1111_1365_2656_12880","wiley_proxy","TRUE"
"10.1111/1365-2435.13208","Functional Ecology","2018","2047","10_1111_1365_2435_13208","wiley_proxy","TRUE"
"10.1111/2041-210X.14125","Methods in Ecology and Evolution","2023","1017","10_1111_2041_210x_14125","wiley_proxy","TRUE"
"10.1111/1365-2745.13064","Journal of Ecology","2018","7312","10_1111_1365_2745_13064","wiley_proxy","TRUE"
"10.1111/1365-2745.13030","Journal of Ecology","2018","1720","10_1111_1365_2745_13030","wiley_proxy","TRUE"
"10.1111/1365-2745.13288","Journal of Ecology","2019","4209","10_1111_1365_2745_13288","wiley_proxy","TRUE"
"10.1111/2041-210X.13459","Methods in Ecology and Evolution","2020","4081","10_1111_2041_210x_13459","wiley_proxy","TRUE"
"10.1111/2041-210X.13821","Methods in Ecology and Evolution","2022","2048","10_1111_2041_210x_13821","europepmc","TRUE"
"10.1111/1365-2745.13512","Journal of Ecology","2020","2509","10_1111_1365_2745_13512","wiley_proxy","TRUE"
"10.1111/2041-210X.14172","Methods in Ecology and Evolution","2023","1049","10_1111_2041_210x_14172",NA,NA
"10.1111/1365-2656.12900","Journal of Animal Ecology","2018","5346","10_1111_1365_2656_12900","wiley_proxy","TRUE"
"10.1111/1365-2664.13566","Journal of Applied Ecology","2020","1235","10_1111_1365_2664_13566","wiley_proxy","TRUE"
"10.1111/1365-2745.14340","Journal of Ecology","2024","1644","10_1111_1365_2745_14340","wiley_proxy","TRUE"
"10.1111/1365-2435.13964","Functional Ecology","2021","2049","10_1111_1365_2435_13964","wiley_proxy","TRUE"
"10.1111/1365-2664.14090","Journal of Applied Ecology","2021","1018","10_1111_1365_2664_14090","wiley_proxy","TRUE"
"10.1111/2041-210X.14417","Methods in Ecology and Evolution","2024","209","10_1111_2041_210x_14417","wiley_proxy","TRUE"
"10.1111/1365-2435.13327","Functional Ecology","2019","5366","10_1111_1365_2435_13327","wiley_proxy","TRUE"
"10.1111/2041-210X.14448","Methods in Ecology and Evolution","2024","1718","10_1111_2041_210x_14448","wiley_proxy","TRUE"
"10.1111/1365-2664.14438","Journal of Applied Ecology","2023","6834","10_1111_1365_2664_14438","wiley_proxy","TRUE"
"10.1111/1365-2435.13091","Functional Ecology","2018","1200","10_1111_1365_2435_13091","wiley_proxy","TRUE"
"10.1111/2041-210X.13516","Methods in Ecology and Evolution","2020","1019","10_1111_2041_210x_13516","wiley_proxy","TRUE"
"10.1111/1365-2656.13431","Journal of Animal Ecology","2021","4082","10_1111_1365_2656_13431","europepmc","TRUE"
"10.1111/1365-2745.13537","Journal of Ecology","2020","1836","10_1111_1365_2745_13537","wiley_proxy","TRUE"
"10.1111/1365-2435.13979","Functional Ecology","2022","1645","10_1111_1365_2435_13979","wiley_proxy","TRUE"
"10.1111/2041-210X.13364","Methods in Ecology and Evolution","2020","210","10_1111_2041_210x_13364","wiley_proxy","TRUE"
"10.1111/1365-2745.13275","Journal of Ecology","2019","6835","10_1111_1365_2745_13275","wiley_proxy","TRUE"
"10.1111/1365-2745.13300","Journal of Ecology","2019","3908","10_1111_1365_2745_13300","wiley_proxy","TRUE"
"10.1111/2041-210X.13501","Methods in Ecology and Evolution","2020","1033","10_1111_2041_210x_13501","wiley_proxy","TRUE"
"10.1111/1365-2656.13516","Journal of Animal Ecology","2021","4225","10_1111_1365_2656_13516","wiley_proxy","TRUE"
"10.1111/1365-2664.14445","Journal of Applied Ecology","2023","1201","10_1111_1365_2664_14445","wiley_proxy","TRUE"
"10.1111/1365-2435.13141","Functional Ecology","2018","7313","10_1111_1365_2435_13141","wiley_proxy","TRUE"
"10.1111/2041-210X.13470","Methods in Ecology and Evolution","2020","6836","10_1111_2041_210x_13470","wiley_proxy","TRUE"
"10.1111/1365-2745.14279","Journal of Ecology","2024","1646","10_1111_1365_2745_14279","wiley_proxy","TRUE"
"10.1111/1365-2435.13769","Functional Ecology","2021","1837","10_1111_1365_2435_13769","wiley_proxy","TRUE"
"10.1111/1365-2435.13025","Functional Ecology","2017","1034","10_1111_1365_2435_13025","wiley_proxy","TRUE"
"10.1111/2041-210X.12804","Methods in Ecology and Evolution","2017","6837","10_1111_2041_210x_12804","wiley_proxy","TRUE"
"10.1111/1365-2745.14310","Journal of Ecology","2024","4219","10_1111_1365_2745_14310","wiley_proxy","TRUE"
"10.1111/1365-2435.14658","Functional Ecology","2024","3909","10_1111_1365_2435_14658","wiley_proxy","TRUE"
"10.1111/1365-2745.14193","Journal of Ecology","2023","4083","10_1111_1365_2745_14193","wiley_proxy","TRUE"
"10.1111/1365-2745.13812","Journal of Ecology","2021","7314","10_1111_1365_2745_13812","wiley_proxy","TRUE"
"10.1111/1365-2435.14714","Functional Ecology","2024","2588","10_1111_1365_2435_14714","wiley_proxy","TRUE"
"10.1111/1365-2664.14126","Journal of Applied Ecology","2022","155","10_1111_1365_2664_14126","wiley_proxy","TRUE"
"10.1111/1365-2664.13184","Journal of Applied Ecology","2018","3910","10_1111_1365_2664_13184","wiley_proxy","TRUE"
"10.1111/1365-2664.13172","Journal of Applied Ecology","2018","1838","10_1111_1365_2664_13172","wiley_proxy","TRUE"
"10.1111/2041-210X.13766","Methods in Ecology and Evolution","2021","3304","10_1111_2041_210x_13766","wiley_proxy","TRUE"
"10.1111/1365-2435.12853","Functional Ecology","2017","4701","10_1111_1365_2435_12853","wiley_proxy","TRUE"
"10.1111/1365-2435.13548","Functional Ecology","2020","1035","10_1111_1365_2435_13548","wiley_proxy","TRUE"
"10.1111/1365-2745.13147","Journal of Ecology","2019","7315","10_1111_1365_2745_13147","wiley_proxy","TRUE"
"10.1111/1365-2656.13816","Journal of Animal Ecology","2022","5367","10_1111_1365_2656_13816","wiley_proxy","TRUE"
"10.1111/1365-2745.13924","Journal of Ecology","2022","3911","10_1111_1365_2745_13924","wiley_proxy","TRUE"
"10.1111/1365-2664.14058","Journal of Applied Ecology","2021","3912","10_1111_1365_2664_14058","wiley_proxy","TRUE"
"10.1111/1365-2664.14737","Journal of Applied Ecology","2024","4084","10_1111_1365_2664_14737","wiley_proxy","TRUE"
"10.1002/2688-8319.12343","Ecological Solutions and Evidence","2024","3913","10_1002_2688_8319_12343","wiley_proxy","TRUE"
"10.1111/1365-2435.14724","Functional Ecology","2024","1036","10_1111_1365_2435_14724","wiley_proxy","TRUE"
"10.1111/1365-2745.13993","Journal of Ecology","2022","7316","10_1111_1365_2745_13993","wiley_proxy","TRUE"
"10.1111/1365-2656.12839","Journal of Animal Ecology","2018","3914","10_1111_1365_2656_12839","wiley_proxy","TRUE"
"10.1111/1365-2435.13464","Functional Ecology","2019","6838","10_1111_1365_2435_13464","wiley_proxy","TRUE"
"10.1111/1365-2435.13071","Functional Ecology","2018","7317","10_1111_1365_2435_13071","wiley_proxy","TRUE"
"10.1111/1365-2435.13179","Functional Ecology","2018","3915","10_1111_1365_2435_13179","wiley_proxy","TRUE"
"10.1002/pan3.26","People and Nature","2019","1037","10_1002_pan3_26","wiley_proxy","TRUE"
"10.1111/2041-210X.13967","Methods in Ecology and Evolution","2022","4085","10_1111_2041_210x_13967","wiley_proxy","TRUE"
"10.1111/1365-2745.13149","Journal of Ecology","2019","3916","10_1111_1365_2745_13149","wiley_proxy","TRUE"
"10.1111/2041-210X.13216","Methods in Ecology and Evolution","2019","1038","10_1111_2041_210x_13216","wiley_proxy","TRUE"
"10.1111/1365-2745.12991","Journal of Ecology","2018","7318","10_1111_1365_2745_12991","wiley_proxy","TRUE"
"10.1111/1365-2664.14195","Journal of Applied Ecology","2022","5235","10_1111_1365_2664_14195","wiley_proxy","TRUE"
"10.1111/1365-2435.14664","Functional Ecology","2024","3917","10_1111_1365_2435_14664","wiley_proxy","TRUE"
"10.1111/1365-2656.13847","Journal of Animal Ecology","2022","4086","10_1111_1365_2656_13847","wiley_proxy","TRUE"
"10.1111/1365-2435.14455","Functional Ecology","2023","1039","10_1111_1365_2435_14455","wiley_proxy","TRUE"
"10.1111/1365-2656.13005","Journal of Animal Ecology","2019","4087","10_1111_1365_2656_13005","wiley_proxy","TRUE"
"10.1111/1365-2664.13770","Journal of Applied Ecology","2020","7319","10_1111_1365_2664_13770","wiley_proxy","TRUE"
"10.1111/1365-2664.12967","Journal of Applied Ecology","2017","312","10_1111_1365_2664_12967","wiley_proxy","TRUE"
"10.1111/2041-210X.13428","Methods in Ecology and Evolution","2020","1101","10_1111_2041_210x_13428","wiley_proxy","TRUE"
"10.1111/1365-2664.14695","Journal of Applied Ecology","2024","7320","10_1111_1365_2664_14695","wiley_proxy","TRUE"
"10.1002/2688-8319.12302","Ecological Solutions and Evidence","2024","313","10_1002_2688_8319_12302","wiley_proxy","TRUE"
"10.1111/1365-2664.14105","Journal of Applied Ecology","2021","7321","10_1111_1365_2664_14105","wiley_proxy","TRUE"
"10.1111/1365-2745.13249","Journal of Ecology","2019","4088","10_1111_1365_2745_13249","wiley_proxy","TRUE"
"10.1111/1365-2435.12897","Functional Ecology","2017","4089","10_1111_1365_2435_12897","wiley_proxy","TRUE"
"10.1111/1365-2656.13853","Journal of Animal Ecology","2022","4090","10_1111_1365_2656_13853","europepmc","TRUE"
"10.1111/1365-2745.13457","Functional Ecology","2020","248","10_1111_1365_2745_13457","wiley_proxy","TRUE"
"10.1111/1365-2656.13067","Journal of Animal Ecology","2019","4091","10_1111_1365_2656_13067","wiley_proxy","TRUE"
"10.1111/1365-2745.13238","Journal of Ecology","2019","4092","10_1111_1365_2745_13238","wiley_proxy","TRUE"
"10.1111/2041-210X.13737","Methods in Ecology and Evolution","2021","3410","10_1111_2041_210x_13737","wiley_proxy","TRUE"
"10.1111/1365-2664.14729","Journal of Applied Ecology","2024","4093","10_1111_1365_2664_14729","wiley_proxy","TRUE"
"10.1111/1365-2664.14448","Journal of Applied Ecology","2023","4094","10_1111_1365_2664_14448","wiley_proxy","TRUE"
"10.1111/1365-2745.13994","Journal of Ecology","2022","2719","10_1111_1365_2745_13994","wiley_proxy","TRUE"
"10.1111/1365-2745.13472","Journal of Ecology","2020","6655","10_1111_1365_2745_13472","wiley_proxy","TRUE"
"10.1111/1365-2745.13406","Journal of Ecology","2020","286","10_1111_1365_2745_13406","wiley_proxy","TRUE"
"10.1111/1365-2435.14456","Functional Ecology","2023","3411","10_1111_1365_2435_14456","wiley_proxy","TRUE"
"10.1111/1365-2435.14504","Functional Ecology","2024","3412","10_1111_1365_2435_14504","wiley_proxy","TRUE"
"10.1111/1365-2435.13855","Functional Ecology","2021","3413","10_1111_1365_2435_13855","wiley_proxy","TRUE"
"10.1111/1365-2745.12985","Journal of Ecology","2018","8000","10_1111_1365_2745_12985","wiley_proxy","TRUE"
"10.1111/1365-2664.12977","Journal of Applied Ecology","2017","8001","10_1111_1365_2664_12977","wiley_proxy","TRUE"
"10.1111/2041-210X.12989","Methods in Ecology and Evolution","2018","6156","10_1111_2041_210x_12989","wiley_proxy","TRUE"
"10.1111/1365-2656.13355","Journal of Animal Ecology","2020","6157","10_1111_1365_2656_13355","wiley_proxy","TRUE"
"10.1111/1365-2745.13871","Journal of Ecology","2022","6158","10_1111_1365_2745_13871","wiley_proxy","TRUE"
"10.1111/1365-2656.12686","Journal of Animal Ecology","2017","6159","10_1111_1365_2656_12686","wiley_proxy","TRUE"
"10.1002/pan3.10402","People and Nature","2022","6160","10_1002_pan3_10402","wiley_proxy","TRUE"
"10.1111/1365-2664.13370","Journal of Applied Ecology","2019","6161","10_1111_1365_2664_13370","wiley_proxy","TRUE"
"10.1111/1365-2435.13283","Functional Ecology","2019","6162","10_1111_1365_2435_13283","wiley_proxy","TRUE"
"10.1111/1365-2435.14727","Functional Ecology","2024","6163","10_1111_1365_2435_14727","wiley_proxy","TRUE"
"10.1111/1365-2745.13517","Journal of Ecology","2020","6164","10_1111_1365_2745_13517","wiley_proxy","TRUE"
"10.1111/1365-2745.13774","Journal of Ecology","2021","6165","10_1111_1365_2745_13774","wiley_proxy","TRUE"
"10.1111/1365-2435.13438","Functional Ecology","2019","6166","10_1111_1365_2435_13438","wiley_proxy","TRUE"
"10.1111/1365-2656.13759","Journal of Animal Ecology","2022","6167","10_1111_1365_2656_13759","wiley_proxy","TRUE"
"10.1111/1365-2435.14323","Functional Ecology","2023","6168","10_1111_1365_2435_14323","wiley_proxy","TRUE"
"10.1111/1365-2435.14089","Functional Ecology","2022","6169","10_1111_1365_2435_14089","wiley_proxy","TRUE"
"10.1111/1365-2664.13324","Journal of Applied Ecology","2019","6170","10_1111_1365_2664_13324","wiley_proxy","TRUE"
"10.1111/1365-2745.13902","Journal of Ecology","2022","1085","10_1111_1365_2745_13902","wiley_proxy","TRUE"
"10.1111/1365-2745.13948","Journal of Ecology","2022","1099","10_1111_1365_2745_13948","wiley_proxy","TRUE"
"10.1111/1365-2435.13098","Functional Ecology","2018","1146","10_1111_1365_2435_13098","wiley_proxy","TRUE"
"10.1111/1365-2745.12842","Journal of Ecology","2017","1148","10_1111_1365_2745_12842","wiley_proxy","TRUE"
"10.1111/1365-2745.14376","Journal of Ecology","2024","1153","10_1111_1365_2745_14376","wiley_proxy","TRUE"
"10.1111/1365-2664.12885","Journal of Applied Ecology","2017","1157","10_1111_1365_2664_12885","wiley_proxy","TRUE"
"10.1111/2041-210X.13029","Methods in Ecology and Evolution","2018","1161","10_1111_2041_210x_13029","wiley_proxy","TRUE"
"10.1111/1365-2435.13796","Functional Ecology","2021","314","10_1111_1365_2435_13796","wiley_proxy","TRUE"
"10.1111/1365-2745.13546","Journal of Ecology","2020","1706","10_1111_1365_2745_13546","wiley_proxy","TRUE"
"10.1111/1365-2435.13993","Functional Ecology","2022","5002","10_1111_1365_2435_13993","wiley_proxy","TRUE"
"10.1111/1365-2435.14233","Functional Ecology","2022","315","10_1111_1365_2435_14233","wiley_proxy","TRUE"
"10.1111/1365-2745.13629","Journal of Ecology","2021","5000","10_1111_1365_2745_13629","wiley_proxy","TRUE"
"10.1111/2041-210X.13875","Methods in Ecology and Evolution","2022","1839","10_1111_2041_210x_13875","wiley_proxy","TRUE"
"10.1111/1365-2656.12847","Journal of Animal Ecology","2018","316","10_1111_1365_2656_12847","wiley_proxy","TRUE"
"10.1111/2041-210X.13503","Methods in Ecology and Evolution","2020","5001","10_1111_2041_210x_13503","wiley_proxy","TRUE"
"10.1111/1365-2656.13771","Journal of Animal Ecology","2022","317","10_1111_1365_2656_13771","europepmc","TRUE"
"10.1111/1365-2745.14263","Journal of Ecology","2024","1840","10_1111_1365_2745_14263","wiley_proxy","TRUE"
"10.1002/pan3.10218","People and Nature","2021","5003","10_1002_pan3_10218","europepmc","TRUE"
"10.1111/2041-210X.14159","Methods in Ecology and Evolution","2023","318","10_1111_2041_210x_14159","wiley_proxy","TRUE"
"10.1002/pan3.10651","People and Nature","2024","5004","10_1002_pan3_10651",NA,NA
"10.1002/pan3.14","People and Nature","2019","1705","10_1002_pan3_14","wiley_proxy","TRUE"
"10.1111/1365-2435.14198","Functional Ecology","2022","319","10_1111_1365_2435_14198","wiley_proxy","TRUE"
"10.1111/2041-210X.13897","Methods in Ecology and Evolution","2022","3269","10_1111_2041_210x_13897","wiley_proxy","TRUE"
"10.1111/1365-2656.14112","Journal of Animal Ecology","2024","3277","10_1111_1365_2656_14112","europepmc","TRUE"
"10.1111/1365-2664.13950","Journal of Applied Ecology","2021","5005","10_1111_1365_2664_13950","wiley_proxy","TRUE"
"10.1111/2041-210X.13384","Methods in Ecology and Evolution","2020","3271","10_1111_2041_210x_13384","wiley_proxy","TRUE"
"10.1111/1365-2664.13016","Journal of Applied Ecology","2017","3273","10_1111_1365_2664_13016","wiley_proxy","TRUE"
"10.1111/1365-2745.14006","Methods in Ecology and Evolution","2024","1769","10_1111_1365_2745_14006","wiley_proxy","TRUE"
"10.1111/1365-2664.14633","Journal of Applied Ecology","2024","1268","10_1111_1365_2664_14633","wiley_proxy","TRUE"
"10.1111/2041-210X.14359","Methods in Ecology and Evolution","2024","7083","10_1111_2041_210x_14359","wiley_proxy","TRUE"
"10.1111/2041-210X.12983","Methods in Ecology and Evolution","2018","7934","10_1111_2041_210x_12983","wiley_proxy","TRUE"
"10.1111/1365-2435.13580","Functional Ecology","2020","5006","10_1111_1365_2435_13580","wiley_proxy","TRUE"
"10.1111/1365-2656.13985","Journal of Animal Ecology","2023","290","10_1111_1365_2656_13985","wiley_proxy","TRUE"
"10.1111/1365-2435.13301","Functional Ecology","2019","5007","10_1111_1365_2435_13301","wiley_proxy","TRUE"
"10.1111/1365-2664.13300","Journal of Applied Ecology","2018","7171","10_1111_1365_2664_13300","wiley_proxy","TRUE"
"10.1111/1365-2664.14420","Journal of Applied Ecology","2023","5008","10_1111_1365_2664_14420","wiley_proxy","TRUE"
"10.1111/2041-210X.14119","Methods in Ecology and Evolution","2023","291","10_1111_2041_210x_14119","wiley_proxy","TRUE"
"10.1111/2041-210X.13571","Methods in Ecology and Evolution","2021","6485","10_1111_2041_210x_13571","wiley_proxy","TRUE"
"10.1111/2041-210X.14428","Methods in Ecology and Evolution","2024","1102","10_1111_2041_210x_14428","wiley_proxy","TRUE"
"10.1111/2041-210X.14089","Methods in Ecology and Evolution","2023","5009","10_1111_2041_210x_14089","wiley_proxy","TRUE"
"10.1111/1365-2664.13903","Journal of Applied Ecology","2021","292","10_1111_1365_2664_13903","wiley_proxy","TRUE"
"10.1111/1365-2664.14163","Journal of Applied Ecology","2022","7172","10_1111_1365_2664_14163","wiley_proxy","TRUE"
"10.1111/1365-2664.13880","Journal of Applied Ecology","2021","293","10_1111_1365_2664_13880","wiley_proxy","TRUE"
"10.1111/1365-2435.13250","Functional Ecology","2018","7173","10_1111_1365_2435_13250","wiley_proxy","TRUE"
"10.1111/1365-2664.14080","Journal of Applied Ecology","2021","1897","10_1111_1365_2664_14080","wiley_proxy","TRUE"
"10.1111/2041-210X.13823","Methods in Ecology and Evolution","2024","7359","10_1111_2041_210x_13823","wiley_proxy","TRUE"
"10.1111/1365-2435.13899","Functional Ecology","2021","294","10_1111_1365_2435_13899","wiley_proxy","TRUE"
"10.1111/1365-2435.14279","Functional Ecology","2023","1281","10_1111_1365_2435_14279","wiley_proxy","TRUE"
"10.1111/1365-2435.12890","Functional Ecology","2017","7174","10_1111_1365_2435_12890","wiley_proxy","TRUE"
"10.1111/1365-2664.13193","Journal of Applied Ecology","2018","3431","10_1111_1365_2664_13193","europepmc","TRUE"
"10.1111/1365-2435.12998","Functional Ecology","2017","6486","10_1111_1365_2435_12998","wiley_proxy","TRUE"
"10.1111/1365-2656.13986","Journal of Animal Ecology","2023","3306","10_1111_1365_2656_13986","wiley_proxy","TRUE"
"10.1111/1365-2656.12693","Journal of Animal Ecology","2017","1202","10_1111_1365_2656_12693","wiley_proxy","TRUE"
"10.1111/1365-2435.13332","Functional Ecology","2019","1282","10_1111_1365_2435_13332","wiley_proxy","TRUE"
"10.1111/2041-210X.14269","Methods in Ecology and Evolution","2023","295","10_1111_2041_210x_14269","wiley_proxy","TRUE"
"10.1111/1365-2664.12901","Journal of Applied Ecology","2017","1203","10_1111_1365_2664_12901","wiley_proxy","TRUE"
"10.1111/1365-2664.14187","Journal of Applied Ecology","2022","3432","10_1111_1365_2664_14187","wiley_proxy","TRUE"
"10.1111/1365-2745.14070","Journal of Ecology","2023","296","10_1111_1365_2745_14070","wiley_proxy","TRUE"
