Season,Trial_Year,Traps_Caught,TrapsEmpty,Team_Code,Area_Code
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,1,1,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,4,T682,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,4,T645,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,4,T645,Area2
September_October,6,0,3,T645,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,4,T645,Area2
September_October,6,0,3,T645,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,4,T682,Area2
September_October,6,0,3,T682,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,4,T682,Area2
September_October,6,0,4,T682,Area2
September_October,6,1,2,T682,Area2
September_October,6,0,3,T682,Area2
September_October,6,0,6,T682,Area2
September_October,6,0,3,T682,Area2
September_October,6,0,3,T682,Area2
September_October,6,0,6,T682,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,1,0,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,1,2,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,6,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,1,T448,Area2
September_October,6,1,4,T448,Area2
September_October,6,0,3,T448,Area2
September_October,6,0,3,T448,Area2
September_October,6,0,3,T448,Area2
September_October,6,0,3,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,5,T696,Area2
September_October,6,2,3,T238,Area2
September_October,6,0,5,T696,Area2
September_October,6,0,5,T696,Area2
September_October,6,0,5,T696,Area2
September_October,6,0,5,T238,Area2
September_October,6,0,5,T238,Area2
September_October,6,0,5,T238,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,1,T850,Area2
September_October,6,1,2,T850,Area2
September_October,6,0,1,T845,Area2
September_October,6,0,3,T845,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,3,T787,Area2
September_October,6,0,4,T696,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,2,T696,Area2
September_October,6,0,6,T787,Area2
September_October,6,0,3,T774,Area2
September_October,6,0,4,T912,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,2,T238,Area2
September_October,6,1,7,T912,Area2
September_October,6,0,3,T774,Area2
September_October,6,0,4,T787,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,2,T696,Area2
September_October,6,0,8,T787,Area2
September_October,6,0,3,T774,Area2
September_October,6,0,4,T109,Area2
September_October,6,0,2,T696,Area2
September_October,6,0,8,T109,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,4,T250,Area2
September_October,6,1,1,T696,Area2
September_October,6,0,8,T250,Area2
September_October,6,1,2,T713,Area2
September_October,6,0,4,T120,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,7,T120,Area2
September_October,6,0,3,T713,Area2
September_October,6,1,3,T119,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,5,T119,Area2
September_October,6,0,3,T713,Area2
September_October,6,0,2,T787,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,10,T787,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,4,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,1,T907,Area2
September_October,6,0,1,T907,Area2
September_October,6,0,1,T907,Area2
September_October,6,0,1,T907,Area2
September_October,6,1,0,T907,Area2
September_October,6,0,1,T907,Area2
September_October,6,0,1,T907,Area2
September_October,6,0,1,T907,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,2,T924,Area2
September_October,6,2,0,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,1,1,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,1,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,1,0,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,1,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,4,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,3,T965,Area2
September_October,6,1,2,T965,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,1,T737,Area2
September_October,6,0,1,T735,Area2
September_October,6,1,0,T735,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,1,T735,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,3,T682,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,3,T645,Area2
September_October,6,0,1,T645,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,4,T965,Area2
September_October,6,1,1,T965,Area2
September_October,6,2,2,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,4,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,1,3,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,4,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,4,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,4,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,4,T965,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,1,1,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,1,T774,Area2
September_October,6,1,1,T774,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T787,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,3,T787,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,4,T774,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T912,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,3,T912,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,4,T774,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T787,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,3,T787,Area2
September_October,6,0,2,T671,Area2
September_October,6,1,3,T774,Area2
September_October,6,0,2,T627,Area2
September_October,6,1,0,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T109,Area2
September_October,6,1,1,T627,Area2
September_October,6,0,4,T109,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,4,T774,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T250,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,4,T250,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,3,T713,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T663,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T120,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,4,T120,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,4,T713,Area2
September_October,6,1,1,T627,Area2
September_October,6,0,1,T663,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T119,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,4,T119,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,4,T713,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,3,T787,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,6,T787,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,1,T737,Area2
September_October,6,0,4,T737,Area2
September_October,6,0,1,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,6,T737,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,1,T735,Area2
September_October,6,0,4,T735,Area2
September_October,6,1,0,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,1,1,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,6,T735,Area2
September_October,6,2,0,T822,Area2
September_October,6,0,1,T735,Area2
September_October,6,0,4,T735,Area2
September_October,6,0,1,T735,Area2
September_October,6,1,1,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,6,T735,Area2
September_October,6,1,1,T822,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,4,T744,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,6,T744,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,4,T744,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,3,T822,Area2
September_October,6,0,1,T735,Area2
September_October,6,0,4,T735,Area2
September_October,6,0,1,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,1,1,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,3,T822,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,4,T744,Area2
September_October,6,0,1,T744,Area2
September_October,6,1,1,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,3,T822,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,4,T744,Area2
September_October,6,0,1,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,3,T822,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T737,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,1,1,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T735,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T744,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,3,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,2,T850,Area2
September_October,6,0,3,T850,Area2
September_October,6,0,2,T850,Area2
September_October,6,0,2,T850,Area2
September_October,6,0,2,T845,Area2
September_October,6,0,3,T845,Area2
September_October,6,0,2,T845,Area2
September_October,6,0,1,T845,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,4,T957,Area2
September_October,6,0,2,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,4,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,0,1,T957,Area2
September_October,6,1,0,T850,Area2
September_October,6,0,1,T845,Area2
September_October,6,0,6,T924,Area2
September_October,6,2,1,T822,Area2
September_October,6,1,1,T822,Area2
September_October,6,1,2,T822,Area2
September_October,6,0,3,T822,Area2
September_October,6,1,2,T822,Area2
September_October,6,0,3,T822,Area2
September_October,6,0,3,T822,Area2
September_October,6,0,2,T728,Area2
September_October,6,2,0,T728,Area2
September_October,6,1,1,T728,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,3,T728,Area2
September_October,6,2,1,T677,Area2
September_October,6,0,3,T677,Area2
September_October,6,0,3,T728,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,1,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,1,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,3,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,1,1,T945,Area2
September_October,6,0,3,T728,Area2
September_October,6,1,2,T728,Area2
September_October,6,0,3,T728,Area2
September_October,6,0,3,T728,Area2
September_October,6,0,4,T728,Area2
September_October,6,0,4,T677,Area2
September_October,6,0,4,T677,Area2
September_October,6,0,4,T728,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,1,3,T907,Area2
September_October,6,0,4,T907,Area2
September_October,6,0,1,T696,Area2
September_October,6,0,1,T238,Area2
September_October,6,0,1,T696,Area2
September_October,6,0,1,T696,Area2
September_October,6,0,1,T448,Area2
September_October,6,0,1,T238,Area2
September_October,6,0,1,T238,Area2
September_October,6,0,1,T238,Area2
September_October,6,0,5,T600,Area2
September_October,6,2,3,T600,Area2
September_October,6,0,5,T600,Area2
September_October,6,0,5,T600,Area2
September_October,6,1,4,T600,Area2
September_October,6,0,5,T600,Area2
September_October,6,0,5,T600,Area2
September_October,6,0,5,T600,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,1,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,2,T945,Area2
September_October,6,0,1,T945,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,1,1,T627,Area2
September_October,6,0,3,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,1,2,T627,Area2
September_October,6,0,3,T631,Area2
September_October,6,0,3,T631,Area2
September_October,6,0,3,T631,Area2
September_October,6,0,3,T631,Area2
September_October,6,0,3,T631,Area2
September_October,6,0,3,T631,Area2
September_October,6,0,3,T631,Area2
September_October,6,1,2,T631,Area2
September_October,6,0,9,T600,Area2
September_October,6,4,5,T600,Area2
September_October,6,1,8,T600,Area2
September_October,6,0,9,T600,Area2
September_October,6,1,8,T600,Area2
September_October,6,0,9,T600,Area2
September_October,6,0,9,T600,Area2
September_October,6,0,9,T600,Area2
September_October,6,0,2,T627,Area2
September_October,6,2,0,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T600,Area2
September_October,6,0,2,T600,Area2
September_October,6,0,2,T600,Area2
September_October,6,0,2,T600,Area2
September_October,6,1,1,T600,Area2
September_October,6,0,2,T600,Area2
September_October,6,0,2,T600,Area2
September_October,6,1,1,T600,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,1,T728,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,3,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,1,2,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,3,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,3,T671,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,3,T671,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,3,T663,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,3,T663,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,3,T671,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,4,T728,Area2
September_October,6,1,3,T728,Area2
September_October,6,1,3,T728,Area2
September_October,6,0,4,T728,Area2
September_October,6,0,3,T728,Area2
September_October,6,0,3,T677,Area2
September_October,6,0,4,T677,Area2
September_October,6,0,5,T728,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,2,T924,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,1,T822,Area2
September_October,6,0,2,T822,Area2
September_October,6,0,2,T696,Area2
September_October,6,0,6,T696,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,6,T238,Area2
September_October,6,0,2,T696,Area2
September_October,6,0,6,T696,Area2
September_October,6,0,2,T696,Area2
September_October,6,0,6,T696,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,6,T448,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,6,T238,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,2,T238,Area2
September_October,6,0,6,T238,Area2
September_October,6,0,2,T238,Area2
September_October,6,1,1,T238,Area2
September_October,6,0,6,T238,Area2
September_October,6,0,1,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,1,T713,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,2,T645,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,2,T682,Area2
September_October,6,0,6,T627,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,5,T627,Area2
September_October,6,0,3,T627,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,4,T627,Area2
September_October,6,0,3,T627,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,1,T671,Area2
September_October,6,1,3,T627,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,2,T671,Area2
September_October,6,1,0,T671,Area2
September_October,6,1,-1,T627,Area2
September_October,6,0,3,T627,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,2,T627,Area2
September_October,6,0,1,T627,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,1,T663,Area2
September_October,6,1,1,T627,Area2
September_October,6,1,2,T627,Area2
September_October,6,0,2,T663,Area2
September_October,6,0,1,T663,Area2
September_October,6,1,2,T627,Area2
September_October,6,0,3,T627,Area2
September_October,6,0,2,T671,Area2
September_October,6,0,1,T671,Area2
September_October,6,0,3,T627,Area2
September_October,6,0,2,T774,Area2
September_October,6,1,1,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,2,T774,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T713,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,1,0,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,1,2,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,4,T448,Area2
September_October,6,2,1,T448,Area2
September_October,6,0,3,T448,Area2
September_October,6,0,3,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,1,T448,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,1,T600,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,1,1,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,1,0,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,1,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,1,1,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,3,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T448,Area2
September_October,6,1,0,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,0,2,T965,Area2
September_October,6,0,2,T631,Area2
September_October,6,0,2,T448,Area2
September_October,6,1,1,T965,Area2
September_October,6,0,2,T907,Area2
September_October,6,0,2,T728,Area2
September_October,6,0,2,T907,Area2
September_October,6,1,1,T728,Area2
