Scientific_Name,Sample_Day,Sample_Month,Sample_Year,Data_Collector,Transect,Unit,Quadrat,quadrat_size_m,cover_method,cover_value,C1994,C2016,native2016,duration2016,physiognomy2016
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,,5,native,perennial,forb
Helianthus x laetiflorus,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,,5,native,perennial,forb
Helianthus x laetiflorus,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,,5,native,perennial,forb
Helianthus x laetiflorus,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,,5,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,5,7,native,perennial,forb
Heliopsis helianthoides,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,5,7,native,perennial,forb
Heliopsis helianthoides,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,5,7,native,perennial,forb
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,5,8,1996,"G.Wilhelm,L.Masters",P31,1986_planting,Q09,1.0,daubenmire,2,,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,10,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,8,8,2003,"M.Jones,M.Haug",P31,1986_planting,Q04,1.0,presence_absence,1,,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,1,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,1,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,1,7,8,native,perennial,grass
Hesperostipa spartea,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,7,8,native,perennial,grass
Hesperostipa spartea,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,7,8,native,perennial,grass
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,5,10,native,perennial,forb
Heterotheca camporum,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,5,10,native,perennial,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,0,0,non-native,annual,forb
Hibiscus trionum,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,0,0,non-native,annual,forb
Hieracium caespitosum,8,8,2003,"M.Jones,M.Haug",P31,1986_planting,Q03,1.0,presence_absence,1,0,0,non-native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,6,8,native,perennial,forb
Hieracium gronovii,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,6,8,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,1,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,9,7,native,perennial,forb
Hieracium longipilum,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,9,7,native,perennial,forb
Hieracium longipilum,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,9,7,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,1,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,4,4,native,perennial,forb
Hypericum punctatum,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,4,4,native,perennial,forb
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q03,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q10,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q09,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q02,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q10,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,5,5,native,perennial,grass
Hystrix patula,20,8,2009,B.Glaves,P31,1986_planting,Q07,1.0,percent,0,5,5,native,perennial,grass
Hystrix patula,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,5,5,native,perennial,grass
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q07,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q05,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q11,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q14,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,20,8,2009,B.Glaves,P31,1986_planting,Q04,1.0,percent,0,10,10,native,perennial,forb
Ionactis linariifolia,20,8,2009,B.Glaves,P31,1986_planting,Q06,1.0,percent,0,10,10,native,perennial,forb
Ionactis linariifolia,20,8,2009,B.Glaves,P31,1986_planting,Q08,1.0,percent,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q08,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q02,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q01,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,20,8,2009,B.Glaves,P31,1986_planting,Q05,1.0,percent,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q06,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q09,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q13,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q04,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,20,8,2009,B.Glaves,P31,1986_planting,Q01,1.0,percent,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q03,1.0,presence_absence,0,10,10,native,perennial,forb
Ionactis linariifolia,29,7,2013,M.Jones,P31,1986_planting,Q12,1.0,presence_absence,0,10,10,native,perennial,forb
