nr;TOMST_Merge_ID;ID;WB_no;Frozen_Fresh;X;Y;Weight_kg;Weight1_kg;Elevation;Exposure_Year;Sampling_day_DOY;Decomposition_Stage;Day_since_Exposure;Traptype;Maggots_vol;Oiceptomathoracicum;Necrodeslittoralis;Thanatophilussinuatus;Thanatophilusrugosus;Nicrophorusvespilloides;Nicrophorushumator;Nicrophorusinvestigator;Nicrophorusinterruptus;Nicrophorusvespillo;Nicrophorussepultor;Speciesnumber;Abundanceofindividuals;Habitat;Temp_mean_48
353;WB08_T2;WB_8_T2;WB08;frozen;825786;5427554;9,4;9,4;723,59;2020;227;2;2;Pitfall;0;0;0;0;0;26;0;0;0;0;0;1;26;closed_wet;17,38
355;WB08_T6;WB_8_T6;WB08;frozen;825786;5427554;9,4;;723,59;2020;231;3;6;Pitfall;5;8;32;2;0;20;0;1;0;0;0;5;63;closed_wet;15,54
358;WB08_T16;WB_8_T16;WB08;frozen;825786;5427554;9,4;;723,59;2020;241;4;16;Pitfall;5;1;7;2;0;4;0;3;0;0;0;5;17;closed_wet;11,61
357;WB08_T13;WB_8_T13;WB08;frozen;825786;5427554;9,4;;723,59;2020;238;4;13;Pitfall;5;1;6;0;0;4;0;2;0;0;0;4;13;closed_wet;11,06
356;WB08_T9;WB_8_T9;WB08;frozen;825786;5427554;9,4;;723,59;2020;234;4;9;Pitfall;5;4;9;2;0;20;1;2;0;1;0;7;39;closed_wet;13,27
361;WB08_T61;WB_8_T61;WB08;frozen;825786;5427554;9,4;;723,59;2020;286;5;61;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_wet;4,65
360;WB08_T30;WB_8_T30;WB08;frozen;825786;5427554;9,4;;723,59;2020;255;5;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;11,32
359;WB08_T23;WB_8_T23;WB08;frozen;825786;5427554;9,4;;723,59;2020;248;5;23;Pitfall;5;0;1;0;0;1;0;0;0;1;0;3;3;closed_wet;9,73
364;WB09_T6;WB_9_T6;WB09;frozen;828782;5428271;74;;1042,15;2020;251;1;6;Pitfall;200;0;0;0;0;1;0;0;0;0;0;1;1;closed_dry;13,3
363;WB09_T4;WB_9_T4;WB09;frozen;828782;5428271;74;;1042,15;2020;249;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;13,61
362;WB09_T2;WB_9_T2;WB09;frozen;828782;5428271;74;74;1042,15;2020;247;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;8,79
365;WB09_T9;WB_9_T9;WB09;frozen;828782;5428271;74;;1042,15;2020;254;2;9;Pitfall;0;0;1;0;0;1;0;0;0;0;0;2;2;closed_dry;13,78
368;WB09_T23;WB_9_T23;WB09;frozen;828782;5428271;74;;1042,15;2020;268;3;23;Pitfall;15;0;35;4;1;4;1;0;0;0;0;5;45;closed_dry;13,74
367;WB09_T16;WB_9_T16;WB09;frozen;828782;5428271;74;;1042,15;2020;261;3;16;Pitfall;400;0;0;4;0;2;0;0;0;0;0;2;6;closed_dry;17,84
366;WB09_T13;WB_9_T13;WB09;frozen;828782;5428271;74;;1042,15;2020;258;3;13;Pitfall;20;0;0;0;0;1;1;0;0;0;0;2;2;closed_dry;16,92
371;WB09_T51;WB_9_T51;WB09;frozen;828782;5428271;74;;1042,15;2020;296;4;51;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;10,89
370;WB09_T46;WB_9_T46;WB09;frozen;828782;5428271;74;;1042,15;2020;291;4;46;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,04
369;WB09_T30;WB_9_T30;WB09;frozen;828782;5428271;74;;1042,15;2020;275;4;30;Pitfall;5;0;4;0;0;0;0;0;0;0;0;1;4;closed_dry;7,56
372;WB09_T59;WB_9_T59;WB09;frozen;828782;5428271;74;;1042,15;2020;304;5;59;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;4,34
373;WB10_T2;WB_10_T2;WB10;frozen;827673;5428566;10;10;989,89;2020;247;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;8,69
376;WB10_T9;WB_10_T9;WB10;frozen;827673;5428566;10;;989,89;2020;254;2;9;Pitfall;5;1;0;0;0;13;0;1;0;0;0;3;15;open_wet;12,98
375;WB10_T6;WB_10_T6;WB10;frozen;827673;5428566;10;;989,89;2020;251;2;6;Pitfall;0;0;0;0;0;5;2;0;0;0;0;2;7;open_wet;12,94
374;WB10_T4;WB_10_T4;WB10;frozen;827673;5428566;10;;989,89;2020;249;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;12,81
377;WB10_T13;WB_10_T13;WB10;frozen;827673;5428566;10;;989,89;2020;258;3;13;Pitfall;0;0;0;0;0;11;5;4;0;0;0;3;20;open_wet;15,48
378;WB10_T16;WB_10_T16;WB10;frozen;827673;5428566;10;;989,89;2020;261;4;16;Pitfall;40;0;0;0;0;2;1;2;0;0;0;3;5;open_wet;16,5
384;WB11_T9;WB_11_T9;WB11;fresh;828564;5427584;21,5;;916,31;2020;254;2;9;Pitfall;180;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,48
383;WB11_T6;WB_11_T6;WB11;fresh;828564;5427584;21,5;;916,31;2020;251;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,53
382;WB11_T4;WB_11_T4;WB11;fresh;828564;5427584;21,5;;916,31;2020;249;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,46
381;WB11_T2;WB_11_T2;WB11;fresh;828564;5427584;21,5;21,5;916,31;2020;247;2;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;9,36
387;WB11_T23;WB_11_T23;WB11;fresh;828564;5427584;21,5;;916,31;2020;268;3;23;Pitfall;150;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,97
386;WB11_T16;WB_11_T16;WB11;fresh;828564;5427584;21,5;;916,31;2020;261;3;16;Pitfall;220;0;0;0;0;16;2;0;0;0;0;2;18;closed_wet;16,96
385;WB11_T13;WB_11_T13;WB11;fresh;828564;5427584;21,5;;916,31;2020;258;3;13;Pitfall;0;0;0;0;0;4;0;0;0;0;0;1;4;closed_wet;15,97
388;WB11_T30;WB_11_T30;WB11;fresh;828564;5427584;21,5;;916,31;2020;275;4;30;Pitfall;20;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;8,02
390;WB11_T59;WB_11_T59;WB11;fresh;828564;5427584;21,5;;916,31;2020;304;5;59;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,25
389;WB11_T37;WB_11_T37;WB11;fresh;828564;5427584;21,5;;916,31;2020;282;5;37;Pitfall;10;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;7,03
391;WB12_T2;WB_12_T2;WB12;frozen;829000;5427020;9;9;905,44;2020;247;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;9,28
393;WB12_T6;WB_12_T6;WB12;frozen;829000;5427020;9;;905,44;2020;251;2;6;Pitfall;0;0;0;3;0;15;1;0;0;0;0;3;19;open_dry;14,4
392;WB12_T4;WB_12_T4;WB12;frozen;829000;5427020;9;;905,44;2020;249;2;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;14,21
394;WB12_T9;WB_12_T9;WB12;frozen;829000;5427020;9;;905,44;2020;254;3;9;Pitfall;0;0;4;0;0;4;0;1;0;0;0;3;9;open_dry;13,73
397;WB12_T23;WB_12_T23;WB12;frozen;829000;5427020;9;;905,44;2020;268;4;23;Pitfall;0;0;0;0;0;2;0;0;0;0;0;1;2;open_dry;14,24
396;WB12_T16;WB_12_T16;WB12;frozen;829000;5427020;9;;905,44;2020;261;4;16;Pitfall;5;0;0;2;0;3;2;0;0;0;0;3;7;open_dry;17,8
395;WB12_T13;WB_12_T13;WB12;frozen;829000;5427020;9;;905,44;2020;258;4;13;Pitfall;55;2;0;16;0;9;4;1;0;0;0;5;32;open_dry;16,39
399;WB12_T59;WB_12_T59;WB12;frozen;829000;5427020;9;;905,44;2020;304;5;59;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,23
398;WB12_T30;WB_12_T30;WB12;frozen;829000;5427020;9;;905,44;2020;275;5;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;7,95
401;WB13_T4;WB_13_T4;WB13;frozen;823947;5427528;16;;755,61;2020;271;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;5,4
400;WB13_T2;WB_13_T2;WB13;frozen;823947;5427528;16;16;755,61;2020;269;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;12,85
403;WB13_T9;WB_13_T9;WB13;frozen;823947;5427528;16;;755,61;2020;276;2;9;Pitfall;0;0;1;0;0;0;0;0;0;0;0;1;1;open_wet;7,62
402;WB13_T6;WB_13_T6;WB13;frozen;823947;5427528;16;;755,61;2020;273;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;5,3
404;WB13_T13;WB_13_T13;WB13;frozen;823947;5427528;16;;755,61;2020;280;3;13;Pitfall;15;0;0;2;0;4;0;0;0;0;0;2;6;open_wet;7,86
405;WB13_T16;WB_13_T16;WB13;frozen;823947;5427528;16;;755,61;2020;283;4;16;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;8,74
407;WB13_T30;WB_13_T30;WB13;frozen;823947;5427528;16;;755,61;2020;297;5;30;Pitfall;5;0;1;1;0;0;0;0;0;0;0;2;2;open_wet;6,79
406;WB13_T23;WB_13_T23;WB13;frozen;823947;5427528;16;;755,61;2020;290;5;23;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;5,03
411;WB14_T9;WB_14_T9;WB14;frozen;824717;5427712;55;;753,38;2020;276;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;8,8
410;WB14_T6;WB_14_T6;WB14;frozen;824717;5427712;55;;753,38;2020;273;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,94
409;WB14_T4;WB_14_T4;WB14;frozen;824717;5427712;55;;753,38;2020;271;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,25
408;WB14_T2;WB_14_T2;WB14;frozen;824717;5427712;55;55;753,38;2020;269;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,42
414;WB14_T23;WB_14_T23;WB14;frozen;824717;5427712;55;;753,38;2020;290;2;23;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;4,92
413;WB14_T16;WB_14_T16;WB14;frozen;824717;5427712;55;;753,38;2020;283;2;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;8,21
412;WB14_T13;WB_14_T13;WB14;frozen;824717;5427712;55;;753,38;2020;280;2;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;8,47
415;WB14_T30;WB_14_T30;WB14;frozen;824717;5427712;55;;753,38;2020;297;3;30;Pitfall;5;0;0;0;0;1;0;0;0;0;0;1;1;closed_wet;8,59
417;WB14_T44;WB_14_T44;WB14;frozen;824717;5427712;55;;753,38;2020;311;4;44;Pitfall;70;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,06
416;WB14_T37;WB_14_T37;WB14;frozen;824717;5427712;55;;753,38;2020;304;4;37;Pitfall;65;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,64
419;WB14_T58;WB_14_T58;WB14;frozen;824717;5427712;55;;753,38;2020;325;5;58;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,1
418;WB14_T51;WB_14_T51;WB14;frozen;824717;5427712;55;;753,38;2020;318;5;51;Pitfall;150;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;4,44
423;WB15_T9;WB_15_T9;WB15;fresh;825055;5427035;19,3;;750,26;2020;276;2;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;8,563333333
422;WB15_T6;WB_15_T6;WB15;fresh;825055;5427035;19,3;;750,26;2020;273;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;5,655
421;WB15_T4;WB_15_T4;WB15;fresh;825055;5427035;19,3;;750,26;2020;271;2;4;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;5,075
420;WB15_T2;WB_15_T2;WB15;fresh;825055;5427035;19,3;19,3;750,26;2020;269;2;2;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;closed_dry;13,30833333
425;WB15_T16;WB_15_T16;WB15;fresh;825055;5427035;19,3;;750,26;2020;283;3;16;Pitfall;25;0;0;0;0;0;1;0;0;0;0;1;1;closed_dry;8,374
424;WB15_T13;WB_15_T13;WB15;fresh;825055;5427035;19,3;;750,26;2020;280;3;13;Pitfall;60;0;1;0;0;2;1;0;0;0;0;3;4;closed_dry;8,401666667
428;WB15_T58;WB_15_T58;WB15;fresh;825055;5427035;19,3;;750,26;2020;325;5;58;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;2,417777778
427;WB15_T30;WB_15_T30;WB15;fresh;825055;5427035;19,3;;750,26;2020;297;5;30;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;8,28
426;WB15_T23;WB_15_T23;WB15;fresh;825055;5427035;19,3;;750,26;2020;290;5;23;Pitfall;10;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;4,87
431;WB16_T6;WB_16_T6;WB16;frozen;825464;5426977;38;;727,61;2020;273;1;6;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;open_dry;5,54
430;WB16_T4;WB_16_T4;WB16;frozen;825464;5426977;38;;727,61;2020;271;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,27
429;WB16_T2;WB_16_T2;WB16;frozen;825464;5426977;38;38;727,61;2020;269;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;13,31
434;WB16_T16;WB_16_T16;WB16;frozen;825464;5426977;38;;727,61;2020;283;2;16;Pitfall;5;0;0;0;0;2;0;0;0;0;0;1;2;open_dry;8,56
433;WB16_T13;WB_16_T13;WB16;frozen;825464;5426977;38;;727,61;2020;280;2;13;Pitfall;5;0;0;0;0;2;0;0;0;0;0;1;2;open_dry;7,93
432;WB16_T9;WB_16_T9;WB16;frozen;825464;5426977;38;;727,61;2020;276;2;9;Pitfall;0;0;0;0;0;2;0;0;0;0;0;1;2;open_dry;7,87
437;WB16_T37;WB_16_T37;WB16;frozen;825464;5426977;38;;727,61;2020;304;3;37;Pitfall;35;0;0;1;0;0;0;0;0;0;0;1;1;open_dry;5,57
436;WB16_T30;WB_16_T30;WB16;frozen;825464;5426977;38;;727,61;2020;297;3;30;Pitfall;5;0;0;0;0;1;0;0;0;0;0;1;1;open_dry;7,41
435;WB16_T23;WB_16_T23;WB16;frozen;825464;5426977;38;;727,61;2020;290;3;23;Pitfall;35;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,15
439;WB16_T51;WB_16_T51;WB16;frozen;825464;5426977;38;;727,61;2020;318;4;51;Pitfall;150;0;1;0;0;0;0;0;0;0;0;1;1;open_dry;3,97
438;WB16_T44;WB_16_T44;WB16;frozen;825464;5426977;38;;727,61;2020;311;4;44;Pitfall;5;0;2;0;0;0;0;0;0;0;0;1;2;open_dry;2,05
440;WB16_T58;WB_16_T58;WB16;frozen;825464;5426977;38;;727,61;2020;325;5;58;Pitfall;15;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;1,52
446;WB17_T16;WB_17_T16;WB17;frozen;823437;5430651;48;;799,48;2020;303;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,69
445;WB17_T13;WB_17_T13;WB17;frozen;823437;5430651;48;;799,48;2020;300;1;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;6,29
444;WB17_T9;WB_17_T9;WB17;frozen;823437;5430651;48;;799,48;2020;296;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;6,32
443;WB17_T6;WB_17_T6;WB17;frozen;823437;5430651;48;;799,48;2020;293;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,2
442;WB17_T4;WB_17_T4;WB17;frozen;823437;5430651;48;;799,48;2020;291;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;4,68
441;WB17_T2;WB_17_T2;WB17;frozen;823437;5430651;48;48;799,48;2020;289;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,42
452;WB17_T58;WB_17_T58;WB17;frozen;823437;5430651;48;;799,48;2020;345;2;58;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;0,2
451;WB17_T51;WB_17_T51;WB17;frozen;823437;5430651;48;;799,48;2020;338;2;51;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;-4,3
450;WB17_T44;WB_17_T44;WB17;frozen;823437;5430651;48;;799,48;2020;331;2;44;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;-3,58
449;WB17_T37;WB_17_T37;WB17;frozen;823437;5430651;48;;799,48;2020;324;2;37;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;1,75
448;WB17_T30;WB_17_T30;WB17;frozen;823437;5430651;48;;799,48;2020;317;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;2,61
447;WB17_T23;WB_17_T23;WB17;frozen;823437;5430651;48;;799,48;2020;310;2;23;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;6,54
453;WB17_T210;WB_17_T210;WB17;frozen;823437;5430651;48;;799,48;2020;132;4;210;Pitfall;5;160;3;65;26;0;0;0;0;0;0;4;254;closed_dry;15,74
459;WB18_T16;WB_18_T16;WB18;fresh;823113;5431294;25,46;;803,55;2020;303;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;3,42
458;WB18_T13;WB_18_T13;WB18;fresh;823113;5431294;25,46;;803,55;2020;300;1;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;4,17
457;WB18_T9;WB_18_T9;WB18;fresh;823113;5431294;25,46;;803,55;2020;296;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;4,56
456;WB18_T6;WB_18_T6;WB18;fresh;823113;5431294;25,46;;803,55;2020;293;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;3,01
455;WB18_T4;WB_18_T4;WB18;fresh;823113;5431294;25,46;;803,55;2020;291;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;5,01
454;WB18_T2;WB_18_T2;WB18;fresh;823113;5431294;25,46;25,46;803,55;2020;289;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;3,88
465;WB18_T58;WB_18_T58;WB18;fresh;823113;5431294;25,46;;803,55;2020;345;2;58;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-0,25
464;WB18_T51;WB_18_T51;WB18;fresh;823113;5431294;25,46;;803,55;2020;338;2;51;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-5
463;WB18_T44;WB_18_T44;WB18;fresh;823113;5431294;25,46;;803,55;2020;331;2;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-6,02
462;WB18_T37;WB_18_T37;WB18;fresh;823113;5431294;25,46;;803,55;2020;324;2;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-0,51
461;WB18_T30;WB_18_T30;WB18;fresh;823113;5431294;25,46;;803,55;2020;317;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;2,76
460;WB18_T23;WB_18_T23;WB18;fresh;823113;5431294;25,46;;803,55;2020;310;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;6,43
471;WB19_T16;WB_19_T16;WB19;frozen;822489;5431082;22;;800,95;2020;303;1;16;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;open_dry;3,49
470;WB19_T13;WB_19_T13;WB19;frozen;822489;5431082;22;;800,95;2020;300;1;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,22
469;WB19_T9;WB_19_T9;WB19;frozen;822489;5431082;22;;800,95;2020;296;1;9;Pitfall;0;0;0;0;0;2;0;0;0;0;0;1;2;open_dry;5,04
468;WB19_T6;WB_19_T6;WB19;frozen;822489;5431082;22;;800,95;2020;293;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;3,24
467;WB19_T4;WB_19_T4;WB19;frozen;822489;5431082;22;;800,95;2020;291;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,03
466;WB19_T2;WB_19_T2;WB19;frozen;822489;5431082;22;22;800,95;2020;289;1;2;Pitfall;0;0;0;1;0;1;0;0;0;0;0;2;2;open_dry;3,83
472;WB19_T23;WB_19_T23;WB19;frozen;822489;5431082;22;;800,95;2020;310;2;23;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;6,71
475;WB19_T44;WB_19_T44;WB19;frozen;822489;5431082;22;;800,95;2020;331;3;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;-5,09
474;WB19_T37;WB_19_T37;WB19;frozen;822489;5431082;22;;800,95;2020;324;3;37;Pitfall;10;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;0,77
473;WB19_T30;WB_19_T30;WB19;frozen;822489;5431082;22;;800,95;2020;317;3;30;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;2,85
476;WB19_T210;WB_19_210;WB19;frozen;822489;5431082;22;;800,95;2020;132;5;210;Pitfall;15;75;3;140;28;0;0;0;0;0;0;4;246;open_dry;16,44
482;WB20_T16;WB_20_T16;WB20;frozen;822919;5430252;20,3;;776,97;2020;303;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,49
481;WB20_T13;WB_20_T13;WB20;frozen;822919;5430252;20,3;;776,97;2020;300;1;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,94
480;WB20_T9;WB_20_T9;WB20;frozen;822919;5430252;20,3;;776,97;2020;296;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;4,69
479;WB20_T6;WB_20_T6;WB20;frozen;822919;5430252;20,3;;776,97;2020;293;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,22
478;WB20_T4;WB_20_T4;WB20;frozen;822919;5430252;20,3;;776,97;2020;291;1;4;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;4,72
477;WB20_T2;WB_20_T2;WB20;frozen;822919;5430252;20,3;20,3;776,97;2020;289;1;2;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,64
488;WB20_T58;WB_20_T58;WB20;frozen;822919;5430252;20,3;;776,97;2020;345;2;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-0,1
487;WB20_T51;WB_20_T51;WB20;frozen;822919;5430252;20,3;;776,97;2020;338;2;51;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-4,07
486;WB20_T44;WB_20_T44;WB20;frozen;822919;5430252;20,3;;776,97;2020;331;2;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-3,52
485;WB20_T37;WB_20_T37;WB20;frozen;822919;5430252;20,3;;776,97;2020;324;2;37;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;1,21
484;WB20_T30;WB_20_T30;WB20;frozen;822919;5430252;20,3;;776,97;2020;317;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;2,18
483;WB20_T23;WB_20_T23;WB20;frozen;822919;5430252;20,3;;776,97;2020;310;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,51
491;WB21_T16;WB_21_T16;WB21;frozen;830545;5426411;21,6;;829,32;2020;325;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;1,71
490;WB21_T9;WB_21_T9;WB21;frozen;830545;5426411;21,6;;829,32;2020;318;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;3,6
489;WB21_T6;WB_21_T6;WB21;frozen;830545;5426411;21,6;21,6;829,32;2020;315;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;0,1
494;WB21_T37;WB_21_T37;WB21;frozen;830545;5426411;21,6;;829,32;2020;346;2;37;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-1,01
493;WB21_T30;WB_21_T30;WB21;frozen;830545;5426411;21,6;;829,32;2020;339;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-5,21
492;WB21_T23;WB_21_T23;WB21;frozen;830545;5426411;21,6;;829,32;2020;332;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-3,61
495;WB21_T188;WB_21_T188;WB21;frozen;830545;5426411;21,6;;829,32;2020;132;2;188;Pitfall;0;28;1;39;5;2;0;0;0;0;0;5;75;open_wet;14,8275
496;WB22_T6;WB_22_T6;WB22;fresh;831246;5426567;29,7;29,7;902,73;2020;315;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;4,97
501;WB22_T37;WB_22_T37;WB22;fresh;831246;5426567;29,7;;902,73;2020;346;2;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;-1,34
500;WB22_T30;WB_22_T30;WB22;fresh;831246;5426567;29,7;;902,73;2020;339;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;-4,25
499;WB22_T23;WB_22_T23;WB22;fresh;831246;5426567;29,7;;902,73;2020;332;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;0,56
498;WB22_T16;WB_22_T16;WB22;fresh;831246;5426567;29,7;;902,73;2020;325;2;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,91
497;WB22_T9;WB_22_T9;WB22;fresh;831246;5426567;29,7;;902,73;2020;318;2;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,21
504;WB23_T16;WB_23_T16;WB23;frozen;832242;5426580;75;;950,6;2020;325;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,09
503;WB23_T9;WB_23_T9;WB23;frozen;832242;5426580;75;;950,6;2020;318;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,21
502;WB23_T6;WB_23_T6;WB23;frozen;832242;5426580;75;75;950,6;2020;315;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,78
507;WB23_T37;WB_23_T37;WB23;frozen;832242;5426580;75;;950,6;2020;346;2;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-1,27
506;WB23_T30;WB_23_T30;WB23;frozen;832242;5426580;75;;950,6;2020;339;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-4,28
