"","respond_id","consent","age18","attempt_us","attempt_ca","gas_cost_new","airfare_cost_new","meal_cost_new","lodging_cost_new","age","gender","gender_other","race","marital_status","marital_status_other","employment_status","date_text","location_attempt","home_zip","minutes_observed","accomodation_location","carpool","carpool_count","overnight","overnight_count","hourly_wage","years_birding","how_many_other_birders_1","how_many_other_birders_2","how_many_other_birders_3","location_attempt_sep","respond_id_count","attempt_lat","attempt_lng","home_lat","home_lng","travel_time_sec","travel_dist_meter","ebird","twitter","donation5","donation25","donation50","donation75","donation100","donation200","highest_education","automobile_operating_cost","opp_cost_time","total_travel_cost","total_travel_cost_time"
"108",13290544377,"I agree, start questionnaire","Yes","Yes","No",60,0,0,0,"55-64","Other","Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!","I would rather not say","Other","Prefer not to say","Self-employed","Jan-24-2022","Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine","04553",5,NA,"Yes",0,"No",0,NA,55,30,"40","30","Bristol, Maine, USA",3,43.6364757,-70.3124515,44.05,-69.57,4044,92506,"No","No","No","No","No","No",NA,"No","Bachelor's degree or equivalent",0.7323009740228,18.4897867752755,196.933072700799,536.342279297189
"109",13290544377,"I agree, start questionnaire","Yes","Yes","No",60,0,0,0,"55-64","Other","Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!","I would rather not say","Other","Prefer not to say","Self-employed","Jan-24-2022","Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine","04553",5,NA,"Yes",0,"No",0,NA,55,30,"40","30","Boothbay Harbor, Maine, USA",3,43.8464714,-69.634768,44.05,-69.57,1876,27966,"No","No","No","No","No","No",NA,"No","Bachelor's degree or equivalent",0.2213859537708,8.57735904807539,196.933072700799,536.342279297189
"110",13290544377,"I agree, start questionnaire","Yes","Yes","No",60,0,0,0,"55-64","Other","Hahahah! (I HOPE YOU AREN'T PLANNING TO PUT ANIMALS IN CAGES AND CHARGE PEOPLE!!!! LET THEM STAY FREE!!!","I would rather not say","Other","Prefer not to say","Self-employed","Jan-24-2022","Bristol, Maine; Boothbay Harbor, Maine; Southport, Maine","04553",5,NA,"Yes",0,"No",0,NA,55,30,"40","30","Southport, Maine, USA",3,NA,NA,44.05,-69.57,68314,2018554,"No","No","No","No","No","No",NA,"No","Bachelor's degree or equivalent",15.9793857730052,312.342060773039,196.933072700799,536.342279297189
"111",13290546631,"I agree, start questionnaire","Yes","Yes","No",10,0,35,0,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Employed - part time","Jan-16-2022","Boothbay Harbor, Maine","04562",5,NA,"Yes",2,"No",0,"21",4,40,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.8,-69.8,3127,52238,"Yes","No","No","No","No","No","No","No","Bachelor's degree or equivalent",0.4135292660044,14.2971224644625,45.4135292660044,59.7106517304669
"112",13290553885,"I agree, start questionnaire","Yes","Yes","No",40,260,50,0,"25-34","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-08-2022","Boothbay Harbor, Maine","20912",45,"3903","Yes",4,"Yes",2,"30",1,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,38.98,-77,33683,947198,"Yes","No","Yes","Yes","Yes","No","No","No","Doctoral degree or equivalent",7.4982597668524,154.003829859447,357.498259766852,511.5020896263
"113",13290569941,"I agree, start questionnaire","Yes","Yes","No",8,0,9,0,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-02-2022","Georgetown, Maine","04097",45,NA,"Yes",1,"No",0,"80",NA,2,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.85,-70.24,11426,293162,"No","No","Yes","No","No","No","No","No","Doctoral degree or equivalent",2.3207447965156,52.2414203002715,19.3207447965156,71.5621650967871
"114",13290569970,"I agree, start questionnaire","Yes","Yes","No",50,0,0,0,"55-64","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-15-2022","Boothbay Harbor, Maine","04289",200,NA,"No",0,"No",0,"30",30,25,"50","80","Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.33,-70.53,6948,131316,"No","No","Yes","Yes","Yes","Yes","Yes","No","Master's degree or equivalent",1.0395307840008,31.7673191183517,51.0395307840008,82.8068499023525
"115",13290575787,"I agree, start questionnaire","Yes","Yes","No",30,0,0,0,"18-24","Other",NA,"White or Caucasian","Single",NA,"Employed - part time","Jan-21-2022","Phippsburg, Maine","04005",5,NA,"No",2,"No",0,"12.5",2,20,NA,NA,"Phippsburg, Maine, USA",1,NA,NA,43.5,-70.5,64491,1912404,"No","No","Yes","Yes","Yes","No","No","No","High School",15.1390754321352,294.862719813129,45.1390754321352,340.001795245264
"116",13290585310,"I agree, start questionnaire","Yes","Yes","No",15,0,40,0,"65+","Woman",NA,"White or Caucasian","Married",NA,"Employed - part time","Jan-02-2022","Georgetown, Maine","04274",30,NA,"Yes",2,"No",0,"60",10,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.05,-70.39,11144,288071,"No","No","Yes","No","No","No","No","No","Doctoral degree or equivalent",2.2804431484198,50.9520731512538,57.2804431484198,108.232516299674
"117",13290587500,"I agree, start questionnaire","Yes","Yes","No",40,0,0,0,NA,"Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Dec-31-2021","Maine","01541",60,NA,"Yes",2,"No",NA,"140",40,200,NA,NA,"Maine, USA",1,45.8162859,-68.8593921,42.46,-71.89,20083,569436,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Doctoral degree or equivalent",4.5077998988568,91.8225489139115,44.5077998988568,136.330348812768
"118",13290587782,"I agree, start questionnaire","Yes","Yes","No",40,0,0,0,"45-54","Man",NA,"I would rather not say","Married",NA,"Employed - full time","Dec-31-2021","Maine","01541",120,NA,"Yes",2,"No",0,"86",5,300,"100",NA,"Maine, USA",1,45.8162859,-68.8593921,42.46,-71.89,20083,569436,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Doctoral degree or equivalent",4.5077998988568,91.8225489139115,44.5077998988568,136.330348812768
"119",13290602044,"I agree, start questionnaire","Yes","Yes","No",8,0,25,0,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Dec-31-2021","Georgetown, Maine","04330",20,NA,"Yes",3,"No",0,"32",40,30,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.4,-69.7,8516,180159,"No","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",1.4261843683542,38.9364550391311,34.4261843683542,73.3626394074853
"120",13290613260,"I agree, start questionnaire","Yes","Yes","No",20,0,0,0,"55-64","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-02-2022","Georgetown, Maine","04062",140,NA,"Yes",2,"No",0,"19",20,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.8,-70.4,11653,304862,"No","No","Yes","No","No","No","No","No","High School",2.4133649659756,53.2792990337007,22.4133649659756,75.6926639996763
"121",13290615341,"I agree, start questionnaire","Yes","Yes","No",0,0,75,150,"25-34","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-16-2022","Boothbay Harbor, Maine","02914",30,"Boothbay Harbor, Maine, USA","Yes",2,"Yes",1,"22",1,75,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.81,-71.36,13300,359507,"No","Yes","Yes","No","No","No","No","No","Master's degree or equivalent",2.8459486548766,60.8096350423255,227.845948654877,288.655583697202
"122",13290622930,"I agree, start questionnaire","Yes","Yes","No",0,0,0,0,"55-64","Man",NA,"White or Caucasian","Single",NA,"Unemployed","Jan-00-1900","4530","04530",20,NA,"No",0,"No",0,NA,50,0,NA,NA,"04530",1,43.9,-69.8,43.9,-69.8,0,0,"No","No","Yes","No","No","No","No","No","Bachelor's degree or equivalent",0,0,0,0
"123",13290625235,"I agree, start questionnaire","Yes","Yes","No",15,0,10,0,"55-64","Woman",NA,"White or Caucasian","Single",NA,"Unemployed","Jan-13-2022","Boothbay Harbor, Maine","04236",30,NA,"No",0,"No",0,"0",4,50,"Na","Na","Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.19,-70.14,4573,80721,"No","No","Yes","No","No","No","No","No","Other (please specify)",0.6390079229898,20.9084557179364,25.6390079229898,46.5474636409262
"124",13290640437,"I agree, start questionnaire","Yes","Yes","No",5,0,0,0,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-13-2022","Boothbay Harbor, Maine","04537",120,NA,"No",0,"No",NA,NA,2,25,"25","50","Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.9,-69.63,655,6840,"No","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",0.054147175992,2.99476022200926,5.054147175992,8.04890739800126
"125",13290658631,"I agree, start questionnaire","Yes","Yes","No",5,0,50,0,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-02-2022","Georgetown, Maine","04358",40,NA,"Yes",2,"No",0,NA,0,75,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.4,-69.5,7809,163553,"No","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",1.2947270577514,35.7039428605654,56.2947270577514,91.9986699183168
"126",13290680931,"I agree, start questionnaire","Yes","Yes","No",20,0,0,0,"35-44","Woman",NA,"White or Caucasian","Single",NA,"Student","Dec-31-2021","Five Islands, Maine","04046",60,NA,"No",0,"No",0,"25",1,100,NA,NA,"Five Islands, Maine, USA",1,43.8239716,-69.7111565,43.4,-70.5,4911,113760,"Yes","No","Yes","Yes","Yes","No","No","No","Doctoral degree or equivalent",0.900553032288,22.4538434355534,20.900553032288,43.3543964678414
"127",13290689576,"I agree, start questionnaire","Yes","Yes","No",15,0,150,0,"35-44","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-22-2022","Bristol, Maine","04240",30,NA,"No",0,"No",0,"30",30,100,NA,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,44.1,-70.2,2530,62482,"No","No","Yes","No","No","No","No","No","Bachelor's degree or equivalent",0.4946233699316,11.5675471170739,165.494623369932,177.062170487006
"128",13290725700,"I agree, start questionnaire","Yes","Yes","No",50,0,0,0,"55-64","Woman",NA,"White or Caucasian",NA,NA,"Employed - full time","Jan-23-2022","Boothbay Harbor, Maine","16803",15,NA,"No",0,"No",NA,NA,50,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.81,-77.89,33637,957565,"Yes","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",7.580327569997,153.793510820955,57.580327569997,211.373838390952
"129",13290727774,"I agree, start questionnaire","Yes","Yes","No",60,0,80,170,"35-44","Woman",NA,"White or Caucasian","Married",NA,"Student","Jan-09-2022","Boothbay Harbor, Maine","06118",45,"Boothbay Harbor, Maine, USA","Yes",2,"Yes",1,"20",10,80,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.74,-72.61,15158,411054,"Yes","No","Yes","Yes","No","No","No","No","Doctoral degree or equivalent",3.2540077895052,69.3046953362083,313.254007789505,382.558703125713
"130",13290738425,"I agree, start questionnaire","Yes","Yes","No",40,0,10,0,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-16-2022","Boothbay Harbor, Maine","04444",40,NA,"No",2,"No",0,NA,50,25,"40",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.7,-68.9,7002,131264,"No","No","Yes","No","No","No","No","No","Bachelor's degree or equivalent",1.0391191388032,32.0142153809296,51.0391191388032,83.0533345197328
"131",13290748550,"I agree, start questionnaire","Yes","Yes","No",95,0,25,110,"35-44","Woman",NA,"White or Caucasian","Married",NA,"Self-employed","Jan-02-2022","4548","07827",195,"Brunswick, Maine, USA","No",0,"Yes",1,NA,25,75,NA,NA,"04548",1,43.82,-69.74,41.3,-74.8,21816,615297,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",4.8708472143786,99.7460900814566,234.870847214379,334.616937295835
"132",13290760180,"I agree, start questionnaire","Yes","Yes","No",100,0,0,0,"55-64","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-22-2022","Bristol, Maine","01740",45,"4079","Yes",2,"No",0,"40",5,150,"80",NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,42.44,-71.6,6462,186791,"No","No","Yes","No","No","No","No","No","Bachelor's degree or equivalent",1.4786849635558,29.5452527551509,101.478684963556,131.023937718707
"133",13290771603,"I agree, start questionnaire","Yes","Yes","No",0,0,0,0,"65+","Man",NA,"White or Caucasian","Other","Widowed","Retired","Jan-13-2022","4538","04538",60,NA,"No",0,"No",NA,NA,3,30,"50",NA,"04538",1,43.85,-69.63,43.85,-69.63,0,0,"No","No",NA,NA,NA,NA,NA,NA,"Master's degree or equivalent",0,0,0,0
"134",13290791722,"I agree, start questionnaire","Yes","Yes","No",0,0,44.6,0,"65+","Woman",NA,"White or Caucasian","Other","Partnered","Retired","Jan-13-2022","Boothbay Harbor, Maine","03902",40,NA,"No",0,"No",NA,NA,10,18,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.22,-70.64,6952,156462,"Yes","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",1.2385929020556,31.7856077303945,45.8385929020556,77.6242006324501
"135",13290792009,"I agree, start questionnaire","Yes","Yes","No",0,0,0,0,"45-54","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Dec-31-2021","Georgetown, Maine","04074",30,NA,"Yes",2,"No",0,NA,3,100,"100","100","Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.6,-70.4,12125,321283,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",2.5433577696254,55.4373552547516,2.5433577696254,57.980713024377
"136",13290802826,"I agree, start questionnaire","Yes","Yes","No",50,0,0,0,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-01-2022","Georgetown, Maine","01915",30,NA,"No",0,"No",0,"22",4,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.57,-70.86,16627,455584,"No","Yes","Yes","Yes","Yes","No","No","No","Other (please specify)",3.6065185712192,76.0211881089283,53.6065185712192,129.627706680147
"137",13290807354,"I agree, start questionnaire","Yes","Yes","No",100,0,60,0,"65+","Man",NA,"White or Caucasian","Married",NA,"Retired","Jan-14-2022","Boothbay Harbor, Maine","03813",360,NA,"No",0,"No",0,"0",75,0,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.1,-71,8805,164653,"Yes","No","Yes","No","No","No","No","No","High School",1.3034349369314,40.2578072592238,161.303434936931,201.561242196155
"138",13290826854,"I agree, start questionnaire","Yes","Yes","No",50,0,0,0,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Self-employed","Jan-16-2022","Boothbay Harbor, Maine","03908",180,NA,"Yes",3,"No",0,"30",35,100,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.24,-70.74,7060,161439,"No","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",1.2779920972182,32.2794002555502,51.2779920972182,83.5573923527684
"139",13290832600,"I agree, start questionnaire","Yes","Yes","No",35,0,0,0,"45-54","Woman",NA,"I would rather not say","Married",NA,"Employed - full time","Jan-02-2022","Georgetown, Maine","04240",60,NA,"No",0,"No",0,"60",10,300,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.1,-70.2,10422,269349,"No","No","Yes","Yes","Yes","Yes","Yes","No","Doctoral degree or equivalent",2.1322350447762,47.6509786775276,37.1322350447762,84.7832137223038
"140",13290835702,"I agree, start questionnaire","Yes","Yes","No",0,0,0,0,"55-64","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-02-2022","Georgetown, Maine","04210",30,NA,"Yes",3,"No",0,"50",20,50,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.1,-70.2,10422,269349,"No","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",2.1322350447762,47.6509786775276,2.1322350447762,49.7832137223038
"141",13290836552,"I agree, start questionnaire","Yes","Yes","No",15,0,0,0,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-02-2022","Five Islands, Maine","04061",60,NA,"No",0,"No",NA,"50",20,75,NA,NA,"Five Islands, Maine, USA",1,43.8239716,-69.7111565,43.64,-70.74,5931,130381,"No","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",1.0321290866978,27.1174395064686,16.0321290866978,43.1495685931664
"142",13290841554,"I agree, start questionnaire","Yes","Yes","No",50,0,50,65,"65+","Woman",NA,"Asian or Pacific Islander","Single",NA,"Employed - full time","Jan-02-2022","4548","10025",180,"4011","Yes",3,"Yes",1,"65",19,120,"40",NA,"04548",1,43.82,-69.74,40.8,-73.97,20063,562862,"Yes","Yes","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",4.4557584463756,91.7311058536975,169.455758446376,261.186864300073
"143",13290850635,"I agree, start questionnaire","Yes","Yes","Yes",20,0,25,0,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-00-1900","Georgetown, Maine","01760",NA,NA,"Yes",2,"No",NA,NA,25,150,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.28,-71.35,18666,508957,"No","No","Yes","Yes","Yes","No","No","No","Master's degree or equivalent",4.0290327852866,85.343808097748,49.0290327852866,134.372840883035
"144",13290866138,"I agree, start questionnaire","Yes","Yes","No",0,0,20,0,"45-54","Woman",NA,"Asian or Pacific Islander","Married",NA,"Self-employed","Jan-13-2022","Boothbay Harbor, Maine","03820",30,NA,"No",0,"No",0,NA,5,50,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.19,-70.89,7875,175080,"Yes","No","Yes","No","No","No","No","No","Master's degree or equivalent",1.385977715304,36.0057049592717,21.385977715304,57.3916826745757
"145",13290866427,"I agree, start questionnaire","Yes","Yes","No",15,0,40,0,"25-34","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-22-2022","4554","02139",75,NA,"Yes",3,"No",0,"40",2,100,NA,NA,"04554",1,43.87,-69.51,42.36,-71.1,10970,278426,"Yes","No","Yes","Yes","Yes","No","No","No","Doctoral degree or equivalent",2.2040908805188,50.1565185273918,57.2040908805188,107.360609407911
"146",13290889248,"I agree, start questionnaire","Yes","Yes","No",10,0,15,0,"65+","Woman",NA,"White or Caucasian","Single",NA,"Retired","Jan-12-2022","4538","04096",60,NA,"No",0,"No",0,NA,40,40,NA,NA,"04538",1,43.85,-69.63,43.79,-70.16,3861,77608,"No","No","No","No","No","No","No","No","Bachelor's degree or equivalent",0.6143646249104,17.6530827743172,25.6143646249104,43.2674473992276
"147",13290897938,"I agree, start questionnaire","Yes","Yes","No",40,0,15,0,"18-24","Woman",NA,"White or Caucasian","Single",NA,"Student","Jan-13-2022","Boothbay Harbor, Maine","04350",65,NA,"No",0,"No",0,"12.5",1,50,"50",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.17,-69.94,3418,60781,"No","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",0.4811578222178,15.6276189905766,55.4811578222178,71.1087768127944
"148",13290900876,"I agree, start questionnaire","Yes","Yes","No",20,0,10,0,"45-54","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-24-2022","Boothbay Harbor, Maine","04103",30,NA,"No",0,"No",0,"35",8,30,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.69,-70.29,4540,91784,"No","No","Yes","No","No","No","No","No","Bachelor's degree or equivalent",0.7265854387792,20.7575746685833,30.7265854387792,51.4841601073625
"149",13290910192,"I agree, start questionnaire","Yes","Yes","No",50,0,25,0,"55-64","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-01-2022","Georgetown, Maine","01503",60,NA,"Yes",2,"No",0,"50",50,100,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.38,-71.63,17935,501315,"Yes","Yes","Yes","Yes","No","No","No","No","Doctoral degree or equivalent",3.968536773747,82.0015642469254,78.968536773747,160.970101020672
"150",13290928467,"I agree, start questionnaire","Yes","Yes","No",100,0,30,100,"25-34","Man",NA,"White or Caucasian","Single",NA,"Self-employed","Jan-00-1900",NA,"07901",NA,"4011","Yes",0,"Yes",1,"14.33",24,20,NA,NA,NA,1,NA,NA,40.71,-74.36,64584,1904790,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",15.078801075702,295.287930043124,245.078801075702,540.366731118826
"151",13290929494,"I agree, start questionnaire","Yes","Yes","No",75,0,60,120,"25-34","Woman",NA,"White or Caucasian","Single",NA,"Employed - part time","Jan-23-2022","Southport, Maine","02026",15,"Brunswick, Maine, USA","No",0,"Yes",1,"25",3,25,"0","Pending/tmrw","Southport, Maine, USA",1,NA,NA,42.25,-71.18,59314,1768544,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Doctoral degree or equivalent",14.0002431604672,271.192683676729,269.000243160467,540.192926837196
"152",13290929834,"I agree, start questionnaire","Yes","Yes","No",75,0,100,0,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-22-2022","Bristol, Maine","03079",60,NA,"Yes",4,"No",0,"100",15,350,NA,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,42.79,-71.23,5158,136655,"No","No","Yes","Yes","No","No","No","No","Doctoral degree or equivalent",1.081795663039,23.5831652291966,176.081795663039,199.664960892236
"153",13290930238,"I agree, start questionnaire","Yes","Yes","No",200,0,150,1800,"65+","Woman",NA,"White or Caucasian","Married",NA,"Unemployed","Jan-24-2022","Boothbay Harbor, Maine","10512",60,"4538","No",0,"Yes",5,"0",0,200,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.4,-73.7,19610,533009,"No","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",4.2194345216842,89.6599205398499,2154.21943452168,2243.87935506153
"154",13290933608,"I agree, start questionnaire","Yes","Yes","No",15,0,25,0,"25-34","Woman",NA,"White or Caucasian","Other","Parterned","Employed - full time","Jan-00-1900","South Bristol, Maine; Boothbay Harbor, Maine","04476",180,"4578","Yes",3,"Yes",2,"20",10,20,"10",NA,"South Bristol, Maine, USA",2,NA,NA,44.47,-68.7,73301,2146275,"No","No","Yes","Yes","Yes","Yes","Yes","No","Master's degree or equivalent",16.990457624595,335.143387837406,98.1253476018706,467.605604549643
"155",13290933608,"I agree, start questionnaire","Yes","Yes","No",15,0,25,0,"25-34","Woman",NA,"White or Caucasian","Other","Parterned","Employed - full time","Jan-00-1900","South Bristol, Maine; Boothbay Harbor, Maine","04476",180,"4578","Yes",3,"Yes",2,"20",10,20,"10",NA,"Boothbay Harbor, Maine, USA",2,43.8464714,-69.634768,44.47,-68.7,7510,143362,"No","No","Yes","Yes","Yes","Yes","Yes","No","Master's degree or equivalent",1.1348899772756,34.3368691103658,98.1253476018706,467.605604549643
"156",13290935053,"I agree, start questionnaire","Yes","Yes","No",80,0,60,165,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-00-1900","Boothbay Harbor, Maine","14051",0,"Edgecomb, Maine, USA","Yes",2,"Yes",2,NA,12,NA,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.04,-78.7,33878,974025,"Yes",NA,"Yes","Yes",NA,NA,NA,NA,"Bachelor's degree or equivalent",7.710629107545,154.895399696534,312.710629107545,467.606028804079
"157",13290946299,"I agree, start questionnaire","Yes","Yes","No",30,0,0,0,"65+","Woman",NA,"White or Caucasian","Married",NA,"Retired","Dec-31-2021","Georgetown, Maine","04330",180,NA,"Yes",2,"No",0,NA,30,150,"50","100","Georgetown, Maine, USA",1,44.6353544,-67.8258338,44.4,-69.7,8516,180159,"No","No","Yes","Yes","Yes","No","No","No","Bachelor's degree or equivalent",1.4261843683542,38.9364550391311,31.4261843683542,70.3626394074853
"158",13290950023,"I agree, start questionnaire","Yes","Yes","No",80,0,140,0,"65+","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-00-1900","Boothbay Harbor, Maine","03042",NA,NA,"No",0,"No",0,"0",5,NA,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,43.05,-71.08,8468,213005,"No",NA,"Yes","Yes","Yes","Yes","Yes","No","High School",1.686201640669,38.7169916946175,221.686201640669,260.403193335286
"159",13290950817,"I agree, start questionnaire","Yes","Yes","No",15,0,20,0,"25-34","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-23-2022","4554","04547",35,NA,"Yes",2,"No",0,"23",18,100,"150",NA,"04554",1,43.87,-69.51,44,-69.32,2851,53901,"Yes","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",0.4266939960738,13.035208233509,35.4266939960738,48.4619022295828
"160",13290954894,"I agree, start questionnaire","Yes","Yes","No",30,800,250,250,"55-64","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-23-2022","Boothbay Harbor, Maine","78056",30,"Bath, Maine, USA","Yes",2,"Yes",4,"65",30,40,"100",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,29.5,-98.9,120912,3582264,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Master's degree or equivalent",28.3581110026032,552.828164829899,1358.3581110026,1911.1862758325
"161",13290959073,"I agree, start questionnaire","Yes","Yes","No",75,0,50,0,"55-64","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-22-2022","Pemaquid Harbor, Maine","03104",20,NA,"No",0,"No",NA,"55",45,150,"200","200","Pemaquid Harbor, Maine, USA",1,43.8923046,-69.5244912,43.02,-71.44,9580,255019,"No","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Bachelor's degree or equivalent",2.0187951278222,43.8012258425172,127.018795127822,170.820020970339
"162",13290959285,"I agree, start questionnaire","Yes","Yes","No",40,0,75,0,"35-44","Woman",NA,"White or Caucasian","Married",NA,"Self-employed","Jan-04-2022","4538","04576",250,NA,"Yes",2,"No",0,"20",1,30,"40","80","04538",1,43.85,-69.63,43.82,-69.67,678,8104,"No","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",0.0641533207952,3.09991974125539,115.064153320795,118.164073062051
"163",13290960758,"I agree, start questionnaire","Yes","Yes","No",120,0,60,0,"65+","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-01-2022","Georgetown, Maine","03245",75,NA,"Yes",0,"No",0,NA,20,125,"125","25","Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.74,-71.6,17630,423618,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",3.3534676022484,80.6070575786616,183.353467602248,263.96052518091
"164",13290963668,"I agree, start questionnaire","Yes","Yes","No",300,0,80,400,"55-64","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-21-2022","Boothbay Harbor, Maine","06035",1440,"Bath, Maine, USA","No",0,"Yes",4,"80",NA,15,"100","Na","Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.96,-72.8,16063,428161,"No","Yes","Yes","Yes","Yes","No","No","No","High School",3.3894311432618,73.4424938108928,783.389431143262,856.831924954155
