No;country;study_area;Gender;Owning_garden;agricultre;common_green;Kleingarden;Visit_agriculture;Visit_opengreen;Visit_forest;Visit_water;Length_agriculture;Length_opengreen;Length_forest;Length_water;distance;transport;F6_1;F6_2;F6_3;F6_4;F6_5;F6_6;F6_7;F6_8;F6_9;F6_10;F6_11;Wolfs;Bees;herbs;trees;F8_1;F8_2;F8_3;F8_4;F8_5;F8_6;F8_7;F8_8;F8_9;F8_10;F8_11;F8_12;firewood;decoration;water;fruits_vegetables;regionality_food;Regionality_clothes;F15_1;F15_2;F15_3;F15_4;F15_5;F15_6;F15_7;F15_8;F15_9;F15_10;F15_11;F15_12;F15_13;pics_rape;pics_mosaic;pics_forest;pics_lux;pics_city;pics_mine;organisation;passive_active;birthyr;since_here;prior_region;since;kids;migration_background;where;nationality;highest_school;highest_vocation;work_nature
78;1;1;2;1;1;0;999;2;0;1;0;3;999;3;999;2;4;1;6;5;4;6;6;6;4;3;6;6;1;4;2;1;2;999;2;2;6;2;6;6;4;6;6;999;4;0;2;1;3;2;1;6;6;6;5;6;6;5;5;1;6;6;6;6;6;6;6;6;6;2;999;1957;1;999;999;2;1;     999;Magyar;4; ;2
79;1;1;1;1;1;0;999;4;1;1;0;4;999;2;999;3;3;1;6;6;6;6;6;6;4;2;6;6;1;4;3;3;3;2;6;3;6;1;6;6;4;6;6;999;4;2;4;1;3;2;1;3;3;6;5;6;6;5;4;1;6;6;6;6;6;6;6;3;5;2;999;1956;1974;1956;999;2;1;     999;Magyar;4; ;2
80;1;1;2;1;1;1;999;4;1;1;0;4;999;3;999;3;3;1;6;6;6;6;6;6;4;4;6;6;1;4;3;3;1;3;6;3;6;2;6;6;5;6;6;999;4;2;4;1;3;1;1;4;3;6;5;6;6;5;4;1;6;6;6;6;6;6;6;2;4;1;1;1950;1;999;999;2;1;     999;Magyar;5; ;1
81;1;1;2;1;1;1;999;4;2;2;0;4;999;3;999;3;4;1;6;6;6;6;6;6;4;4;6;6;1;3;1;3;1;1;6;3;6;1;6;6;1;6;6;999;4;1;4;1;3;2;1;6;6;6;1;6;6;6;4;3;6;6;6;6;6;6;6;5;5;2;999;1969;1;999;999;2;1;     999;Magyar;5; ;1
82;1;1;1;1;0;0;999;999;999;1;999;999;999;2;999;999;1;4;6;4;6;6;6;6;4;4;6;6;1;4;2;4;2;2;6;1;6;1;6;6;4;6;6;999;3;0;4;1;3;2;1;6;6;6;5;6;6;4;6;1;6;6;6;6;6;6;6;3;2;2;999;1951;1;999;999;2;1;     999;Magyar;5; ;2
83;1;1;2;1;0;0;999;999;999;3;999;999;999;3;999;999;1;1;6;6;6;6;6;6;6;4;6;6;3;4;4;4;1;2;6;2;6;1;6;6;1;6;6;999;3;1;4;1;3;2;1;6;6;6;1;6;6;5;3;3;6;6;4;6;6;6;6;6;3;2;999;1945;2006;1;1945;2;1;     999;Magyar;5; ;2
84;1;1;2;1;1;1;999;2;3;1;2;2;2;2;2;2;3;4;5;5;4;6;6;6;5;1;5;6;2;4;1;1;6;4;5;4;6;1;6;6;3;6;6;999;3;0;4;1;3;3;1;6;4;6;999;1;6;6;6;2;6;6;6;6;6;6;6;3;1;2;999;1958;1;999;999;2;1;     999;Magyar;5; ;2
85;1;1;2;1;1;0;999;4;0;2;0;4;999;4;999;3;1;1;6;6;6;6;6;6;6;5;6;6;1;4;1;4;6;1;6;6;6;1;6;6;4;6;6;999;4;1;4;1;3;3;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;1;3;2;999;1944;1;999;999;2;1;     999;Magyar;2; ;1
86;1;1;2;1;0;1;999;999;4;2;3;999;3;3;1;2;2;1;5;5;5;5;6;6;5;3;5;6;3;4;1;4;3;1;5;4;6;3;6;6;3;6;6;999;3;2;4;2;2;1;1;5;5;6;2;5;5;5;5;1;5;5;5;6;4;6;6;1;3;2;999;2002;1;999;999;2;1;     999;Magyar;1;999;2
87;1;1;1;1;0;0;999;999;999;3;2;999;999;4;2;3;3;2;6;5;4;6;6;6;6;4;5;6;3;4;4;4;2;1;5;2;6;1;5;5;4;5;5;999;4;3;4;1;2;1;2;4;4;5;1;5;5;4;4;2;4;5;4;6;4;6;6;1;1;2;999;1988;1;999;999;1;1;     999;Magyar;9; ;2
88;1;1;2;1;1;1;999;1;4;3;3;2;2;3;2;2;2;1;6;6;5;5;5;6;6;3;5;6;3;3;3;3;2;2;5;2;6;2;3;6;2;5;5;999;3;2;4;1;2;2;1;5;6;6;1;6;6;6;5;1;5;5;5;5;6;6;6;5;5;2;999;2002;1;999;999;1;1;     999;Magyar;1;999;2
89;1;1;1;1;1;0;999;3;0;2;1;1;999;3;3;2;3;5;5;6;6;6;6;6;6;5;6;6;1;4;3;4;2;2;6;2;6;2;6;6;5;6;6;999;4;3;4;1;3;3;1;6;6;6;2;6;6;6;6;2;6;6;6;6;6;6;6;4;6;2;999;1976;1;999;999;1;1;     999;Magyar;6; ;2
90;1;1;2;1;1;1;999;4;3;2;2;2;2;3;2;4;3;2;6;5;6;5;6;6;6;6;6;6;1;4;1;4;2;2;6;1;6;1;5;5;5;5;6;999;4;3;4;1;2;1;1;6;6;6;1;6;6;6;6;1;6;6;6;4;6;6;5;5;4;2;999;1972;1;999;999;1;1;     999;Magyar;9; ;2
91;1;1;2;1;1;1;999;4;2;4;1;3;2;3;2;4;3;1;6;6;6;6;6;6;6;4;6;6;1;4;1;3;3;1;6;5;6;2;6;6;1;6;6;999;4;1;4;1;3;1;1;6;5;6;1;6;6;6;6;4;6;6;6;6;6;6;6;4;4;1;1;1952;1;999;999;2;1;     999;Magyar;5; ;1
92;1;1;2;1;1;1;999;3;2;3;0;3;2;3;999;4;3;1;6;4;6;6;6;6;4;3;6;6;3;4;1;4;2;3;6;2;6;2;5;6;2;6;6;999;4;1;4;1;2;2;1;6;4;6;1;6;6;4;4;4;6;6;5;4;6;6;6;4;1;2;999;1968;1988;1;1968;2;1;     999;Magyar;8; ;1
93;1;1;2;1;1;1;999;3;3;2;3;2;2;3;2;2;3;1;6;5;4;5;6;6;5;5;6;6;3;4;3;4;1;1;6;1;6;1;6;5;4;6;5;999;4;2;4;1;3;2;1;5;6;6;1;6;6;5;5;1;5;6;6;4;6;6;6;3;2;2;999;1991;1;999;999;2;1;     999;Magyar;10; ;2
94;1;1;999;1;1;0;999;3;0;2;1;4;999;4;2;2;1;1;5;5;6;6;6;4;4;1;6;6;1;4;1;3;999;2;5;5;6;2;6;6;999;999;999;999;4;0;4;1;3;3;1;4;5;5;2;999;999;999;999;999;999;999;999;6;6;6;6;6;6;2;999;1977;1;999;999;2;1;     999;Magyar;4; ;1
95;1;1;1;1;0;1;999;999;4;2;1;999;3;2;1;2;2;2;5;4;6;5;6;5;6;5;6;6;3;3;1;4;6;1;4;1;6;1;6;5;6;6;5;999;4;3;0;1;3;2;1;3;3;6;1;6;6;6;999;4;6;6;6;5;5;6;6;1;5;2;999;1978;2007;1;1978;1;1;     999;Magyar;9; ;2
96;1;1;1;1;1;0;999;3;0;1;1;2;999;3;3;2;2;5;6;6;1;6;6;6;6;1;6;6;1;4;1;1;888;1;6;6;6;1;4;6;1;6;6;999;4;2;4;1;3;2;1;6;4;6;6;6;6;4;6;1;3;6;6;4;6;6;6;2;1;2;999;1969;1;999;999;2;1;     999;Magyar;6; ;2
97;1;1;1;1;1;1;999;1;0;1;1;1;999;1;1;2;3;4;6;6;4;6;6;6;5;1;6;6;1;4;1;4;4;1;6;6;6;3;4;6;4;6;6;999;3;2;3;1;3;1;1;3;4;6;6;6;6;6;4;1;999;4;6;6;6;6;6;3;5;2;999;1967;1;999;999;2;1;     999;Magyar;6; ;2
98;1;1;1;1;1;1;999;3;0;2;1;3;999;3;3;2;3;4;5;5;4;6;6;6;4;4;6;6;3;3;2;3;4;2;6;2;6;2;5;5;3;5;5;999;3;2;4;1;3;2;2;4;5;5;2;6;5;5;4;999;4;5;5;6;6;6;6;3;3;2;999;1979;1;999;999;2;1;     999;Magyar;7; ;2
99;1;1;1;1;1;1;999;3;1;1;1;3;2;1;1;2;1;2;6;5;4;6;6;6;6;5;6;6;1;1;1;3;6;4;6;2;6;1;6;6;3;6;6;999;4;2;2;2;3;1;2;6;5;6;5;6;6;6;5;5;5;6;6;6;6;6;5;5;5;2;999;1969;1;999;999;2;1;     999;Magyar;6; ;2
100;1;1;2;1;0;1;999;999;3;3;1;999;2;4;4;3;2;1;6;5;6;5;6;6;6;2;6;6;3;4;1;3;4;2;6;3;6;2;6;5;3;6;6;999;4;2;4;1;3;3;1;6;5;6;1;6;6;6;5;3;5;6;5;5;6;6;6;5;5;2;999;1972;1;999;999;1;1;     999;Magyar;5; ;2
101;1;1;2;1;1;1;999;2;0;1;0;3;999;2;999;2;3;5;5;4;1;5;5;5;5;2;5;6;1;4;4;4;6;2;6;6;6;5;6;6;1;6;6;999;4;1;3;1;3;3;1;5;5;5;4;6;6;999;999;5;6;6;6;6;6;6;6;1;6;2;999;1974;2001;1;1974;1;1;     999;Magyar;5; ;2
102;1;1;1;1;1;1;999;3;1;1;1;2;2;3;2;2;2;6;6;5;4;6;5;6;5;4;6;6;1;3;2;3;4;4;6;6;6;1;6;6;2;6;6;999;4;3;4;1;3;3;1;6;6;6;2;6;6;5;4;3;5;6;6;6;6;6;6;3;1;1;1;1971;1;999;999;2;1;     999;Magyar;9; ;2
103;1;1;2;1;1;1;999;3;2;4;3;2;1;3;1;2;3;2;5;5;4;5;6;5;5;5;4;6;2;4;1;2;3;2;6;2;6;2;5;6;5;5;6;999;4;2;4;1;1;0;2;4;2;6;1;5;4;5;3;2;5;5;4;2;4;6;6;2;3;1;2;1980;1;999;999;2;1;     999;Magyar;7; ;2
104;1;1;2;1;1;1;999;4;1;4;1;2;1;3;2;2;3;2;5;5;6;6;5;5;5;5;5;6;1;4;1;4;5;5;5;5;6;6;1;6;4;6;1;999;4;2;1;1;3;2;1;6;5;6;1;6;6;6;6;5;6;5;5;6;6;6;6;3;2;1;1;1963;1;999;999;2;1;     999;Magyar;7; ;1
105;1;1;1;1;1;1;999;2;0;1;0;3;999;1;999;2;3;3;5;4;5;5;6;6;4;4;6;6;1;4;1;4;3;2;5;2;6;2;6;6;6;6;6;999;4;1;4;1;3;3;1;5;5;5;4;5;5;5;5;2;6;6;6;6;6;6;6;3;3;2;999;1955;1;999;999;2;1;     999;Magyar;5; ;2
106;1;1;2;1;1;1;999;4;4;4;2;2;1;4;1;2;3;1;6;6;6;6;6;6;4;6;6;6;1;4;2;4;4;1;6;2;6;4;6;6;1;6;4;999;3;2;4;1;3;3;1;5;5;5;1;6;6;5;6;1;6;6;6;5;5;6;6;2;2;1;1;1992;1;999;999;1;1;     999;Magyar;7; ;1
107;1;1;2;1;1;0;999;3;0;2;0;4;999;4;999;2;4;1;5;5;5;5;5;5;5;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;3;1;2;4;4;5;2;5;5;5;5;2;5;5;5;6;6;6;6;6;6;2;999;1957;1962;1;1957;2;1;     999;Magyar;3; ;2
108;1;1;2;1;1;1;999;2;3;1;1;2;2;3;2;3;3;1;6;4;3;6;6;6;6;3;6;6;3;3;2;4;3;1;6;2;6;1;5;6;4;6;6;999;3;3;4;1;2;1;2;4;4;6;5;6;4;5;5;2;5;6;5;5;5;6;6;3;2;2;999;1990;1;999;999;2;1;     999;Magyar;9; ;2
109;1;1;1;1;1;1;999;1;1;2;4;3;3;3;1;3;999;4;5;6;4;4;6;6;4;4;6;6;2;4;3;3;1;1;1;6;1;1;6;6;5;6;6;999;3;2;4;1;3;3;2;6;6;6;1;6;6;6;6;2;6;6;6;5;5;6;6;2;1;2;999;1980;1;999;999;2;1;     999;Magyar;6; ;2
110;1;1;1;1;1;1;999;1;1;1;4;3;3;3;1;3;3;4;5;6;5;6;6;6;5;4;6;6;2;4;3;4;6;1;6;1;6;1;6;6;5;6;6;999;3;3;4;1;3;3;4;6;6;6;1;6;6;6;6;1;6;6;6;5;5;6;6;2;1;2;999;1980;1;999;999;2;1;     999;Magyar;6; ;2
111;1;1;1;1;1;1;999;3;2;1;1;2;2;1;1;2;1;1;5;5;4;6;5;6;5;2;5;6;1;4;1;4;3;1;6;5;6;2;6;6;5;6;6;999;4;2;2;1;0;0;1;4;6;6;6;6;6;4;4;1;6;4;6;6;6;6;6;2;2;2;999;1998;1;999;999;2;1;     999;Magyar;4; ;2
112;1;1;1;1;1;0;999;3;0;1;0;3;999;3;999;2;1;3;4;5;5;4;6;5;5;3;6;6;1;4;1;3;4;3;5;3;6;2;5;6;5;5;5;999;4;0;4;1;3;3;1;4;4;6;3;5;5;5;5;2;6;5;6;6;6;6;6;6;6;2;999;1953;1;999;999;2;2; ;Magyar;4; ;2
113;1;1;2;1;1;1;999;3;1;1;0;2;1;3;999;2;3;2;6;4;4;5;6;5;5;2;6;6;1;4;1;4;5;2;5;2;6;2;5;6;3;5;5;999;3;0;4;1;3;3;1;5;5;6;1;5;5;5;5;2;6;5;5;6;6;6;6;3;5;2;999;1950;1;999;999;2;1;     999;999;5; ;2
114;1;1;2;1;1;0;999;3;0;1;0;3;999;3;999;2;1;3;4;4;4;5;6;5;4;3;6;6;1;4;2;4;5;2;5;2;6;1;6;6;3;6;6;999;3;999;3;1;3;3;1;4;4;5;1;5;5;5;5;2;6;5;5;6;6;6;6;2;1;2;999;1949;1;999;999;2;1;     999;Magyar;4; ;2
115;1;1;1;1;1;0;999;1;0;0;1;2;999;999;1;1;1;5;5;5;5;5;6;6;6;2;4;6;1;3;2;4;6;2;6;2;6;2;6;3;5;6;6;999;4;3;4;2;3;2;2;3;4;6;5;5;5;5;5;3;5;6;5;6;6;6;6;4;3;2;999;1966;1;999;999;1;1;     999;Magyar;8; ;2
116;1;1;1;1;1;1;999;1;1;1;0;1;2;4;999;3;3;5;6;4;3;3;4;4;3;2;3;5;1;3;1;2;4;4;5;2;5;2;4;4;3;4;3;999;4;2;3;2;3;3;2;3;4;4;6;4;5;3;4;3;4;4;4;6;5;6;6;3;4;2;999;1979;1;999;999;1;1;     999;Magyar;9; ;2
117;1;1;1;0;0;1;999;1;2;1;1;2;3;2;2;4;3;5;4;3;3;3;5;5;4;4;4;6;1;4;4;4;1;6;6;6;6;1;5;4;1;6;6;999;4;3;3;1;3;2;1;6;5;5;5;6;5;5;5;3;5;5;5;6;6;6;6;1;5;1;999;999;1;1;999;1;1;     999;999;9; ;2
118;1;1;2;1;0;0;999;0;1;1;0;999;1;3;999;4;3;4;5;4;3;5;5;5;4;2;5;6;2;4;2;2;4;5;6;2;5;2;5;5;4;4;4;999;4;1;2;1;1;2;2;3;4;5;5;5;5;4;4;2;5;6;5;6;6;6;6;5;5;2;999;1998;1;1;999;2;2;     999;999;6; ;2
119;1;1;2;1;1;1;999;2;2;4;4;2;2;4;4;4;3;1;6;6;6;5;6;6;6;5;6;6;3;4;3;4;3;1;6;2;6;1;6;6;2;5;6;999;4;3;4;1;2;1;1;5;4;6;1;5;6;6;5;1;5;6;6;4;6;6;6;6;1;1;999;1979;1;999;999;1;1;     999;Magyar;9; ;1
120;1;1;1;1;0;0;999;0;0;1;0;999;999;3;999;2;1;4;4;4;5;5;6;5;4;1;6;6;1;4;3;4;3;3;5;2;6;2;5;6;5;6;6;999;4;1;4;1;3;3;1;5;5;5;4;5;5;4;4;2;6;5;5;6;6;6;6;5;4;2;999;1950;1973;1;1950;2;1;     999;Magyar;6; ;2
121;1;1;2;1;1;0;999;0;0;1;0;999;999;4;999;2;3;5;3;3;3;5;6;4;3;1;6;6;1;1;1;4;5;2;6;5;6;2;6;6;4;6;6;999;4;0;4;1;3;1;1;5;4;6;1;5;6;6;6;3;6;6;6;6;6;6;6;4;3;2;999;1945;1;999;999;2;1;     999;Magyar;6; ;2
122;1;1;1;1;1;1;999;2;2;1;1;3;2;3;3;2;3;4;5;5;4;5;5;6;5;4;5;6;3;4;2;3;2;2;5;2;6;2;6;6;2;6;6;999;3;2;4;1;2;2;2;5;4;5;2;6;5;5;4;1;5;5;5;6;6;6;6;3;4;2;999;1990;1;999;999;2;1;     999;Magyar;7; ;2
123;1;1;1;1;1;1;999;1;3;1;2;3;2;3;3;2;1;4;6;5;2;5;6;5;4;2;5;6;3;4;2;3;2;3;5;1;5;1;5;3;5;4;5;999;3;2;4;1;2;1;2;4;4;4;5;4;5;5;4;1;5;5;5;6;6;6;6;2;3;2;999;1999;1;999;999;2;1;     999;Magyar;1;999;2
124;1;1;2;1;1;0;999;4;0;4;4;4;999;4;4;4;1;1;6;6;6;6;6;6;4;6;6;6;1;4;1;1;6;1;6;1;6;1;6;6;6;6;6;999;4;4;4;1;3;3;1;6;6;6;1;6;6;6;6;3;6;6;6;6;6;6;6;5;5;2;999;1979;1;999;999;1;1;     999;Magyar;4; ;1
125;1;1;2;1;1;0;999;4;999;2;3;4;999;3;2;2;1;1;6;6;6;6;6;6;4;4;6;6;1;4;4;3;3;3;6;2;6;1;6;6;5;6;6;999;4;1;4;1;3;3;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;2;999;1936;1;999;999;2;1;     999;Magyar;4; ;2
126;1;1;2;1;1;0;999;3;0;1;0;2;999;3;999;999;4;2;6;6;4;5;6;5;4;4;6;6;1;4;2;4;3;3;6;2;6;2;6;6;5;6;6;999;4;0;4;1;3;3;1;5;5;6;1;5;5;5;5;2;6;6;6;6;6;6;6;3;2;2;999;1942;1;999;999;2;1;     999;Magyar;3; ;2
127;1;1;2;1;1;0;999;3;0;4;0;1;999;4;999;4;3;1;4;4;6;6;6;6;4;1;6;6;1;4;2;4;1;3;6;3;6;1;6;6;4;6;6;999;4;1;4;1;3;3;1;6;6;6;1;6;6;6;4;3;6;6;6;6;6;6;6;2;1;2;999;1973;1;999;999;2;1;     999;Magyar;5; ;1
128;1;1;2;1;1;0;999;3;0;4;0;4;999;4;999;4;3;1;6;6;6;6;6;6;4;1;6;6;1;3;1;4;5;2;5;2;6;2;5;6;5;6;6;999;4;1;4;1;3;3;1;5;5;5;5;6;6;6;6;5;6;5;5;6;6;6;999;999;999;2;999;1963;1;999;999;2;1;     999;Magyar;5; ;1
129;1;1;2;1;1;1;999;3;2;2;2;3;2;3;2;2;1;2;5;5;3;5;6;4;6;4;5;5;2;4;3;4;4;3;4;2;5;2;4;6;4;5;5;999;4;3;4;1;3;1;1;4;4;5;1;5;5;4;5;3;6;6;5;4;5;6;6;4;3;1;999;1997;1;999;999;1;1;     999;Magyar;8; ;2
130;1;1;1;1;0;0;999;999;999;1;3;999;999;3;3;2;1;1;6;6;6;5;6;6;5;5;6;6;3;4;3;4;4;2;6;2;6;1;6;6;999;4;6;999;4;1;4;1;3;3;1;6;3;6;3;6;6;5;6;3;6;6;6;6;6;6;5;2;1;2;999;1992;1;999;999;2;1;     999;Magyar;5; ;2
131;1;1;2;1;1;0;999;3;0;1;0;3;999;3;999;2;1;2;5;5;5;5;6;5;5;3;6;6;3;4;3;4;3;3;5;1;6;1;5;6;4;6;6;999;4;1;4;1;3;3;1;5;5;5;2;5;5;4;5;3;5;5;5;6;6;6;6;3;2;2;999;1953;1;999;999;2;1;     999;Magyar;4; ;2
132;1;1;2;1;1;0;999;2;0;2;0;3;999;3;999;2;1;3;4;4;4;5;6;5;5;3;6;6;1;4;1;3;2;2;6;2;6;2;6;6;5;6;6;999;3;0;4;1;3;3;2;5;5;5;2;5;5;4;4;3;6;6;5;5;6;6;6;3;5;2;999;1949;1;999;999;2;1;     999;Magyar;3; ;2
133;1;1;1;1;1;0;999;2;0;1;0;2;999;3;999;3;3;1;6;6;3;6;6;6;5;4;4;6;1;2;1;4;1;1;6;1;6;1;6;6;6;6;6;999;4;2;4;1;2;0;1;4;6;1;6;6;5;6;6;1;6;6;6;6;5;6;5;2;2;2;999;1999;1;999;999;2;1;     999;Magyar;1;999;2
134;1;1;1;1;1;0;999;3;0;2;2;3;999;3;1;3;3;1;6;6;4;4;6;6;6;5;6;6;1;4;3;3;1;1;6;3;6;1;6;6;6;6;6;999;4;2;4;1;3;1;1;5;5;6;1;6;6;5;6;1;6;6;6;4;6;6;6;2;2;2;999;1974;1;1994;1974;2;1;     999;Magyar;5; ;2
135;1;1;1;1;1;0;999;3;999;1;1;3;999;4;2;2;3;5;5;4;5;6;6;6;5;1;5;6;1;4;1;4;6;4;6;6;6;1;6;6;6;6;6;999;3;2;3;1;3;2;1;6;5;6;1;6;6;6;4;1;6;6;6;6;6;6;6;1;6;1;999;1968;1;1999;1968;1;1;     999;Magyar;6; ;1
136;1;1;2;1;1;0;999;4;0;4;1;4;999;4;1;3;3;1;6;6;6;6;6;6;6;2;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;1;2;999;1988;1;999;999;2;1;     999;Magyar;3; ;2
137;1;1;2;1;1;0;999;3;0;3;0;2;999;4;999;3;3;1;6;5;6;6;6;6;6;4;6;6;1;4;3;4;1;1;6;6;6;1;6;6;6;6;6;999;4;2;3;2;3;3;1;6;6;6;1;6;6;6;6;2;6;6;6;5;6;6;6;3;1;2;999;1947;1;999;999;2;1;     999;Magyar;5; ;2
138;1;1;1;1;1;0;999;2;0;0;0;2;999;999;999;2;1;5;5;5;5;5;6;6;4;1;6;6;1;4;4;4;1;1;6;4;6;1;6;1;6;6;6;999;4;0;4;1;3;3;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;4;4;2;999;1939;1;999;999;2;1;     999;Magyar;3; ;2
139;1;1;2;1;1;0;999;0;0;0;0;999;999;999;999;2;999;5;5;5;3;6;6;6;3;1;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;1;6;6;4;4;1;6;6;6;6;6;6;6;5;6;2;999;1935;1;999;999;2;1;     999;Magyar;3; ;2
140;1;1;2;1;1;0;999;3;0;1;0;4;999;3;999;2;3;2;6;6;4;4;6;6;5;1;6;6;1;4;3;4;1;3;6;1;6;1;6;6;6;6;6;999;3;2;4;1;2;2;1;4;4;6;2;6;6;6;4;2;6;6;6;6;6;6;6;4;4;2;999;1970;1;999;999;2;1;     999;Magyar;5; ;2
141;1;1;2;1;1;1;999;3;1;1;0;3;1;3;999;3;4;1;5;4;4;6;6;4;4;1;6;6;1;4;1;3;2;2;6;4;6;1;6;6;2;6;6;999;4;1;2;1;3;3;1;6;6;6;2;6;6;6;4;1;6;6;6;6;6;6;6;6;6;2;999;1963;1;999;999;2;1;     999;Magyar;6; ;2
142;1;1;1;1;0;1;999;0;2;3;4;999;2;2;2;3;2;1;5;5;4;6;6;5;5;5;6;6;3;4;2;4;4;2;6;3;6;2;5;6;4;6;6;999;3;2;3;1;2;1;1;4;5;6;5;5;5;5;4;4;5;5;5;4;6;6;5;3;2;2;999;1985;2003;1;1985;1;1;     999;Magyar;7; ;2
143;1;1;1;1;0;1;999;0;1;1;1;999;1;3;3;3;3;1;6;6;6;6;6;6;6;4;6;6;1;2;2;2;6;1;6;6;6;1;6;6;6;6;6;999;3;1;4;1;3;3;1;6;6;6;1;6;6;6;4;1;6;6;6;2;6;6;6;4;4;2;999;1969;1;999;999;1;1;     999;Magyar;5; ;2
144;1;1;2;1;0;1;999;999;3;4;2;999;2;3;2;2;3;1;6;4;6;6;6;6;4;5;6;6;2;3;3;4;2;4;6;2;6;2;6;6;5;6;6;999;1;2;4;0;3;3;1;4;4;6;1;6;6;6;5;888;6;6;6;6;6;6;6;3;2;2;999;1970;1992;2;999;1;1;     999;Roman;9; ;2
145;1;1;1;1;1;1;999;3;1;1;1;3;2;2;3;3;2;2;5;5;3;5;6;5;5;1;6;6;1;3;1;3;3;2;6;2;6;2;6;6;5;6;6;999;4;3;4;1;3;1;1;6;6;6;3;6;6;4;6;2;6;6;6;6;5;6;6;3;4;2;999;1972;1;999;999;2;1;     999;Magyar;6; ;2
146;1;1;2;1;1;0;999;2;0;1;0;3;999;3;999;2;3;1;5;5;5;4;6;5;5;4;6;6;1;4;1;3;5;2;5;4;6;2;6;6;1;6;5;999;4;1;4;1;3;2;1;5;5;5;1;6;6;5;5;1;6;6;6;3;4;6;6;2;1;2;999;1966;1;999;999;2;1;     999;Magyar;6; ;2
147;1;1;1;1;0;0;999;999;999;1;3;999;999;2;1;4;3;4;6;5;4;6;5;6;5;2;5;6;1;4;2;3;3;888;6;2;6;2;6;6;5;6;6;999;4;2;1;0;3;3;1;4;4;5;6;6;6;5;6;5;6;6;5;6;6;6;6;2;4;2;999;1975;1996;1;1975;1;1;     999;Magyar;9; ;2
148;1;1;1;1;0;1;999;0;2;3;2;999;2;4;3;3;3;1;5;5;5;5;6;6;4;1;6;6;3;4;3;4;1;999;6;1;6;1;6;6;5;6;6;999;4;3;4;1;3;3;1;6;6;6;1;6;6;5;5;2;6;6;5;6;2;6;6;2;1;2;999;1973;1996;1;1973;2;1;     999;Magyar;7; ;2
149;1;1;1;1;0;1;999;999;3;3;1;999;3;3;3;3;3;2;6;6;5;6;6;6;5;4;1;6;1;4;3;3;3;3;5;1;6;1;6;6;3;6;6;999;3;3;4;0;3;3;1;4;3;6;6;4;4;4;4;5;6;5;3;6;6;6;6;2;3;2;999;1967;1992;1;1967;1;1;     999;Magyar;7; ;2
150;1;1;1;1;1;1;999;2;3;2;2;3;2;3;2;2;3;2;6;6;5;6;6;6;6;5;6;6;1;4;1;3;3;2;6;1;6;1;6;6;2;4;6;999;4;3;4;1;2;2;1;6;6;6;1;6;6;4;6;1;6;6;5;5;6;6;6;1;4;1;1;1975;1;999;999;2;1;     999;Magyar;9; ;2
151;1;1;2;1;1;0;999;3;999;2;0;3;999;3;999;2;3;1;6;4;6;4;6;5;4;1;6;6;1;4;1;3;5;2;5;6;5;2;5;6;2;6;6;999;4;2;4;1;2;2;1;5;5;5;1;5;5;4;5;1;5;6;5;2;6;6;6;3;5;2;999;1954;1;999;999;2;1;     999;Magyar;5; ;2
152;1;1;1;1;1;1;999;2;1;1;1;3;1;2;2;2;3;4;5;5;1;4;5;5;4;1;6;6;1;3;2;3;4;3;6;5;6;2;5;6;4;5;5;999;3;2;4;1;3;2;2;5;4;6;4;5;5;4;5;4;5;5;5;6;6;6;6;1;5;2;999;1957;1;999;999;2;1;     999;Magyar;6; ;2
153;1;2;2;1;1;1;999;3;0;1;0;3;999;3;999;2;4;1;6;6;6;6;6;6;6;4;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;0;4;1;3;2;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;2;5;2;999;1968;1;999;999;2;1;     999;Roman;3; ;2
154;1;2;2;1;1;1;999;3;0;1;0;4;999;4;999;2;4;3;6;6;6;6;6;6;4;2;6;6;1;4;4;4;1;1;6;3;6;1;6;6;2;6;6;999;4;2;4;2;3;3;1;6;6;6;1;6;6;6;6;888;999;6;6;6;6;6;6;5;6;2;999;1946;1;999;999;2;1;     999;Roman;3; ; 
155;1;2;2;1;1;1;999;3;1;1;1;4;1;3;4;2;3;1;6;6;6;6;6;6;6;6;6;6;4;4;4;4;1;6;6;1;6;1;6;6;1;6;6;999;4;2;4;1;3;3;1;6;6;6;1;6;6;6;6;1;4;6;6;6;6;6;6;4;3;2;999;1975;1;999;999;1;1;     999;Roman;6; ;1
156;1;2;1;1;1;1;999;3;1;0;0;4;1;999;999;3;3;2;6;6;6;6;6;6;4;1;6;6;1;1;4;4;6;888;6;2;6;2;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;6;6;6;6;6;999;6;6;6;6;6;6;6;1;6;2;999;1974;999;999;2015;1;1;     999;Roman;6; ;2
